Business Name,City,County,Phone,Address,Business Type,Source
HOOD RANCH KITCHEN,HOOD,Sacramento,,10761 STATE HWY 160,Food Service,ABC License Data
HOUSE KITCHEN AND BAR,SACRAMENTO,Sacramento,,555 CAPITOL MALL,Bar,ABC License Data
HOUSE OF THAI,NORTH HIGHLANDS,Sacramento,,5738 WATT AVE,Asian Restaurant,ABC License Data
IMMORTAL CAFE & SUPPLY,SACRAMENTO,Sacramento,,1111 H ST,Restaurant,ABC License Data
IN & GO MARKET,CITRUS HEIGHTS,Sacramento,,12417 FAIR OAKS BLVD,Food Service,ABC License Data
IN AND OUT MARKET,CARMICHAEL,Sacramento,,4781 MANZANITA AVE,Food Service,ABC License Data
INDIA OVEN RESTAURANT & WHITE LOTUS BANQUET HALL,CITRUS HEIGHTS,Sacramento,,6105 SUNRISE VISTA DR,Restaurant,ABC License Data
INDIAN SPICE RESTAURANT,RANCHO CORDOVA,Sacramento,,2228 SUNRISE BLVD,Restaurant,ABC License Data
INTERLUDE KITCHEN & BAR,ELK GROVE,Sacramento,,8295 LAGUNA BLVD,Bar,ABC License Data
INTUITION COFFEE & WINE,SACRAMENTO,Sacramento,,1728 21ST ST,Food Service,ABC License Data
IRON HORSE TAVERN,FOLSOM,Sacramento,,460 PALLADIO PKWY,Bar,ABC License Data
IRONHORSE TAVERN,SACRAMENTO,Sacramento,,1800 15TH ST,Bar,ABC License Data
ISLAND PACIFIC SUPERMARKET,ELK GROVE,Sacramento,,8430 ELK GROVE FLORIN RD,Food Service,ABC License Data
ITS SUSHI,SACRAMENTO,Sacramento,,8132 DELTA SHORES CIR S,Food Service,ABC License Data
J B LIQUOR & GROCERY,CITRUS HEIGHTS,Sacramento,,7028 SYLVAN RD,Food Service,ABC License Data
J STREET LIQUORS,SACRAMENTO,Sacramento,,3712 J ST,Food Service,ABC License Data
JACKS URBAN EATS,FOLSOM,Sacramento,,2756 E BIDWELL ST,Restaurant,ABC License Data
JACKS URBAN EATS,SACRAMENTO,Sacramento,,4730 NATOMAS BLVD,Restaurant,ABC License Data
JACKS URBAN EATS #12,ELK GROVE,Sacramento,,7701 LAGUNA BLVD,Restaurant,ABC License Data
JACKS URBAN EATS #15,CARMICHAEL,Sacramento,,4005 MANZANITA AVE,Restaurant,ABC License Data
JACKS URBAN EATS NO.2,SACRAMENTO,Sacramento,,545 MUNROE ST,Restaurant,ABC License Data
JACKS URBAN EATS NO.5,SACRAMENTO,Sacramento,,2137 GOLDEN CENTRE LN,Restaurant,ABC License Data
JADE ASIAN RESTAURANT,RANCHO CORDOVA,Sacramento,,2855 ZINFANDEL DR,Asian Restaurant,ABC License Data
JADE FOUNTAIN RESTAURANT,SACRAMENTO,Sacramento,,5021 FREEPORT BLVD,Restaurant,ABC License Data
JALISCO RESTAURANT AUTHENTIC MEXICAN FOOD,SACRAMENTO,Sacramento,,5207 MADISON AVE,Mexican Restaurant,ABC License Data
JAMIE'S BROADWAY GRILLE,SACRAMENTO,Sacramento,,427 BROADWAY,Food Service,ABC License Data
JAMIE'S CAFE,ELK GROVE,Sacramento,,9101 LAGUNA MAIN ST,Restaurant,ABC License Data
JAN'S LOUNGE LLC,ORANGEVALE,Sacramento,,9222 GREENBACK LN,Bar,ABC License Data
JANDO'S MEXICAN FOOD,SACRAMENTO,Sacramento,,4591 FRUITRIDGE RD,Mexican Restaurant,ABC License Data
JANGGOON SUSHI & KOREAN BBQ,ELK GROVE,Sacramento,,9671 E STOCKTON BLVD,Food Service,ABC License Data
JASPER'S GIANT HAMBURGERS,GOLD RIVER,Sacramento,,2342 SUNRISE BLVD,Food Service,ABC License Data
JBS LOUNGE AND GRILL,RANCHO CORDOVA,Sacramento,,9777 LINCOLN VILLAGE DR,Bar,ABC License Data
JEFE'S GRILL LLC,GALT,Sacramento,,227 S LINCOLN WAY,Food Service,ABC License Data
JENSAI SUSHI,SACRAMENTO,Sacramento,,2210 16TH ST,Food Service,ABC License Data
JESSES FOOD & LIQUOR,NORTH HIGHLANDS,Sacramento,,7440 WATT AVE,Food Service,ABC License Data
JIMBOY'S TACOS,CARMICHAEL,Sacramento,,7401 FAIR OAKS BLVD,Mexican Restaurant,ABC License Data
JIMBOYS TACOS,ELK GROVE,Sacramento,,8670 ELK GROVE BLVD,Mexican Restaurant,ABC License Data
JIMBOYS TACOS,FOLSOM,Sacramento,,708 E BIDWELL ST,Mexican Restaurant,ABC License Data
JIMBOYS TACOS 12,SACRAMENTO,Sacramento,,5551 FRANKLIN BLVD,Mexican Restaurant,ABC License Data
JIMBOYS TACOS 15,RANCHO CORDOVA,Sacramento,,11065 FOLSOM BLVD,Mexican Restaurant,ABC License Data
JIMMY'S PERUVIAN & MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3032 AUBURN BLVD,Mexican Restaurant,ABC License Data
JJ FOOD & LIQUOR,RANCHO CORDOVA,Sacramento,,10401 FOLSOM BLVD,Food Service,ABC License Data
JJ KOREAN BBQ,SACRAMENTO,Sacramento,,9729 FOLSOM BLVD,Food Service,ABC License Data
JK FOOD LIQUOR AND WINE,SACRAMENTO,Sacramento,,8321 FOLSOM BLVD,Food Service,ABC License Data
JOES FOOD & LIQUOR,CITRUS HEIGHTS,Sacramento,,7666 GREENBACK LN,Food Service,ABC License Data
JOHNS FOOD & LIQUOR,CARMICHAEL,Sacramento,,5935 FAIR OAKS BLVD,Food Service,ABC License Data
JONECK'S WINE LOUNGE,SACRAMENTO,Sacramento,,2231 J ST,Bar,ABC License Data
JOY CITY CHINESE CUISINE,ELK GROVE,Sacramento,,2745 ELK GROVE BLVD,Food Service,ABC License Data
JP THAI KITCHEN,SACRAMENTO,Sacramento,,6004 FREEPORT BLVD,Asian Restaurant,ABC License Data
JS RAILROAD CAFE,SACRAMENTO,Sacramento,,1844 AUBURN BLVD,Restaurant,ABC License Data
JUANS LIQUOR AND SMOKE LLC,FAIR OAKS,Sacramento,,4727 SAN JUAN AVE,Food Service,ABC License Data
JUJU KITCHEN & COCKTAILS,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License Data
JUNO'S COCKTAILS & KITCHEN,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License Data
KAI JAPANESE CUISINE,ELK GROVE,Sacramento,,9261 LAGUNA SPRINGS DR,Food Service,ABC License Data
KANSAI RAMEN & SUSHI HOUSE,SACRAMENTO,Sacramento,,2992 65TH ST,Food Service,ABC License Data
KAREN'S BAKERY AND CAFE,FOLSOM,Sacramento,,705 GOLD LAKE DR,Restaurant,ABC License Data
KARMA BREW PUB,SACRAMENTO,Sacramento,,1530 16TH ST.,Food Service,ABC License Data
KAY BEE LIQUOR,CARMICHAEL,Sacramento,,7313 FAIR OAKS BLVD,Food Service,ABC License Data
KICOS MEXICAN FOOD,SACRAMENTO,Sacramento,,2324 ARDEN WY,Mexican Restaurant,ABC License Data
KIN THAI STREET EATERY,SACRAMENTO,Sacramento,,1050 20TH ST,Asian Restaurant,ABC License Data
KING PALACE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,5829 STOCKTON BLVD,Restaurant,ABC License Data
KING WINE & LIQUOR,SACRAMENTO,Sacramento,,1328 FULTON AVE,Food Service,ABC License Data
KING WINE & LIQUOR #2,SACRAMENTO,Sacramento,,2346 FRUITRIDGE RD,Food Service,ABC License Data
KING WINE & LIQUOR #6,SACRAMENTO,Sacramento,,3407 EL CAMINO AVE,Food Service,ABC License Data
KING WINE & LIQUOR 3,SACRAMENTO,Sacramento,,1120 FULTON AVE,Food Service,ABC License Data
KINGS LIQUOR AND MARKET,RANCHO CORDOVA,Sacramento,,10653 B & 10657 COLOMA RD,Food Service,ABC License Data
KINGS SUPERMARKET,SACRAMENTO,Sacramento,,400 EL CAMINO AVE,Food Service,ABC License Data
KINJO HAND ROLL BAR,SACRAMENTO,Sacramento,,2026 16TH ST,Bar,ABC License Data
KIRCHHOFF FAMILY WINES @ MIDTOWN CERTIFIED FARMER',SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License Data
KITCHEN 15,SACRAMENTO,Sacramento,,1630 K ST,Food Service,ABC License Data
KITCHEN THE,SACRAMENTO,Sacramento,,915 BROADWAY,Food Service,ABC License Data
KOBE STEAK & SUSHI,ELK GROVE,Sacramento,,9134 E STOCKTON BLVD,Food Service,ABC License Data
KOBE SUSHI BAR AND GRILL,SACRAMENTO,Sacramento,,2057 ARENA BLVD,Bar,ABC License Data
KODAIKO RAMEN & BAR,SACRAMENTO,Sacramento,,718 K ST,Bar,ABC License Data
KOJA KITCHEN,SACRAMENTO,Sacramento,,732 K ST,Food Service,ABC License Data
KOKET ISLAND BAR & GRILL,ISLETON,Sacramento,,14174 ISLETON RD,Bar,ABC License Data
KOREANA PLAZA MARKET SACRAMENTO,RANCHO CORDOVA,Sacramento,,10971 OLSON DR,Food Service,ABC License Data
KOREANA PLAZA MARKET SACRAMENTO INC,RANCHO CORDOVA,Sacramento,,10995 OLSON DR,Food Service,ABC License Data
KOSHI RAMEN BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License Data
KP BEATS LLC,RANCHO CORDOVA,Sacramento,,10947 OLSON DR,Restaurant,ABC License Data
KRU CONTEMPORARY JAPANESE CUISINE,SACRAMENTO,Sacramento,,3135 FOLSOM BLVD,Food Service,ABC License Data
KRU RESTAURANT,SACRAMENTO,Sacramento,,2516 J ST,Restaurant,ABC License Data
KURA REVOLVING SUSHI BAR,SACRAMENTO,Sacramento,,1600 ETHAN WAY,Bar,ABC License Data
KWIK SHOP MARKET,SACRAMENTO,Sacramento,,6230 FRUITRIDGE RD,Food Service,ABC License Data
KYOTO SUSHI BAR GRILL & RAMEN,SACRAMENTO,Sacramento,,1724 BROADWAY,Bar,ABC License Data
L & M LIQUOR & DELI,ORANGEVALE,Sacramento,,8836 GREENBACK LN,Food Service,ABC License Data
LA BANGIN TACOS,SACRAMENTO,Sacramento,,1600 FULTON AVE,Mexican Restaurant,ABC License Data
LA BARCA BIRRIA & MARISCOS,SACRAMENTO,Sacramento,,2400 FLORIN RD,Bar,ABC License Data
LA COSTA CAFE,SACRAMENTO,Sacramento,,701 19TH ST,Restaurant,ABC License Data
LA ESPERANZA SUPERMARKET OF SACRAMENTO,SACRAMENTO,Sacramento,,5040 FRANKLIN BLVD,Food Service,ABC License Data
LA ESQUINA MEXICAN KITCHEN,FOLSOM,Sacramento,,402 NATOMA ST,Mexican Restaurant,ABC License Data
LA FLOR PUPUSAS GRILL,SACRAMENTO,Sacramento,,2440 FULTON AVE,Food Service,ABC License Data
LA MISION RESTAURANT,SACRAMENTO,Sacramento,,4439 FLORIN RD,Restaurant,ABC License Data
LA PANTERA CLUB,SACRAMENTO,Sacramento,,3121 26TH AVE,Food Service,ABC License Data
LA PLACITA MEXICAN RESTAURANT,ORANGEVALE,Sacramento,,9272 GREENBACK LN,Mexican Restaurant,ABC License Data
LA POPULAR RESTAURANT,SACRAMENTO,Sacramento,,9180 KIEFER BLVD,Restaurant,ABC License Data
LA POPULAR SUPERMARKET INC,SACRAMENTO,Sacramento,,9180 KIEFER BLVD UNIT A,Food Service,ABC License Data
LA RIVIERA FOOD & LIQUOR,SACRAMENTO,Sacramento,,9331 LA RIVIERA DR,Food Service,ABC License Data
LA SONSONATECA RESTAURANT,SACRAMENTO,Sacramento,,5243 ELKHORN BLVD,Restaurant,ABC License Data
LA TERRAZA MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,1027 2ND ST,Mexican Restaurant,ABC License Data
LAGUNA CREEK RACQUET CLUB,ELK GROVE,Sacramento,,9570 RACQUET CT,Food Service,ABC License Data
LAGUNA LIQUOR MART,ELK GROVE,Sacramento,,9632 EMERALD OAK DR,Food Service,ABC License Data
LAKE BOWL LOUNGE,FOLSOM,Sacramento,,511 E BIDWELL ST,Bar,ABC License Data
LAKEVIEW ESTATE & WINERY,SACRAMENTO,Sacramento,,9005 RIVER RD,Food Service,ABC License Data
LAMPPOST PIZZA,ELK GROVE,Sacramento,,5109 LAGUNA BLVD,Food Service,ABC License Data
LAMPPOST PIZZA,SACRAMENTO,Sacramento,,8065 ELK GROVE FLORIN RD,Food Service,ABC License Data
LASAM PHO  VIETNAMESE NOODLE BAR & MORE,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Bar,ABC License Data
LAYALINA RESTAURANT & BAR,SACRAMENTO,Sacramento,,1596 HOWE AVE,Bar,ABC License Data
LAZY DOG RESTAURANT & BAR,FOLSOM,Sacramento,,300 PALLADIO PKWY,Bar,ABC License Data
LEGENDS SPORTS LLC,SACRAMENTO,Sacramento,,547 L ST,Food Service,ABC License Data
LEXINGTON WINE & LIQUOR,FOLSOM,Sacramento,,316 S LEXINGTON DR,Food Service,ABC License Data
LIANG'S KOREAN FOODIE HOUSE,SACRAMENTO,Sacramento,,3643 BRADSHAW RD,Food Service,ABC License Data
LICHINE'S LIQUOR & DELI,SACRAMENTO,Sacramento,,7107 S LAND PARK DR,Food Service,ABC License Data
LIDO BAR & GRILL,CARMICHAEL,Sacramento,,7907 & 7909  FAIR OAKS BLVD,Bar,ABC License Data
LIGHTHOUSE MARINA RESTAURANT & RESORT THE,ISLETON,Sacramento,,151 BRANNAN ISLAND RD,Restaurant,ABC License Data
LIGHTHOUSE MARINA RESTAURANT AND RESORT THE,ISLETON,Sacramento,,151 BRANNAN ISLAND RD,Restaurant,ABC License Data
LIMELIGHT BAR AND CAFE,SACRAMENTO,Sacramento,,1014 ALHAMBRA BLVD,Bar,ABC License Data
LIQUID NEIGHBORHOOD BAR,FAIR OAKS,Sacramento,,8121 MADISON AVE,Bar,ABC License Data
LIQUOR KING,SACRAMENTO,Sacramento,,5620 FRANKLIN BLVD,Food Service,ABC License Data
LIQUOR LAND,SACRAMENTO,Sacramento,,2630 MARCONI AVE,Food Service,ABC License Data
LIQUOR LOCKER,SACRAMENTO,Sacramento,,3399 WATT AVE,Food Service,ABC License Data
LIQUOR LOFT,SACRAMENTO,Sacramento,,9791 LINCOLN VILLAGE DR 1,Food Service,ABC License Data
LIQUOR VIDEO CENTER,SACRAMENTO,Sacramento,,7137 WALERGA RD,Food Service,ABC License Data
LIRAS SUPERMARKET,RIO VISTA,Sacramento,,609 HWY 12,Food Service,ABC License Data
LOCK & KEY TAPAS + BAR  THE,SACRAMENTO,Sacramento,,2718 J ST,Bar,ABC License Data
LOCKED BARREL,SACRAMENTO,Sacramento,,921 11TH ST,Bar,ABC License Data
LOLA'S LOUNGE,SACRAMENTO,Sacramento,,2424 16TH ST,Bar,ABC License Data
LOLITAS AUTHENTIC MEXICAN CUISINE,FOLSOM,Sacramento,,9580 OAK AVE PKWY,Mexican Restaurant,ABC License Data
LONG SANDWICHES & RESTAURANT,SACRAMENTO,Sacramento,,6451 STOCKTON BLVD,Restaurant,ABC License Data
LOS GORDOS MEXICAN GRILL,FAIR OAKS,Sacramento,,4713 SAN JUAN AVE,Mexican Restaurant,ABC License Data
LOS JARRITOS RESTAURANT,SACRAMENTO,Sacramento,,2509 BROADWAY,Restaurant,ABC License Data
LOTTERY LIQUOR,SACRAMENTO,Sacramento,,8655 FOLSOM BLVD,Food Service,ABC License Data
LOTUS 8 ASIAN CUISINE,FOLSOM,Sacramento,,199 BLUE RAVINE RD,Asian Restaurant,ABC License Data
LOTUS THAI CUISINE,SACRAMENTO,Sacramento,,425 J ST,Asian Restaurant,ABC License Data
LOUIE'S COCKTAIL LOUNGE,RANCHO CORDOVA,Sacramento,,3030 MATHER FIELD RD,Bar,ABC License Data
LOUIS LIQUOR,ORANGEVALE,Sacramento,,9260 GREENBACK LN,Food Service,ABC License Data
LUCCA RESTAURANT,SACRAMENTO,Sacramento,,1615 J ST,Restaurant,ABC License Data
LUCID WINERY@ MIDTOWN  FARMERS MARKET SACRAMENTO C,SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License Data
LUCIDITY WINE MERCHANTS,SACRAMENTO,Sacramento,,6590 LONGRIDGE WY,Food Service,ABC License Data
LUCKY LIQUOR,ELK GROVE,Sacramento,,8723 ELK GROVE BLVD,Food Service,ABC License Data
LUCYS CAFE,RIO VISTA,Sacramento,,95 MAIN ST,Restaurant,ABC License Data
LUIGI'S PIZZA PARLOR,SACRAMENTO,Sacramento,,3800 STOCKTON BLVD,Food Service,ABC License Data
LUMBERJACKS RESTAURANT,SACRAMENTO,Sacramento,,5820 MADISON AVE,Restaurant,ABC License Data
M & B CORDOVA LIQUORS,RANCHO CORDOVA,Sacramento,,2787 DON JUAN DR,Food Service,ABC License Data
M & B DISCOUNT LIQUORS,SACRAMENTO,Sacramento,,2230 EL CAMINO AVE,Food Service,ABC License Data
M & J MARKET,CITRUS HEIGHTS,Sacramento,,5944 SPERRY DR,Food Service,ABC License Data
M & M LIQUOR AND FOOD,SACRAMENTO,Sacramento,,8969 FOLSOM BLVD,Food Service,ABC License Data
M & N LIQUOR & DELI,SACRAMENTO,Sacramento,,8722 LA RIVIERA DR,Food Service,ABC License Data
MACQUES BAR-BE-QUE,ELK GROVE,Sacramento,,8517 ELK GROVE BLVD,Bar,ABC License Data
MADISON LIQUOR,CARMICHAEL,Sacramento,,5926-28 MADISON AVE,Food Service,ABC License Data
MAHARANI INDIA RESTAURANT,ELK GROVE,Sacramento,,9583 ELK GROVE FLORIN RD,Restaurant,ABC License Data
MAIN EVENT BAR & GRILL THE,CARMICHAEL,Sacramento,,6700 TARSHES DR,Bar,ABC License Data
MAIN FOOD MART & LIQUOR,ORANGEVALE,Sacramento,,6229 MAIN AVE,Food Service,ABC License Data
MAJESTIC WINES LLC,CITRUS HEIGHTS,Sacramento,,7620 WOODDALE WAY,Food Service,ABC License Data
MAKE FISH POKE & SUSHI BURRITO,ELK GROVE,Sacramento,,9015 BRUCEVILLE RD,Food Service,ABC License Data
MAKISU SUSHI,SACRAMENTO,Sacramento,,2338 FAIR OAKS BLVD,Food Service,ABC License Data
MAMAS BBQ GRILL,GALT,Sacramento,,1000 C ST,Food Service,ABC License Data
MANDS WINE AND LIQUOR,CARMICHAEL,Sacramento,,5150 FAIR OAKS BLVD,Food Service,ABC License Data
MANGO'S CANTINA & GRILL,SACRAMENTO,Sacramento,,1930 K ST,Food Service,ABC License Data
MANNS LIQUOR,CITRUS HEIGHTS,Sacramento,,8130 AUBURN BLVD,Food Service,ABC License Data
MANNY BARZZERIA,ISLETON,Sacramento,,212 2ND ST,Bar,ABC License Data
MARINA WEST YACHT CLUB,ISLETON,Sacramento,,100 OXBOW MARINA DR,Food Service,ABC License Data
MARINAS RESTAURANT,SACRAMENTO,Sacramento,,2267 NORTHGATE BLVD,Restaurant,ABC License Data
MARIPOSA MARKET,CITRUS HEIGHTS,Sacramento,,7754 MARIPOSA AVE,Food Service,ABC License Data
MARK & MONICA'S FAMILY PIZZA,CARMICHAEL,Sacramento,,4751 MANZANITA AVE,Food Service,ABC License Data
MARTHA'S TAQUERIA AUTHENTIC MEXICAN FOOD INC,SACRAMENTO,Sacramento,,7753 ROSEVILLE RD,Mexican Restaurant,ABC License Data
MARTIN'S FAMOUS STREET TACOS,GOLD RIVER,Sacramento,,11344 COLOMA RD,Mexican Restaurant,ABC License Data
MARTIROSYANS LIQUOR CORP,RANCHO CORDOVA,Sacramento,,3339 FITZGERALD RD,Food Service,ABC License Data
MARU RAMEN BAR,ELK GROVE,Sacramento,,8698 ELK GROVE BLVD,Bar,ABC License Data
MAS TACO BAR,SACRAMENTO,Sacramento,,3535 FAIR OAKS BLVD,Mexican Restaurant,ABC License Data
MAS TACO BARS,FOLSOM,Sacramento,,450 PALLADIO PKWY,Mexican Restaurant,ABC License Data
MASLAN WINES,SACRAMENTO,Sacramento,,3400 COTTAGE WAY,Food Service,ABC License Data
MASONS MA FONGS PARK ULTRA LOUNGE,SACRAMENTO,Sacramento,,1431 L ST,Bar,ABC License Data
MASTER SUSHI,FOLSOM,Sacramento,,194 BLUE RAVINE RD,Food Service,ABC License Data
MATHER GOLF COURSE,MATHER,Sacramento,,4103 ZINFANDEL DR,Food Service,ABC License Data
MATSUYAMA RESTAURANT,GALT,Sacramento,,10420 TWIN CITIES RD,Restaurant,ABC License Data
MATTEOS PIZZA & BISTRO,CARMICHAEL,Sacramento,,5132 ARDEN WAY,Food Service,ABC License Data
MAYA TRADITIONAL MEXICAN CUISINE,SACRAMENTO,Sacramento,,455 BERCUT DR,Mexican Restaurant,ABC License Data
MCCONNELL ESTATES WINERY,ELK GROVE,Sacramento,,10686 W STOCKTON BLVD,Food Service,ABC License Data
ME'S KITCHEN,SACRAMENTO,Sacramento,,2610 FAIR OAKS BLVD,Food Service,ABC License Data
MENDOCINO FARMS SANDWICH MARKET,ELK GROVE,Sacramento,,8170 ELK GROVE BLVD,Food Service,ABC License Data
MENDOCINO FARMS SANDWICH MARKET,SACRAMENTO,Sacramento,,4730 FREEPORT BLVD,Food Service,ABC License Data
METAPHOR WINES  INCORPORATED,SACRAMENTO,Sacramento,,420 HOPKINS RD,Food Service,ABC License Data
METRO FOOD AND LIQUOR,SACRAMENTO,Sacramento,,5380 H ST,Food Service,ABC License Data
MEXQUITE COCINA MEXICANA & TEQUILA LOUNGE,FOLSOM,Sacramento,,25095 BLUE RAVINE RD,Mexican Restaurant,ABC License Data
MEZCALL GRILL,SACRAMENTO,Sacramento,,5701 BROADWAY,Food Service,ABC License Data
MI CANTINA RESTAURANT,SACRAMENTO,Sacramento,,2425 NORTHGATE BLVD,Restaurant,ABC License Data
MIDTOWN LIVE SPORTS AND EVENTS,SACRAMENTO,Sacramento,,1630 J ST,Food Service,ABC License Data
MIDTOWN LOUNGE,SACRAMENTO,Sacramento,,1111 24TH ST,Bar,ABC License Data
MIKES LIQUOR,SACRAMENTO,Sacramento,,5621 HILLSDALE BLVD,Food Service,ABC License Data
MIKUNI JAPANESE RESTAURANT & SUSHI BAR,FAIR OAKS,Sacramento,,4315-25 HAZEL AVE,Bar,ABC License Data
MIKUNI JAPANESE RESTAURANT & SUSHI BAR,SACRAMENTO,Sacramento,,1530 J ST,Bar,ABC License Data
MIKUNI JAPANESE RESTAURANT AND SUSHI BAR,ELK GROVE,Sacramento,,8525 BOND RD,Bar,ABC License Data
MIKUNI JAPANESE RESTAURANT AND SUSHI BAR,FOLSOM,Sacramento,,185 PLACERVILLE RD,Bar,ABC License Data
MILANO PIZZA  INC,SACRAMENTO,Sacramento,,3900 60TH ST,Food Service,ABC License Data
MIMI'S CAFE,FOLSOM,Sacramento,,2719 E BIDWELL ST,Restaurant,ABC License Data
MIMI'S MINI MART,GALT,Sacramento,,700 C ST,Food Service,ABC License Data
MIMIS CAFE,ELK GROVE,Sacramento,,9195 W STOCKTON BLVD,Restaurant,ABC License Data
MING DYNASTY SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License Data
MIRABELLE CAFE,FAIR OAKS,Sacramento,,7318 WINDING WAY,Restaurant,ABC License Data
MISO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,1517 BROADWAY,Restaurant,ABC License Data
MISSION LIQUOR & FOOD,SACRAMENTO,Sacramento,,4654 WHITNEY AVE,Food Service,ABC License Data
MIYAGI BAR AND SUSHI,SACRAMENTO,Sacramento,,2580 FAIR OAKS BLVD,Bar,ABC License Data
MIZUKI SUSHI,CITRUS HEIGHTS,Sacramento,,5500 SUNRISE BLVD,Food Service,ABC License Data
MIZUKI SUSHI,ELK GROVE,Sacramento,,7440 LAGUNA BLVD,Food Service,ABC License Data
MONSOON BURGER,SACRAMENTO,Sacramento,,4740 NATOMAS BLVD,Food Service,ABC License Data
MONTICELLO VICTORY BISTRO AND WINE BAR,ELK GROVE,Sacramento,,9670 LAGUNA SPRINGS DR,Bar,ABC License Data
MORALES CARNICERIA & MARKET,SACRAMENTO,Sacramento,,6830 STOCKTON BLVD,Food Service,ABC License Data
MORTON GOLF LLC,SACRAMENTO,Sacramento,,6801 FREEPORT BLVD,Food Service,ABC License Data
MOSCOW EURO MARKET,NORTH HIGHLANDS,Sacramento,,7145 WATT AVE UNIT A,Food Service,ABC License Data
MOTHER LODE BAR & DELI THE,SACRAMENTO,Sacramento,,1424 SILICA AVE,Bar,ABC License Data
MOTHER RESTAURANT,SACRAMENTO,Sacramento,,2319 K ST,Restaurant,ABC License Data
MOUNTAIN MIKE'S PIZZA,CARMICHAEL,Sacramento,,4141 MANZANITA AVE,Food Service,ABC License Data
MOUNTAIN MIKE'S PIZZA,ELK GROVE,Sacramento,,9320 ELK GROVE BLVD,Food Service,ABC License Data
MOUNTAIN MIKE'S PIZZA,NORTH HIGHLANDS,Sacramento,,6745 WATT AVE,Food Service,ABC License Data
MOUNTAIN MIKE'S PIZZA,SACRAMENTO,Sacramento,,5640 AUBURN BLVD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,ANTELOPE,Sacramento,,4207 ELVERTA RD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,CARMICHAEL,Sacramento,,5019 EL CAMINO AVE,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,ELK GROVE,Sacramento,,8441 ELK GROVE FLORIN RD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,FAIR OAKS,Sacramento,,5267 SUNRISE BLVD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,FOLSOM,Sacramento,,717 E BIDWELL ST,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,GALT,Sacramento,,10400 TWIN CITIES RD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,GOLD RIVER,Sacramento,,2220 GOLD SPRINGS CT,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,ORANGEVALE,Sacramento,,8801 GREENBACK LN,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,RANCHO CORDOVA,Sacramento,,10419 FOLSOM BLVD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,SACRAMENTO,Sacramento,,2610 GATEWAY OAKS DR,Food Service,ABC License Data
MR B LIQUOR,SACRAMENTO,Sacramento,,5121 FOLSOM BLVD,Food Service,ABC License Data
MR PICKLES SANDWICH SHOP,CARMICHAEL,Sacramento,,5900 FAIR OAKS BLVD,Food Service,ABC License Data
MR. CRAB SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License Data
MR. LIQUOR,CITRUS HEIGHTS,Sacramento,,7807 MADISON AVE,Food Service,ABC License Data
MR. TEQUILA SPORTS BAR AND GRILL,RANCHO CORDOVA,Sacramento,,12401 FOLSOM BLVD,Bar,ABC License Data
MUIR WAY MARKET,SACRAMENTO,Sacramento,,2736 MUIR WAY,Food Service,ABC License Data
MURIETA CAFE,RANCHO MURIETA,Sacramento,,7200 LONE PINE DR,Restaurant,ABC License Data
MVP SPORTS GRILL,SACRAMENTO,Sacramento,,2110 L ST,Food Service,ABC License Data
MYSTIQUE DINING,FOLSOM,Sacramento,,611 SUTTER ST,Food Service,ABC License Data
N'JOY CHINESE CAFE,ELK GROVE,Sacramento,,7520 ELK GROVE BLVD,Restaurant,ABC License Data
N.Y. CITY PIZZA,CITRUS HEIGHTS,Sacramento,,6240 GREENBACK LN,Food Service,ABC License Data
NAGATO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,2820 MARCONI AVENUE,Restaurant,ABC License Data
NARA SUSHI,FOLSOM,Sacramento,,1125 RILEY ST,Food Service,ABC License Data
NARUMI SUSHI,RANCHO CORDOVA,Sacramento,,12251 FOLSOM BLVD,Food Service,ABC License Data
NATHAN'S CHINESE CUISINE,ELK GROVE,Sacramento,,9105 BRUCEVILLE RD,Food Service,ABC License Data
