Business Name,City,County,Phone,Address,Business Type,Source
CREPES & BURGER,FAIR OAKS,Sacramento,,6720 MADISON AVE,Food Service,ABC License Data
CREPES AND BURGERS,CITRUS HEIGHTS,Sacramento,,8000 AUBURN BLVD,Food Service,ABC License Data
CREST THEATER EMPRESS TAVERN,SACRAMENTO,Sacramento,,1013 K ST,Bar,ABC License Data
CUATRO AMIGOS MEXICAN GRILL,SACRAMENTO,Sacramento,,2610 GATEWAY OAKS DR,Mexican Restaurant,ABC License Data
CURRY CLUB,FOLSOM,Sacramento,,196 BLUE RAVINE RD,Food Service,ABC License Data
CURRY PIZZA HOUSE,ELK GROVE,Sacramento,,5640 WHITELOCK PKWY,Food Service,ABC License Data
CURRY PIZZA HOUSE,FOLSOM,Sacramento,,1010 RILEY ST,Food Service,ABC License Data
CURRYPIZZAHOUSE,SACRAMENTO,Sacramento,,4261 TRUXEL RD,Food Service,ABC License Data
CURTIS PARK MARKET,SACRAMENTO,Sacramento,,2703 24TH ST,Food Service,ABC License Data
CUTLERS FAMILY LIQUOR,ELK GROVE,Sacramento,,8681 ELK CREEK COURT,Food Service,ABC License Data
CVS PHARMACY STORE 1825,ELK GROVE,Sacramento,,5040 LAGUNA BLVD,Food Service,ABC License Data
CVS PHARMACY STORE 2290,SACRAMENTO,Sacramento,,1587 W EL CAMINO AVE,Food Service,ABC License Data
CVS PHARMACY STORE 3022,GALT,Sacramento,,1063 C ST,Food Service,ABC License Data
CVS PHARMACY STORE 3066,SACRAMENTO,Sacramento,,8351 ELK GROVE FLORIN RD,Food Service,ABC License Data
CVS PHARMACY STORE 3943,SACRAMENTO,Sacramento,,5039 FOLSOM BLVD,Food Service,ABC License Data
CVS PHARMACY STORE 3950,FOLSOM,Sacramento,,2790 E BIDWELL ST,Food Service,ABC License Data
CVS PHARMACY STORE 4151,SACRAMENTO,Sacramento,,2050 CLUB CENTER DR,Food Service,ABC License Data
CVS PHARMACY STORE 5225,SACRAMENTO,Sacramento,,2636 MARCONI AVE,Food Service,ABC License Data
CVS PHARMACY STORE 9132,ELK GROVE,Sacramento,,9285 ELK GROVE BLVD,Food Service,ABC License Data
CVS PHARMACY STORE 9199,FAIR OAKS,Sacramento,,5420 DEWEY DR,Food Service,ABC License Data
CVS PHARMACY STORE 9809,CARMICHAEL,Sacramento,,4959 MARCONI AVE,Food Service,ABC License Data
CVS PHARMACY STORE 9923,FOLSOM,Sacramento,,1005 E BIDWELL ST,Food Service,ABC License Data
CVS PHARMACY STORE 9972,SACRAMENTO,Sacramento,,7465 RUSH RIVER DR,Food Service,ABC License Data
CVS PHARMACY STORE 9980,FOLSOM,Sacramento,,9479 MADISON AVE,Food Service,ABC License Data
DADS KITCHEN,FAIR OAKS,Sacramento,,8928 SUNSET AVE,Food Service,ABC License Data
DADS SANDWICHES,SACRAMENTO,Sacramento,,1310 S ST,Food Service,ABC License Data
DAIKON KOREAN BBQ,SACRAMENTO,Sacramento,,3636 N FREEWAY BLVD,Food Service,ABC License Data
DANTE CLUB OF SACRAMENTO,SACRAMENTO,Sacramento,,2330 FAIR OAKS BLVD,Food Service,ABC License Data
DAT THANH RESTAURANT,SACRAMENTO,Sacramento,,5035 FRUITRIDGE RD,Restaurant,ABC License Data
DAWES WINE & SPIRITS,RANCHO CORDOVA,Sacramento,,2724 DAWES ST,Food Service,ABC License Data
DEJACKS COUNTRY STORE,ISLETON,Sacramento,,107 2ND ST,Food Service,ABC License Data
DEL PASO COUNTRY CLUB,SACRAMENTO,Sacramento,,3333 MARCONI AVE,Food Service,ABC License Data
DEL VALLE SUPERMARKET,SACRAMENTO,Sacramento,,7870 FLORIN RD,Food Service,ABC License Data
DEL'S PIZZA,FAIR OAKS,Sacramento,,11711 FAIR OAKS BLVD,Food Service,ABC License Data
DELTA BAY CLUB,ISLETON,Sacramento,,922 W BRANNAN ISLAND RD,Food Service,ABC License Data
DELTA BREEZE WINERY,COURTLAND,Sacramento,,12749 RIVER RD,Food Service,ABC License Data
DELTA FARMERS MARKET,ISLETON,Sacramento,,2510 STATE HIGHWAY 12,Food Service,ABC License Data
DESI PIZZA & WINGS,CARMICHAEL,Sacramento,,9045 FAIR OAKS BLVD,Food Service,ABC License Data
DESI PIZZA BITES,FOLSOM,Sacramento,,299 IRON POINT RD,Food Service,ABC License Data
DILLARD STORE,WILTON,Sacramento,,9797 DILLARD RD,Food Service,ABC License Data
DISCOUNT LIQUOR,SACRAMENTO,Sacramento,,5225 ELKHORN BLVD,Food Service,ABC License Data
DISCOUNT LIQUOR & CIGARETTE,RIO VISTA,Sacramento,,610 HWY 12,Food Service,ABC License Data
DISCOUNT LIQUOR & CIGARETTES,SACRAMENTO,Sacramento,,4631 FREEPORT BLVD,Food Service,ABC License Data
DISCOUNT LIQUOR MINI MARKET,CITRUS HEIGHTS,Sacramento,,7339 GREENBACK LN,Food Service,ABC License Data
DISCOUNT LIQUORS & FOOD,SACRAMENTO,Sacramento,,7725 STOCKTON BLVD,Food Service,ABC License Data
DIVE BAR,SACRAMENTO,Sacramento,,1016 K ST,Bar,ABC License Data
DIVIDED SKY TAVERN,FAIR OAKS,Sacramento,,4894 SAN JUAN AVE,Bar,ABC License Data
DIVINA COLOMBIAN CAFE & LATIN AMERICAN RESTAURANT,SACRAMENTO,Sacramento,,6201 FRANKLIN BLVD,Restaurant,ABC License Data
DOCO MARKET,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Food Service,ABC License Data
DOLLAR TREE STORE 1201,NORTH HIGHLANDS,Sacramento,,3661 ELKHORN BLVD,Food Service,ABC License Data
DOLLAR TREE STORE 1213,ELK GROVE,Sacramento,,8696 ELK GROVE BLVD,Food Service,ABC License Data
DOLLAR TREE STORE 1229,SACRAMENTO,Sacramento,,7020 STOCKTON BLVD,Food Service,ABC License Data
DOLLAR TREE STORE 1268,FAIR OAKS,Sacramento,,8852 MADISON AVE,Food Service,ABC License Data
DOMA KOREAN RESTAURANT,SACRAMENTO,Sacramento,,9521 FOLSOM BLVD,Restaurant,ABC License Data
DON QUIXOTES MEXICAN GRILL,SACRAMENTO,Sacramento,,2648 WATT AVE,Mexican Restaurant,ABC License Data
DOS COYOTES BORDER CAFE,CITRUS HEIGHTS,Sacramento,,5450 SUNRISE BLVD,Restaurant,ABC License Data
DOS COYOTES BORDER CAFE,ELK GROVE,Sacramento,,8519 BOND RD,Restaurant,ABC License Data
DOS COYOTES BORDER CAFE,FOLSOM,Sacramento,,13385 FOLSOM BLVD,Restaurant,ABC License Data
DOS COYOTES BORDER CAFE,SACRAMENTO,Sacramento,,1735 ARDEN WAY,Restaurant,ABC License Data
DOS COYOTOES BORDER CAFE,FOLSOM,Sacramento,,13385 FOLSOM BLVD,Restaurant,ABC License Data
DOUBLE SHOT LIQUOR,CITRUS HEIGHTS,Sacramento,,6073 GREENBACK LN,Food Service,ABC License Data
DRY CREEK RANCH GOLF CLUB INC,GALT,Sacramento,,805 CRYSTAL WAY,Food Service,ABC License Data
DRY CREEK U SAVE LIQUOR,GALT,Sacramento,,630 C ST,Food Service,ABC License Data
DUMPLING KING ASIAN CUISINE,SACRAMENTO,Sacramento,,1118 16TH ST,Asian Restaurant,ABC License Data
DYNASTY KTV AND CAFE,SACRAMENTO,Sacramento,,6833 STOCKTON BLVD,Restaurant,ABC License Data
EAGLE GAS & LIQUOR,SACRAMENTO,Sacramento,,4646 EL CAMINO AVE,Food Service,ABC License Data
EAST PATIO MEXICANO INC,SACRAMENTO,Sacramento,,5100 FOLSOM BLVD,Mexican Restaurant,ABC License Data
EAT A PITA MEDITERRANEAN GRILL,RANCHO CORDOVA,Sacramento,,3101 ZINFANDEL DR,Food Service,ABC License Data
EBISU JAPANESE CUISINE & BAR,ELK GROVE,Sacramento,,2513 W TARON CT,Bar,ABC License Data
ECO LIQUOR & FOOD,RANCHO CORDOVA,Sacramento,,10599 FOLSOM BLVD,Food Service,ABC License Data
ECONOMY LIQUOR & FOOD,SACRAMENTO,Sacramento,,6685 STOCKTON BLVD,Food Service,ABC License Data
ED'S MARKET,SACRAMENTO,Sacramento,,2600 C ST,Food Service,ABC License Data
EDOKKO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,358 FLORIN RD,Restaurant,ABC License Data
EIGHTY OAKS WINERY,ELK GROVE,Sacramento,,8111 SLOUGHHOUSE RD,Food Service,ABC License Data
EL BALCON BAR TAQUERIA,FAIR OAKS,Sacramento,,11773 FAIR OAKS BLVD,Bar,ABC License Data
EL CAMINO MARKET,SACRAMENTO,Sacramento,,1010 EL CAMINO AVE,Food Service,ABC License Data
EL CAPITAN RESTAURANT,ISLETON,Sacramento,,15460 STATE HIGHWAY 160,Restaurant,ABC License Data
EL FORASTERO MEXICAN FOOD,SACRAMENTO,Sacramento,,850 EL CAMINO AVE,Mexican Restaurant,ABC License Data
EL FORASTERO MEXICAN FOOD #2,SACRAMENTO,Sacramento,,8949 FOLSOM BLVD,Mexican Restaurant,ABC License Data
EL GALLO RESTAURANT,RANCHO MURIETA,Sacramento,,7277 LONE PINE DR,Restaurant,ABC License Data
EL IZOTE RESTAURANT LLC,SACRAMENTO,Sacramento,,5650 POWER INN RD,Restaurant,ABC License Data
EL MESON DEL SOL MEXICAN GRILL,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Mexican Restaurant,ABC License Data
EL NOVILLERO RESTAURANT,SACRAMENTO,Sacramento,,4216 FRANKLIN BLVD,Restaurant,ABC License Data
EL PALMAR MEXICAN RESTAURANT,CARMICHAEL,Sacramento,,2452 MISSION AVE,Mexican Restaurant,ABC License Data
EL PUERTO RESTAURANT,RANCHO CORDOVA,Sacramento,,10851 FOLSOM BLVD,Restaurant,ABC License Data
EL PUESTO COCINA AND LOUNGE,SACRAMENTO,Sacramento,,7521 W STOCKTON BLVD,Bar,ABC License Data
EL RANCHO GRANDE MARKET & VIDEO,ISLETON,Sacramento,,24 MAIN ST,Food Service,ABC License Data
EL RINCON RESTAURANT,SACRAMENTO,Sacramento,,3030 T ST,Restaurant,ABC License Data
EL RONCO RESTAURANT INC,SACRAMENTO,Sacramento,,6666 STOCKTON BLVD,Restaurant,ABC License Data
EL SUPER TACO,SACRAMENTO,Sacramento,,6200 MACK RD,Mexican Restaurant,ABC License Data
EL TAPATIO MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3521 TRUXEL RD,Mexican Restaurant,ABC License Data
EL TITO KITCHEN,SACRAMENTO,Sacramento,,2330 ARDEN WAY,Food Service,ABC License Data
ELDER CREEK MARKET,SACRAMENTO,Sacramento,,7033 ELDER CREEK RD,Food Service,ABC License Data
ELIXIR BAR & GRILL,SACRAMENTO,Sacramento,,1815 10TH ST,Bar,ABC License Data
ELK GROVE DISCOUNT WINE & LIQUOR,ELK GROVE,Sacramento,,9358 ELK GROVE FLORIN RD,Food Service,ABC License Data
ELK GROVE GOLF STUDIO,ELK GROVE,Sacramento,,9105 LAGUNA MAIN ST,Food Service,ABC License Data
ELK GROVE SPORTS BAR,ELK GROVE,Sacramento,,9661 ELK GROVE FLORIN RD C,Bar,ABC License Data
ELLA DINING ROOM AND BAR,SACRAMENTO,Sacramento,,1131 K ST,Bar,ABC License Data
ELVERTA FOOD AND LIQUOR,ELVERTA,Sacramento,,8008 DUTCH HAVEN BLVD,Food Service,ABC License Data
ELVERTA MARKET,ELVERTA,Sacramento,,7835 RIO LINDA BLVD,Food Service,ABC License Data
EMBER KOREAN BBQ,ELK GROVE,Sacramento,,9163 E STOCKTON BLVD,Food Service,ABC License Data
EMERALD LAKES GOLF COURSE,ELK GROVE,Sacramento,,10651 E STOCKTON BLVD,Food Service,ABC License Data
EMPIRE FOOD AND LIQUOR,CITRUS HEIGHTS,Sacramento,,7340 GREENBACK LN,Food Service,ABC License Data
EMPIRE RANCH GOLF CLUB,FOLSOM,Sacramento,,1620 E NATOMA ST,Food Service,ABC License Data
ERICAS CAFE,CITRUS HEIGHTS,Sacramento,,7451 GREENBACK LN,Restaurant,ABC License Data
ERIK'S DELICAFE OF FOLSOM,FOLSOM,Sacramento,,411 BLUE RAVINE RD,Restaurant,ABC License Data
ERNESTOS MEXICAN FOOD,SACRAMENTO,Sacramento,,1901 16TH ST,Mexican Restaurant,ABC License Data
ERNIES LIQUOR,SACRAMENTO,Sacramento,,5735 HILLSDALE BLVD,Food Service,ABC License Data
ESCAPE LOUNGE,SACRAMENTO,Sacramento,,6850 AIRPORT BLVD,Bar,ABC License Data
ESMERALDA'S CAFE,SACRAMENTO,Sacramento,,5825 MADISON AVE,Restaurant,ABC License Data
ESTATE WINE AND SPIRITS,GOLD RIVER,Sacramento,,11344 COLOMA RD,Food Service,ABC License Data
EVER AFTER WINE,ELK GROVE,Sacramento,,9639 E STOCKTON BLVD,Food Service,ABC License Data
EXOTIC WINE CLUB,SACRAMENTO,Sacramento,,836 57TH ST  STE 120,Food Service,ABC License Data
EXPRESS FOOD & LIQUOR,FAIR OAKS,Sacramento,,5333 DEWEY DR,Food Service,ABC License Data
EXPRESS SUSHI & TERIYAKI,RANCHO CORDOVA,Sacramento,,10113 FOLSOM BLVD,Food Service,ABC License Data
EZ MART LIQUOR,CITRUS HEIGHTS,Sacramento,,7800 SUNRISE BLVD,Food Service,ABC License Data
FABULIST PIZZA,SACRAMENTO,Sacramento,,3269 FOLSOM BLVD,Food Service,ABC License Data
FAIR OAKS BREW PUB,FAIR OAKS,Sacramento,,7988 CALIFORNIA AVE,Food Service,ABC License Data
FAIR OAKS COFFEE HOUSE & DELI,FAIR OAKS,Sacramento,,10223 FAIR OAKS BLVD,Food Service,ABC License Data
FAIR OAKS LIQUOR BARN,CARMICHAEL,Sacramento,,7820 FAIR OAKS BLVD UNIT C,Bar,ABC License Data
FAIR OAKS MARKET,CARMICHAEL,Sacramento,,6306 FAIR OAKS BLVD,Food Service,ABC License Data
FAMILY MARKET,SACRAMENTO,Sacramento,,4310 73RD ST,Food Service,ABC License Data
FAMOUS BURGERS & BREW,RANCHO CORDOVA,Sacramento,,3101 ZINFANDEL DR,Food Service,ABC License Data
FAR EAST CAFE,SACRAMENTO,Sacramento,,5014 FREEPORT BLVD,Restaurant,ABC License Data
FARMER COUNTRY MARKET,CITRUS HEIGHTS,Sacramento,,7672 GREENBACK LN,Food Service,ABC License Data
FAST STOP FOOD STORE,SACRAMENTO,Sacramento,,750 46TH ST,Food Service,ABC License Data
FAT DUCKS PIZZA,SACRAMENTO,Sacramento,,7925 BRUCEVILLE RD,Food Service,ABC License Data
FAT LOU'S CAFE & TAQUERIA,WALNUT GROVE,Sacramento,,14147 RIVER RD,Restaurant,ABC License Data
FATS ASIA BISTRO & DIM SUM BAR,FOLSOM,Sacramento,,2585 IRON POINT RD,Bar,ABC License Data
FD247 MARKET INC,FOLSOM,Sacramento,,7620 FOLSOM AUBURN RD,Food Service,ABC License Data
FELICITA WINE COMPANY,ELK GROVE,Sacramento,,9504 HUTTON DR,Food Service,ABC License Data
FELICITA WINE COMPANY,SACRAMENTO,Sacramento,,1015 2ND ST,Food Service,ABC License Data
FELIPES MEXICAN RESTAURANT,CITRUS HEIGHTS,Sacramento,,7959 AUBURN BLVD,Mexican Restaurant,ABC License Data
FIELD HOUSE AMERICAN SPORTS PUB  THE,SACRAMENTO,Sacramento,,1833 FULTON AVE,Food Service,ABC License Data
FINNEGANS PUB,SACRAMENTO,Sacramento,,1030 2ND ST,Food Service,ABC License Data
FIRE WINGS,ANTELOPE,Sacramento,,4400 ELVERTA RD,Food Service,ABC License Data
FIRE WINGS,FAIR OAKS,Sacramento,,5350 SUNRISE BLVD,Food Service,ABC License Data
FIRE WINGS,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License Data
FIRE WINGS HOWE,SACRAMENTO,Sacramento,,1229 HOWE AVE,Food Service,ABC License Data
FIREFLY LOUNGE,SACRAMENTO,Sacramento,,1443 FULTON AVE,Bar,ABC License Data
FISH & THINGS POKE BAR,ELK GROVE,Sacramento,,7423 LAGUNA BLVD,Bar,ABC License Data
FIVE STAR LIQUOR,FOLSOM,Sacramento,,332 E BIDWELL ST,Food Service,ABC License Data
FLAME CLUB,SACRAMENTO,Sacramento,,2130 16TH ST,Food Service,ABC License Data
FLAMING GRILL,SACRAMENTO,Sacramento,,2380 WATT AVE,Food Service,ABC License Data
FLAMINGO LOUNGE  THE,RIO VISTA,Sacramento,,110 MAIN ST,Bar,ABC License Data
FLATLAND WINE COMPANY,ELK GROVE,Sacramento,,9654 BRADSHAW RD,Food Service,ABC License Data
FLATSTICK PUB,SACRAMENTO,Sacramento,,630 K ST,Food Service,ABC License Data
FLOREZ BAR & GRILL,SACRAMENTO,Sacramento,,5900 S LAND PARK DR,Bar,ABC License Data
FOLSOM DAM BAR,FOLSOM,Sacramento,,97 NATOMA ST A,Bar,ABC License Data
FOLSOM SUTTER CLUB,FOLSOM,Sacramento,,720 SUTTER ST,Food Service,ABC License Data
FOLSOM TAP HOUSE SPORTS BAR,FOLSOM,Sacramento,,25005 BLUE RAVINE RD,Bar,ABC License Data
FOLSOM THAI CUISINE,FOLSOM,Sacramento,,2371 IRON POINT RD,Asian Restaurant,ABC License Data
FOLSOM WINE & SPIRITS,FOLSOM,Sacramento,,6606 FOLSOM AUBURN RD,Food Service,ABC License Data
FORTUNE HOUSE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License Data
FOUR BEARS WINERY,SACRAMENTO,Sacramento,,2277 FAIR OAKS BLVD,Food Service,ABC License Data
FOUR OAKS MARKET,SACRAMENTO,Sacramento,,2140 GRAND AVE,Food Service,ABC License Data
FOX & GOOSE PUBLIC HOUSE,SACRAMENTO,Sacramento,,1001 R ST,Food Service,ABC License Data
FRANK FATS RESTAURANT,SACRAMENTO,Sacramento,,806 L ST,Restaurant,ABC License Data
FRANKIE'S PIZZA,SACRAMENTO,Sacramento,,200 K ST,Food Service,ABC License Data
FRANZESE WINE,RANCHO CORDOVA,Sacramento,,11346 SUNCO DR,Food Service,ABC License Data
FREEPORT BAR & GRILL,SACRAMENTO,Sacramento,,8259 FREEPORT BLVD,Bar,ABC License Data
FREEPORT MARKET,SACRAMENTO,Sacramento,,8101 FREEPORT BLVD,Food Service,ABC License Data
FREEPORT WINE COUNTRY INN,SACRAMENTO,Sacramento,,8201 FREEPORT BLVD,Food Service,ABC License Data
FREMONT MARKET,SACRAMENTO,Sacramento,,2330 N ST,Food Service,ABC License Data
FUJI SUSHI BUFFET LLC,ELK GROVE,Sacramento,,8473 ELK GROVE BLVD,Food Service,ABC License Data
FUJIYA JAPANESE RESTAURANT,ELK GROVE,Sacramento,,9328 ELK GROVE BLVD,Restaurant,ABC License Data
FULL STOP MARKET,RANCHO CORDOVA,Sacramento,,10069 FOLSOM BLVD,Food Service,ABC License Data
FULTON PHO,SACRAMENTO,Sacramento,,3100 FULTON AVE,Food Service,ABC License Data
G&G FOOD & LIQUOR STORE,FAIR OAKS,Sacramento,,9634 FAIR OAKS BLVD,Food Service,ABC License Data
GALT MINI MART LIQUOR,GALT,Sacramento,,640 CAROL DR,Food Service,ABC License Data
GAMI BURGER,CARMICHAEL,Sacramento,,5050 ARDEN WAY,Food Service,ABC License Data
GAMIBURGER,SACRAMENTO,Sacramento,,2301 K ST,Food Service,ABC License Data
GEN KOREAN BBQ HOUSE,SACRAMENTO,Sacramento,,1689 ARDEN WAY,Food Service,ABC License Data
GENERAL STORE AND DELI,SACRAMENTO,Sacramento,,500 CAPITOL MALL,Food Service,ABC License Data
GENKI KITCHEN,SACRAMENTO,Sacramento,,855 57TH ST,Food Service,ABC License Data
GILL BRO'S MARKET,SACRAMENTO,Sacramento,,5219 ELKHORN BLVD,Food Service,ABC License Data
GINZA EG JAPANESE CUISINE,ELK GROVE,Sacramento,,9624 BRUCEVILLE RD,Food Service,ABC License Data
GINZA SUSHI & GRILLE,RIO LINDA,Sacramento,,440 ELKHORN BLVD,Food Service,ABC License Data
GIOS CAFE & BREW,SACRAMENTO,Sacramento,,7850 STOCKTON BLVD,Restaurant,ABC License Data
GIOVANNIS PIZZARIA,SACRAMENTO,Sacramento,,5924 S LAND PARK DR,Food Service,ABC License Data
GK DISCOUNT LIQUOR,SACRAMENTO,Sacramento,,8484 FLORIN RD,Food Service,ABC License Data
GO 4 PIZZA,RANCHO CORDOVA,Sacramento,,4036 SUNRISE BLVD,Food Service,ABC License Data
GO 4 PIZZA,RANCHO MURIETA,Sacramento,,7195 MURIETA DR,Food Service,ABC License Data
GOEMANS BAR,SACRAMENTO,Sacramento,,7123 FRANKLIN BLVD,Bar,ABC License Data
GOGI KOREAN BBQ & HOT POT,ELK GROVE,Sacramento,,9660 BRUCEVILLE RD,Food Service,ABC License Data
GOLD MINER CAFE,FOLSOM,Sacramento,,426 E BIDWELL,Restaurant,ABC License Data
GOLD STAR SUPERMARKET,SACRAMENTO,Sacramento,,5815 STOCKTON BLVD,Food Service,ABC License Data
GOLDEN BOWLS MONGOLIAN BAR B Q,SACRAMENTO,Sacramento,,9529 FOLSOM BLVD,Bar,ABC License Data
GOLDEN DRAGON RESTAURANT,ELK GROVE,Sacramento,,8470 ELK GROVE BLVD,Restaurant,ABC License Data
GOLDEN DRAGON RESTAURANT,SACRAMENTO,Sacramento,,2800 BROADWAY UT 1,Restaurant,ABC License Data
GOLDEN OAKS MARKET,SACRAMENTO,Sacramento,,3560 DEL PASO BLVD,Food Service,ABC License Data
GOOD FRIENDS RESTAURANT,SACRAMENTO,Sacramento,,2600 GATEWAY OAKS DR,Restaurant,ABC License Data
GRAND HOTPOT LOUNGE,SACRAMENTO,Sacramento,,2346 FLORIN RD,Bar,ABC License Data
GRANITE'S SUBS & WINGS,CARMICHAEL,Sacramento,,5847 MANZANITA AVE UNIT A,Food Service,ABC License Data
GRANLEES BAR & GRILL  THE GATE,RANCHO MURIETA,Sacramento,,7337 MURIETA DR,Bar,ABC License Data
GRINDSTONE WINES @ NATOMAS CFM,SACRAMENTO,Sacramento,,2501 NEW MARKET DR,Food Service,ABC License Data
GRUB THAI,SACRAMENTO,Sacramento,,524 12TH ST,Asian Restaurant,ABC License Data
GURU FARMS MARKET,SACRAMENTO,Sacramento,,523 BROADWAY,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3069,FAIR OAKS,Sacramento,,5361 SUNRISE BLVD,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3071,FOLSOM,Sacramento,,9881 GREENBACK LN,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3074,CARMICHAEL,Sacramento,,5049 MARCONI AVE,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3075,SACRAMENTO,Sacramento,,4231 ARDEN WAY,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3077,SACRAMENTO,Sacramento,,3300 BRADSHAW RD,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3079,ELK GROVE,Sacramento,,8501 BOND RD,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE#3072,FOLSOM,Sacramento,,1020 RILEY ST,Food Service,ABC License Data
H&S ENERGY PRODUCTS LLC STORE #3068,ANTELOPE,Sacramento,,7966 WALERGA RD,Food Service,ABC License Data
H&S ENERGY PRODUCTS LLC STORE #3070,FAIR OAKS,Sacramento,,8900 MADISON AVE,Food Service,ABC License Data
H&S ENERGY PRODUSCTS  LLC STORE #3076,RANCHO CORDOVA,Sacramento,,9680 BUSINESS PARK DR,Food Service,ABC License Data
H&SENERGY PRODUCTS  LLC STORE #3078,SACRAMENTO,Sacramento,,9700 JACKSON RD,Food Service,ABC License Data
HAGGIN OAKS GOLF COMPLEX,SACRAMENTO,Sacramento,,3645 FULTON AVE,Food Service,ABC License Data
HANA TSUBAKI RESTAURANT,SACRAMENTO,Sacramento,,5006 J ST,Restaurant,ABC License Data
HANFORD RANCH WINERY,GALT,Sacramento,,13200 LOLL RD,Food Service,ABC License Data
HANOI PHO,ELK GROVE,Sacramento,,9341 BIG HORN BLVD,Food Service,ABC License Data
HAPPY BAR,SACRAMENTO,Sacramento,,5236 BRADSHAW RD,Bar,ABC License Data
HAPPY GARDEN CHINESE RESTAURANT,ELK GROVE,Sacramento,,9081 ELK GROVE BLVD,Restaurant,ABC License Data
HAPPY SUSHI STAR,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Food Service,ABC License Data
HARLOW WINES,SACRAMENTO,Sacramento,,8160 14TH AVE,Food Service,ABC License Data
HARRY'S LOUNGE,SACRAMENTO,Sacramento,,4557 AUBURN BLVD,Bar,ABC License Data
HARRYS LIQUOR & FOOD,RANCHO CORDOVA,Sacramento,,10847 FOLSOM BLVD,Food Service,ABC License Data
HARUMI SUSHI & HIBACHI,SACRAMENTO,Sacramento,,3541 TRUXEL RD,Food Service,ABC License Data
HASSAN & SONS  INC STORE #1004,ELK GROVE,Sacramento,,9198 ELK GROVE FLORIN RD,Food Service,ABC License Data
HASSAN & SONS  INC. STORE #1003,ELK GROVE,Sacramento,,2323 LAGUNA BLVD,Food Service,ABC License Data
HASSAN & SONS  INC. STORE #1005,FOLSOM,Sacramento,,1024 E BIDWELL ST,Food Service,ABC License Data
HASU TERIYAKI & SUSHI,FOLSOM,Sacramento,,25075 BLUE RAVINE RD,Food Service,ABC License Data
HAYA SUSHI,CITRUS HEIGHTS,Sacramento,,7086 AUBURN BLVD,Food Service,ABC License Data
HAZEL RIDGE LIQUOR,FAIR OAKS,Sacramento,,4313 HAZEL AVE,Food Service,ABC License Data
HELEJE WINE CO,ELK GROVE,Sacramento,,9654 BRADSHAW RD,Food Service,ABC License Data
HENRYS LOUNGE,SACRAMENTO,Sacramento,,2019 O ST,Bar,ABC License Data
HERALD STORE,HERALD,Sacramento,,12409 HERALD RD,Food Service,ABC License Data
HERINGER ESTATES @ CERTIFIED FARMER'S MARKET OF SA,SACRAMENTO,Sacramento,,8TH & W ST STATE PRK LOT,Food Service,ABC License Data
HERINGER ESTATES WINERY  LLC,SACRAMENTO,Sacramento,,8981 DISTRICT CT,Food Service,ABC License Data
HERINGER ESTATES WINERY @HISTORIC FOLSOM FM,FOLSOM,Sacramento,,915 SUTTER ST,Food Service,ABC License Data
HERMANOS JALISCO GRILL,FOLSOM,Sacramento,,1880 PRAIRIE CITY RD,Food Service,ABC License Data
HHS AM PM MINI MART,SACRAMENTO,Sacramento,,3800 47TH AVE,Food Service,ABC License Data
HI & BUY LIQUOR,SACRAMENTO,Sacramento,,5301 FRUITRIDGE RD,Food Service,ABC License Data
HI & BUY MARKET,SACRAMENTO,Sacramento,,7591 24TH ST,Food Service,ABC License Data
HIBACHI SUSHI BUFFET,CITRUS HEIGHTS,Sacramento,,5623 SUNRISE BLVD,Food Service,ABC License Data
HIGHLAND CHINESE RESTAURANT,SACRAMENTO,Sacramento,,4347 ELKHORN BLVD,Restaurant,ABC License Data
HIGHLANDS MARKET,NORTH HIGHLANDS,Sacramento,,3667 ELKHORN BLVD,Food Service,ABC License Data
HILLTOP TAVERN THE,SACRAMENTO,Sacramento,,4757 FOLSOM BLVD,Bar,ABC License Data
HISUI SUSHI,FOLSOM,Sacramento,,25004 BLUE RAVINE RD,Food Service,ABC License Data
HOKKAIDO SUSHI,FOLSOM,Sacramento,,199 BLUE RAVINE RD,Food Service,ABC License Data
HOLIDAY VILLA RESTAURANT,SACRAMENTO,Sacramento,,7007 S LAND PARK DR,Restaurant,ABC License Data
HOMEROS MEXICAN FOOD,SACRAMENTO,Sacramento,,7465 RUSH RIVER DR,Mexican Restaurant,ABC License Data
HONG KONG SEAFOOD RESTAURANT,RIO VISTA,Sacramento,,217 MAIN ST,Restaurant,ABC License Data
