Business Name,City,County,Phone,Address,Business Type,Source,Notes
FOLIO WINE PARTNERS,SAINT HELENA,Napa,,3125 ST HELENA HWY N,Food Service,ABC License,Independent
FORTUNATE SON WINES  LLC,SAINT HELENA,Napa,,825 FULTON LN,Food Service,ABC License,Independent
FREEMARK ABBEY WINERY,SAINT HELENA,Napa,,3022 ST HELENA HWY N,Food Service,ABC License,Independent
G WINE LLC,SAINT HELENA,Napa,,1849 PINE ST,Food Service,ABC License,Independent
GADERIAN WINES,SAINT HELENA,Napa,,3242 SILVERADO TRL N,Food Service,ABC License,Independent
GALLICA WINES,SAINT HELENA,Napa,,2300 VALLEJO ST,Food Service,ABC License,Independent
GILLWOODS CAFE,SAINT HELENA,Napa,,1313 MAIN ST,Restaurant,ABC License,Independent
GLORIOUS REVOLUTION WINE,SAINT HELENA,Napa,,3730 SILVERADO TRL N,Food Service,ABC License,Independent
GREER WINE,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
GROUNDED WINE PROJECT,SAINT HELENA,Napa,,1400 OAK AVE,Food Service,ABC License,Independent
HALL WINERY,SAINT HELENA,Napa,,401 ST HELENA HWY S,Food Service,ABC License,Independent
HALL WINES,SAINT HELENA,Napa,,401 ST HELENA HWY S,Food Service,ABC License,Independent
HALL WINES LLC,SAINT HELENA,Napa,,60 AUBERGE RD,Food Service,ABC License,Independent
HARLAN ESTATE WINERY,SAINT HELENA,Napa,,1022 MAIN ST B,Food Service,ABC License,Independent
HAYFORK WINE COMPANY LLC,SAINT HELENA,Napa,,2820 SAINT HELENA HWY N,Food Service,ABC License,Independent
HAYFORK WINES,SAINT HELENA,Napa,,1282 VIDOVICH AVE,Food Service,ABC License,Independent
HEITZ WINE CELLARS,SAINT HELENA,Napa,,436 ST HELENA HWY S,Food Service,ABC License,Independent
HESPERIAN WINES,SAINT HELENA,Napa,,4105 CHILES POPE VALLEY RD,Food Service,ABC License,Independent
HIMALAYAN SHERPA KITCHEN,SAINT HELENA,Napa,,1148 MAIN ST,Food Service,ABC License,Independent
HINDSIGHT WINES,SAINT HELENA,Napa,,3524 SILVERADO TRL N,Food Service,ABC License,Independent
HOBEL WINES,SAINT HELENA,Napa,,3730 SILVERADO TRL,Food Service,ABC License,Independent
HOTEL ST HELENA WINE BAR & GARDEN,SAINT HELENA,Napa,,1309 MAIN ST,Bar,ABC License,Independent
HOURGLASS WINE COMPANY,SAINT HELENA,Napa,,1104 ADAMS ST,Food Service,ABC License,Independent
HUNEEUS WINES LLC,SAINT HELENA,Napa,,1224 ADAMS ST,Food Service,ABC License,Independent
HUNNICUTT WINE COMPANY,SAINT HELENA,Napa,,3524 SILVERADO TRL N,Food Service,ABC License,Independent
IAN MCCAFFREY WINES,SAINT HELENA,Napa,,550 STANTON DR,Food Service,ABC License,Independent
J3 WINE PARTNERS,SAINT HELENA,Napa,,105 ZINFANDEL LN,Food Service,ABC License,Independent
JDB WINES,SAINT HELENA,Napa,,991 MEE LN,Food Service,ABC License,Independent
JEAN CLAUDE BOISSET WINES USA,SAINT HELENA,Napa,,849 ZINFANDEL LN,Food Service,ABC License,Independent
JENNAMARISE WINES,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
JRL WINES LLC,SAINT HELENA,Napa,,1250 VINELAND AVE,Food Service,ABC License,Independent
LA PELLE WINES,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
LA PRIMA PIZZA,SAINT HELENA,Napa,,1010 ADAMS ST,Food Service,ABC License,Independent
LABRY FAMILY WINES,SAINT HELENA,Napa,,2929 ST HELENA HWY N,Food Service,ABC License,Independent
LADERA WINERY,SAINT HELENA,Napa,,3125 ST HELENA HWY N,Food Service,ABC License,Independent
LAWRENCE WINE ESTATES LLC,SAINT HELENA,Napa,,8649 SILVERADO TRL,Food Service,ABC License,Independent
LEVIATHAN WINE COMPANY,SAINT HELENA,Napa,,105 ZINFANDEL LN,Food Service,ABC License,Independent
LEWELLING WINE CO.,SAINT HELENA,Napa,,2820 SAINT HELENA HWY N,Food Service,ABC License,Independent
LOKOYA WINERY,SAINT HELENA,Napa,,3787 SPRING MOUNTAIN RD,Food Service,ABC License,Independent
LOLA WINES,SAINT HELENA,Napa,,700 DOWDELL LN,Food Service,ABC License,Independent
LONG MEADOW RANCH WINERY,SAINT HELENA,Napa,,1775 WHITEHALL LN,Food Service,ABC License,Independent
LORENZA WINE CO.  LLC,SAINT HELENA,Napa,,1104 ADAMS ST,Food Service,ABC License,Independent
LOUIS M. MARTINI WINERY,SAINT HELENA,Napa,,254 ST HELENA HWY SOUTH,Food Service,ABC License,Independent
MACAULEY WINE CORPORATION,SAINT HELENA,Napa,,1309 MAIN ST,Food Service,ABC License,Independent
MATTHEW WALLACE WINES,SAINT HELENA,Napa,,2371 POPE CANYON RD,Food Service,ABC License,Independent
MAXVILLE LAKE WINERY,SAINT HELENA,Napa,,4105 CHILES POPE VALLEY RD,Food Service,ABC License,Independent
MAXVILLE WINERY,SAINT HELENA,Napa,,4105 CHILES POPE VALLEY RD,Food Service,ABC License,Independent
MDC WINES,SAINT HELENA,Napa,,430 LAFATA ST,Food Service,ABC License,Independent
MELKA WINES,SAINT HELENA,Napa,,2929 HWY 29 NORTH,Food Service,ABC License,Independent
MEXICAN AMERICAN VINTNERS ASSOCIATION (MAVA),SAINT HELENA,Napa,,1360 RAILROAD AVE,Mexican Restaurant,ABC License,Independent
MIRA WINERY,SAINT HELENA,Napa,,3730 SILVERADO TRL N,Food Service,ABC License,Independent
MIYAKMA WINERY LLC,SAINT HELENA,Napa,,3300 WHITE SULPHUR SPRINGS RD,Food Service,ABC License,Independent
MOJAVE WINES,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
MONTAGU WINES,SAINT HELENA,Napa,,3125 ST HELENA HWY N,Food Service,ABC License,Independent
MOONE TSAI WINES,SAINT HELENA,Napa,,3125 ST HELENA HWY N,Food Service,ABC License,Independent
MTGA WINES,SAINT HELENA,Napa,,680 ROSSI RD,Food Service,ABC License,Independent
MURMUR WINE CO,SAINT HELENA,Napa,,1918 SPRING ST,Food Service,ABC License,Independent
NAPA DE ORO WINERY,SAINT HELENA,Napa,,1015 BIG TREE RD,Food Service,ABC License,Independent
NAPA VALLEY COLLEGE TEACHING WINERY,SAINT HELENA,Napa,,1088 COLLEGE AVE,Food Service,ABC License,Independent
NAPA VALLEY WINE WAREHOUSE,SAINT HELENA,Napa,,420 LA FATA ST,Food Service,ABC License,Independent
NAPA VINELAND WINERY LLC,SAINT HELENA,Napa,,2233 SULPHUR SPRINGS RD,Food Service,ABC License,Independent
NAVIGATOR WINE COLLECTION LLC,SAINT HELENA,Napa,,849 ZINFANDEL LN,Food Service,ABC License,Independent
NAVONE FAMILY WINES,SAINT HELENA,Napa,,789 FULTON LN,Food Service,ABC License,Independent
NEOTEMPO WINES,SAINT HELENA,Napa,,1461 RAILROAD AVE,Food Service,ABC License,Independent
NICHELINI WINERY,SAINT HELENA,Napa,,2950 SAGE CANYON RD,Food Service,ABC License,Independent
NID TISSE WINES,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
NIGHT WINES COLLECTION,SAINT HELENA,Napa,,1548 VOORHEES CIR,Food Service,ABC License,Independent
NISI WINES,SAINT HELENA,Napa,,1832 PINE ST,Food Service,ABC License,Independent
NOVA WINES INC,SAINT HELENA,Napa,,953 GALLERON RD,Food Service,ABC License,Independent
OAKHAM ESTATE WINERY,SAINT HELENA,Napa,,360 ZINFANDEL LN,Food Service,ABC License,Independent
OFF ROUTE WINE COMPANY LLC,SAINT HELENA,Napa,,1443 SILVERADO TRL,Food Service,ABC License,Independent
OLET'TE WINE COMPANY,SAINT HELENA,Napa,,3450 SAGE CANYON RD,Food Service,ABC License,Independent
PALLADIAN ESTATE WINERY,SAINT HELENA,Napa,,690 MEADOWOOD LN,Food Service,ABC License,Independent
PARALLEL WINES,SAINT HELENA,Napa,,3125 ST HELENA HWY N,Food Service,ABC License,Independent
PHIFER PAVITT WINES,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
PIER 71 WINES,SAINT HELENA,Napa,,1376 MAGNOLIA AVE,Food Service,ABC License,Independent
POGGI WINES  LLC,SAINT HELENA,Napa,,1010 BIG TREE RD,Food Service,ABC License,Independent
PORCELINA WINES,SAINT HELENA,Napa,,995 VINTAGE AVE,Food Service,ABC License,Independent
POTT WINE,SAINT HELENA,Napa,,1849 PINE ST,Food Service,ABC License,Independent
PRAGER WINERY & PORT WORKS INC,SAINT HELENA,Napa,,1281 LEWELLING LN,Food Service,ABC License,Independent
PRESS RESTAURANT,SAINT HELENA,Napa,,587 S ST HELENA HWY,Restaurant,ABC License,Independent
PROMISE WINE,SAINT HELENA,Napa,,2004 SAGE CANYON RD,Food Service,ABC License,Independent
PROMISE WINES,SAINT HELENA,Napa,,3524 SILVERADO TRL N,Food Service,ABC License,Independent
PROPOSAL WINE,SAINT HELENA,Napa,,1269 VICTORIA DR,Food Service,ABC License,Independent
RANCH WINERY THE,SAINT HELENA,Napa,,105 ZINFANDEL LN,Food Service,ABC License,Independent
RAY RAY'S TACO,SAINT HELENA,Napa,,1304 MAIN ST,Mexican Restaurant,ABC License,Independent
RECKLESS WINE COMPANY LLC,SAINT HELENA,Napa,,584 MAIN ST,Food Service,ABC License,Independent
RED TAIL HAWK WINERY,SAINT HELENA,Napa,,1155 MEE LN,Food Service,ABC License,Independent
RELIC WINE CELLARS,SAINT HELENA,Napa,,200 NEMO CT,Food Service,ABC License,Independent
RELIC WINES,SAINT HELENA,Napa,,200 NEMO CT,Food Service,ABC License,Independent
REVANA WINERY,SAINT HELENA,Napa,,2930 ST HELENA HWY NORTH,Food Service,ABC License,Independent
ROB LAWSON WINES,SAINT HELENA,Napa,,211 KNOLL PL,Food Service,ABC License,Independent
ROBERT KEENAN WINERY,SAINT HELENA,Napa,,3660 SPRING MOUNTAIN RD,Food Service,ABC License,Independent
ROUND POND WINES,SAINT HELENA,Napa,,3730 SILVERADO TRL N,Food Service,ABC License,Independent
ROY PIPER WINES,SAINT HELENA,Napa,,1370 RAILROAD AVE,Food Service,ABC License,Independent
RUSTRIDGE WINERY,SAINT HELENA,Napa,,2910 LOWER CHILES VALLEY RD,Food Service,ABC License,Independent
RUTHERFORD WINE COMPANY,SAINT HELENA,Napa,,1680 SILVERADO TRAIL,Food Service,ABC License,Independent
SALVESTRIN WINE COMPANY,SAINT HELENA,Napa,,397 MAIN ST,Food Service,ABC License,Independent
SAMS GENERAL STORE,SAINT HELENA,Napa,,1400 OAK AVE,Food Service,ABC License,Independent
SCALE WINE GROUP,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
SCRATCH GOLF WINE CO LLC,SAINT HELENA,Napa,,771 SAGE CANYON RD,Food Service,ABC License,Independent
SCULATTI WINE,SAINT HELENA,Napa,,588 ZINFANDEL LN,Food Service,ABC License,Independent
SEPIA WINES  LLC,SAINT HELENA,Napa,,505 SANITARIUM RD,Food Service,ABC License,Independent
SEVEN STONES WINERY,SAINT HELENA,Napa,,840 MEADOWOOD LN,Food Service,ABC License,Independent
SILVER TRIDENT WINES,SAINT HELENA,Napa,,845 WHITE LN,Food Service,ABC License,Independent
SJOEBLOM WINERY,SAINT HELENA,Napa,,264 CRYSTAL SPRINGS RD,Food Service,ABC License,Independent
SOMERSTON WINE CO.,SAINT HELENA,Napa,,3450 SAGE CANYON RD,Food Service,ABC License,Independent
SOMERSTON WINE COMPANY  LLC,SAINT HELENA,Napa,,3450 SAGE CANYON RD,Food Service,ABC License,Independent
SPOTTSWOODE WINERY,SAINT HELENA,Napa,,1902 MADRONA AVE,Food Service,ABC License,Independent
ST HELENA WINE CENTER,SAINT HELENA,Napa,,1321 MAIN ST,Food Service,ABC License,Independent
ST. HELENA WINERY,SAINT HELENA,Napa,,100 PRATT AVE,Food Service,ABC License,Independent
ST. ROMEDIUS WINE,SAINT HELENA,Napa,,1001 SILVERADO TRL S,Food Service,ABC License,Independent
STAGS LEAP WINE CELLARS,SAINT HELENA,Napa,,8711 SILVERADO TRL,Food Service,ABC License,Independent
STOVER OAKS VINEYARD & WINERY,SAINT HELENA,Napa,,401 S ST HELENA HWY,Food Service,ABC License,Independent
SUMMER DREAMS WINES,SAINT HELENA,Napa,,1345 RAILROAD AVE,Food Service,ABC License,Independent
SUMMIT LAKE VINEYARDS & WINERY @ SAINT HELENA CFM,SAINT HELENA,Napa,,360 S CRANE AVE,Food Service,ABC License,Independent
SUTTER HOME WINERY,SAINT HELENA,Napa,,100 S ST HELENA HWY,Food Service,ABC License,Independent
SUTTER HOME WINERY INC,SAINT HELENA,Napa,,105 ZINFANDEL LN,Food Service,ABC License,Independent
TATE WINES,SAINT HELENA,Napa,,1764 B SPRING ST,Food Service,ABC License,Independent
TERRA VALENTINE WINERY,SAINT HELENA,Napa,,4007 SPRING MOUNTAIN RD,Food Service,ABC License,Independent
TERROIR NAPA VALLEY WINES,SAINT HELENA,Napa,,617 CRYSTAL SPRINGS RD,Food Service,ABC License,Independent
TESSERACT WINES,SAINT HELENA,Napa,,3524 SILVERADO TRL N,Food Service,ABC License,Independent
THE CLUB YOUNTVILLE,SAINT HELENA,Napa,,3730 SILVERADO TRL N,Food Service,ABC License,Independent
THE ELEVATION WINE FUND,SAINT HELENA,Napa,,3291 ST HELENA HWY N,Food Service,ABC License,Independent
THOMPSON FAMILY WINES  LLC,SAINT HELENA,Napa,,1299 MAIN ST,Food Service,ABC License,Independent
TITAN WINE AND SPRIRTS,SAINT HELENA,Napa,,1336 OAK AVE,Food Service,ABC License,Independent
TOR KENWARD FAMILY WINES,SAINT HELENA,Napa,,588 ZINFANDEL LN,Food Service,ABC License,Independent
TRIFECTA WINES,SAINT HELENA,Napa,,1216 CHURCH ST,Food Service,ABC License,Independent
TUDAL WINERY,SAINT HELENA,Napa,,1015 BIG TREE RD,Food Service,ABC License,Independent
TUPUNGATO WINE COMPANY LLC,SAINT HELENA,Napa,,588 ZINFANDEL LN,Food Service,ABC License,Independent
TURLEY WINE CELLARS,SAINT HELENA,Napa,,3358 ST HELENA HWY,Food Service,ABC License,Independent
UPROOT WINES,SAINT HELENA,Napa,,395 S CRANE AVE,Food Service,ABC License,Independent
URBAN WINE BROKERS,SAINT HELENA,Napa,,24 CHRISTINE CT,Food Service,ABC License,Independent
V SATTUI WINERY,SAINT HELENA,Napa,,1111 WHITE LN,Food Service,ABC License,Independent
VAN DYK FAMILY WINES,SAINT HELENA,Napa,,1155 MEE LN,Food Service,ABC License,Independent
VERMEIL WINE GROUP,SAINT HELENA,Napa,,3730 SILVERADO TRL,Food Service,ABC License,Independent
VERMILION WINERY,SAINT HELENA,Napa,,430 LAFATA ST,Food Service,ABC License,Independent
VICE VERSA WINES,SAINT HELENA,Napa,,588 ZINFANDEL LN,Food Service,ABC License,Independent
VILLA HELENA WINERY,SAINT HELENA,Napa,,1455 INGLEWOOD AVE,Food Service,ABC License,Independent
WESTWOOD WINERY,SAINT HELENA,Napa,,3125 ST HELENA HWY N,Food Service,ABC License,Independent
WHITEHALL LANE WINERY,SAINT HELENA,Napa,,1563 ST HELENA HWY,Food Service,ABC License,Independent
WILLIAM HARRISON VINEYARDS & WINERY LLC,SAINT HELENA,Napa,,1443 SILVERADO TRL,Food Service,ABC License,Independent
WINE & BARREL CO.,SAINT HELENA,Napa,,430 LAFATA ST,Bar,ABC License,Independent
WINE SERVICE COOPERATIVE,SAINT HELENA,Napa,,1150 DOWDELL LN,Food Service,ABC License,Independent
YAO FAMILY WINES,SAINT HELENA,Napa,,105 ZINFANDEL LN,Food Service,ABC License,Independent
AMLES WINES  LLC,YOUNTVILLE,Napa,,6582 OAK LEAF CT,Food Service,ABC License,Independent
BARDESSONO HOTEL & SPA,YOUNTVILLE,Napa,,6526 YOUNT ST,Bar,ABC License,Independent
BELL WINE CELLARS,YOUNTVILLE,Napa,,6200 WASHINGTON ST,Food Service,ABC License,Independent
BOUCHON RESTAURANT,YOUNTVILLE,Napa,,6534 & 6528 WASHINGTON ST,Restaurant,ABC License,Independent
BRIX RESTAURANT,YOUNTVILLE,Napa,,7377 ST HELENA HWY,Restaurant,ABC License,Independent
CHRISTOPHER TYNAN WINES,YOUNTVILLE,Napa,,1473 YOUNTVILLE CROSS RD,Food Service,ABC License,Independent
COSENTINO WINERY,YOUNTVILLE,Napa,,7415 ST HELENA HWY,Food Service,ABC License,Independent
DE LOACH WINERY,YOUNTVILLE,Napa,,6505 WASHINGTON ST BLDG C,Food Service,ABC License,Independent
FEL WINES,YOUNTVILLE,Napa,,1473 YOUNTVILLE CROSS RD,Food Service,ABC License,Independent
HANDWRITTEN WINES,YOUNTVILLE,Napa,,6494 WASHINGTON ST,Food Service,ABC License,Independent
HONOR MARKET,YOUNTVILLE,Napa,,6795 WASHINGTON ST,Food Service,ABC License,Independent
HOPE & GRACE WINES,YOUNTVILLE,Napa,,6795 WASHINGTON ST,Food Service,ABC License,Independent
INTENTUS FINE WINES LLC,YOUNTVILLE,Napa,,7 STAGS VIEW LN,Food Service,ABC License,Independent
K. LAZ WINE COLLECTION,YOUNTVILLE,Napa,,6484 WASHINGTON ST STE C,Food Service,ABC License,Independent
KAPCSANDY FAMILY WINERY,YOUNTVILLE,Napa,,1001 STATE LN,Food Service,ABC License,Independent
KOBUS ESTATE WINES,YOUNTVILLE,Napa,,6709 YOUNT ST,Food Service,ABC License,Independent
LARKIN WINES,YOUNTVILLE,Napa,,4 BURGUNDY WY,Food Service,ABC License,Independent
LIBBY WINES,YOUNTVILLE,Napa,,1119 STATE LN,Food Service,ABC License,Independent
OGDEN WINE CO.  LLC,YOUNTVILLE,Napa,,6641 YOUNT ST,Food Service,ABC License,Independent
R & D KITCHEN,YOUNTVILLE,Napa,,6795 WASHINGTON ST,Food Service,ABC License,Independent
RANCH MARKET TOO,YOUNTVILLE,Napa,,6498 WASHINGTON ST,Food Service,ABC License,Independent
SILVER TRIDENT WINERY,YOUNTVILLE,Napa,,6484 WASHINGTON ST,Food Service,ABC License,Independent
SOMERSTON WINE COMPANY  LLC,YOUNTVILLE,Napa,,6490 WASHINGTON ST,Food Service,ABC License,Independent
T-VINE WINERY,YOUNTVILLE,Napa,,1119 STATE LN,Food Service,ABC License,Independent
V WINE CELLARS INC,YOUNTVILLE,Napa,,6525 WASHINGTON ST,Food Service,ABC License,Independent
VINTNERS GOLF CLUB,YOUNTVILLE,Napa,,7901 SOLANO AVE,Food Service,ABC License,Independent
WHEELER WINERY INC,YOUNTVILLE,Napa,,6505 WASHINGTON ST STE 5,Food Service,ABC License,Independent
WINE COUNTRY CONNECTIONS  LLC,YOUNTVILLE,Napa,,6484 WASHINGTON ST,Food Service,ABC License,Independent
MOGROG CAFE,ALPINE MEADOWS,Placer,,2680 ALPINE MEADOWS RD,Restaurant,ABC License,Independent
THE CREST CAFE & CATERING,ALPINE MEADOWS,Placer,,150 ALPINE MEADOWS RD,Restaurant,ABC License,Independent
ALTA GENERAL STORE,ALTA,Placer,,33945 ALTA BONNY NOOK RD,Food Service,ABC License,Independent
APPLEGATE LIQUOR,APPLEGATE,Placer,,17855 LAKE ARTHUR RD,Food Service,ABC License,Independent
2 HERMANOS JALISCO GRILL,AUBURN,Placer,,660 AUBURN FOLSOM RD,Food Service,ABC License,Independent
ATWOOD LIQUOR AND DELI,AUBURN,Placer,,11856 ATWOOD RD,Food Service,ABC License,Independent
AUBURN FOOD & LIQUOR,AUBURN,Placer,,13326 LINCOLN WAY,Food Service,ABC License,Independent
AUBURN LIQUOR MART,AUBURN,Placer,,13415 LINCOLN WY,Food Service,ABC License,Independent
AUBURN RACQUET & FITNESS CLUB,AUBURN,Placer,,1255 RACQUET CLUB DR,Food Service,ABC License,Independent
AUBURN THAI GARDEN RESTAURANT,AUBURN,Placer,,175 PALM AVE,Asian Restaurant,ABC License,Independent
AUBURN VALLEY GOLF COURSE & EVENT CENTER,AUBURN,Placer,,8800 AUBURN VALLEY RD,Food Service,ABC License,Independent
BEACH HUT DELI AUBURN,AUBURN,Placer,,4035 GRASS VALLEY HWY,Food Service,ABC License,Independent
BEACH HUT DELI AUBURN BOWMAN,AUBURN,Placer,,13471 BOWMAN RD,Food Service,ABC License,Independent
BLACK OAK GOLF COURES INC,AUBURN,Placer,,2455 BLACK OAK RD,Food Service,ABC License,Independent
BONITATA BOUTIQUE WINE,AUBURN,Placer,,291 AUBURN FOLSOM RD,Food Service,ABC License,Independent
CAFE DELICIAS,AUBURN,Placer,,1591 LINCOLN WY,Restaurant,ABC License,Independent
CALIFORNIA CLUB THE,AUBURN,Placer,,1580 LINCOLN WY,Food Service,ABC License,Independent
CLUB CAR  THE,AUBURN,Placer,,836 LINCOLN WY,Food Service,ABC License,Independent
CVS PHARMACY STORE 3947,AUBURN,Placer,,10045 COMBIE RD,Food Service,ABC License,Independent
CVS PHARMACY STORE 9150,AUBURN,Placer,,388 ELM AVE,Food Service,ABC License,Independent
CVS PHARMACY STORE 9914,AUBURN,Placer,,2140 GRASS VALLEY HWY,Food Service,ABC License,Independent
EDEL WEISS RESTAURANT 2,AUBURN,Placer,,111 SACRAMENTO ST,Restaurant,ABC License,Independent
EL CHARRO MEXICAN MARKET,AUBURN,Placer,,3740 GRASS VALLEY HWY,Mexican Restaurant,ABC License,Independent
EL FORASTERO MEXICAN FOOD,AUBURN,Placer,,2680 GRASS VALLEY HWY,Mexican Restaurant,ABC License,Independent
EL TAPATIO MEXICAN RESTAURANT,AUBURN,Placer,,2100 GRASS VALLEY HWY,Mexican Restaurant,ABC License,Independent
FLAMES RESTAURANT & TAP HOUSE,AUBURN,Placer,,13434 LINCOLN WAY,Restaurant,ABC License,Independent
FLAMING BURRITO GRILL,AUBURN,Placer,,2530 BELL RD,Food Service,ABC License,Independent
FOOD K STORE,AUBURN,Placer,,650 AUBURN FOLSOM RD,Food Service,ABC License,Independent
FOOTHILL MARKET,AUBURN,Placer,,13120 LINCOLN WAY,Food Service,ABC License,Independent
GRUMPY'S BURGERS & BREW,AUBURN,Placer,,13345 LINCOLN WAY,Food Service,ABC License,Independent
HANAMI SUSHI,AUBURN,Placer,,944 LINCOLN WAY,Food Service,ABC License,Independent
HASSAN & SONS INC STORE #1010,AUBURN,Placer,,3960 GRASS VALLEY HWY,Food Service,ABC License,Independent
IKEDAS TASTY BURGER,AUBURN,Placer,,13500 LINCOLN WAY,Food Service,ABC License,Independent
JINME RAMEN & SUSHI BAR,AUBURN,Placer,,1179 GRASS VALLEY HWY,Bar,ABC License,Independent
KARIN THAI,AUBURN,Placer,,13338 LINCOLN WY,Asian Restaurant,ABC License,Independent
KATRINAS CAFE,AUBURN,Placer,,456 GRASS VALLEY HWY,Restaurant,ABC License,Independent
LIQUOR OUTLET THE,AUBURN,Placer,,180 HARRISON AVE,Food Service,ABC License,Independent
LIU MANDARIN KITCHEN,AUBURN,Placer,,167 SACRAMENTO ST,Food Service,ABC License,Independent
MAIDU MARKET,AUBURN,Placer,,631 AUBURN FOLSOM RD,Food Service,ABC License,Independent
MARIAS MEXICAN TACOS,AUBURN,Placer,,13483 BOWMAN RD,Mexican Restaurant,ABC License,Independent
MCGUIRE'S SPORTS BAR & GRILL,AUBURN,Placer,,13570 LINCOLN WAY,Bar,ABC License,Independent
MOUNTAIN MIKE PIZZA,AUBURN,Placer,,2520 BELL RD,Food Service,ABC License,Independent
MT VERNON WINERY,AUBURN,Placer,,10850 MOUNT VERNON RD,Food Service,ABC License,Independent
NANCY’S CAFE,AUBURN,Placer,,356 ELM AVE,Restaurant,ABC License,Independent
NAPA RANCH WINES  RAPPE FAMILY VINEYARDS,AUBURN,Placer,,6680 MT VERNON RD,Food Service,ABC License,Independent
NECTARCAFE,AUBURN,Placer,,948A LINCOLN WAY,Restaurant,ABC License,Independent
NINJA SUSHI,AUBURN,Placer,,770 LINCOLN WY,Food Service,ABC License,Independent
NORTH FORK DELI,AUBURN,Placer,,886 LINCOLN WAY,Food Service,ABC License,Independent
OLD TOWN PIZZA,AUBURN,Placer,,510 HIGH ST,Food Service,ABC License,Independent
OUT OF ORDER ARCADE,AUBURN,Placer,,13320 LINCOLN WAY,Food Service,ABC License,Independent
PALM LIQUOR,AUBURN,Placer,,220 PALM AVE,Food Service,ABC License,Independent
PAZA ESTATE WINERY,AUBURN,Placer,,3357 AYRES HOLMES RD,Food Service,ABC License,Independent
PHO KING GOOD,AUBURN,Placer,,1501 GRASS VALLEY HWY,Food Service,ABC License,Independent
PIZZA EXPRESS,AUBURN,Placer,,2705 BELL RD,Food Service,ABC License,Independent
PIZZA EXPRESS MAIDU,AUBURN,Placer,,650 AUBURN FOLSOM RD,Food Service,ABC License,Independent
