Business Name,City,County,State,Phone,Address,Type,Source,Category
ThePub Petaluma Inc 50,Petaluma,Sonoma,CA,(707) 291-9726,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
ThePub Sonoma 61,Petaluma,Sonoma,CA,(707) 594-6270,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
TheSteakhouse Corp 30,Petaluma,Sonoma,CA,(707) 418-3026,1869 Lincoln Pl,Restaurant,CA_ABC_Raw,ABC_LICENSE
TheTap Room Petaluma Heights Group 65,Petaluma,Sonoma,CA,(707) 975-8453,4109 5th Ln #383,Restaurant,CA_ABC_Raw,ABC_LICENSE
TheTavern 53,Petaluma,Sonoma,CA,(707) 422-2881,5131 Ocean Way,Restaurant,CA_ABC_Raw,ABC_LICENSE
TheTavern LLC 66,Petaluma,Sonoma,CA,(707) 637-6466,8474 Maple Ln #823,Restaurant,CA_ABC_Raw,ABC_LICENSE
Venue Management Sonoma,Petaluma,Sonoma,CA,(707) 846-5516,8858 4th Rd,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine & Spirits,Petaluma,Sonoma,CA,(707) 273-8931,8030 Maple Rd,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine & Spirits Co,Petaluma,Sonoma,CA,(707) 748-6962,6863 Wilshire Way,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine & Spirits Company,Petaluma,Sonoma,CA,(707) 463-9939,3408 Franklin Ave,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine & Spirits Group,Petaluma,Sonoma,CA,(707) 360-7739,748 Franklin Ave #827,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine & Spirits Inc,Petaluma,Sonoma,CA,(707) 352-8436,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Wine & Spirits Petaluma Valley,Petaluma,Sonoma,CA,(707) 365-9027,7164 Ocean Blvd,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine Shop,Petaluma,Sonoma,CA,(707) 588-1048,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Wine Shop Company,Petaluma,Sonoma,CA,(707) 824-4568,9684 1st Ave,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine Shop Petaluma Heights LLC,Petaluma,Sonoma,CA,(707) 460-9286,2342 Mission Blvd,Restaurant,CA_ABC_Raw,ABC_LICENSE
Wine Shop Sonoma Inc,Petaluma,Sonoma,CA,(707) 966-4806,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
7 ELEVEN STORE 2231 33389A,ROHNERT PARK,Sonoma,CA,,1704 E COTATI AVE,Food Service,ABC License Data,ABC_LICENSE
A & L MARKET,ROHNERT PARK,Sonoma,CA,,1435 E COTATI AVE,Food Service,ABC License Data,ABC_LICENSE
BOATHOUSE ASIAN EATERY,ROHNERT PARK,Sonoma,CA,,630 PARK CT,Asian Restaurant,ABC License Data,ABC_LICENSE
BOATHOUSE SUSHI,ROHNERT PARK,Sonoma,CA,,6278 REDWOOD DR,Food Service,ABC License Data,ABC_LICENSE
BUCKINGHAM WINES LLC,ROHNERT PARK,Sonoma,CA,,271 ALISON AVE,Food Service,ABC License Data,ABC_LICENSE
CAFE MIMOSA,ROHNERT PARK,Sonoma,CA,,451 ROHNERT PARK EXPRESSWAY,Restaurant,ABC License Data,ABC_LICENSE
CAMBRIA SONOMA WINE COUNTRY,ROHNERT PARK,Sonoma,CA,,5870 LABATH AVE,Food Service,ABC License Data,ABC_LICENSE
CHILA-KILLER CAFE,ROHNERT PARK,Sonoma,CA,,5979 COMMERCE BLVD,Restaurant,ABC License Data,ABC_LICENSE
CHILIS GRILL & BAR 319,ROHNERT PARK,Sonoma,CA,,4851 REDWOOD DR,Bar,ABC License Data,ABC_LICENSE
CHIPOTLE MEXICAN GRILL,ROHNERT PARK,Sonoma,CA,,6325 COMMERCE BLVD,Mexican Restaurant,ABC License Data,ABC_LICENSE
COSTCO WHOLESALE STORE 659,ROHNERT PARK,Sonoma,CA,,5901 REDWOOD DR,Food Service,ABC License Data,ABC_LICENSE
COVELLO WINES LLC,ROHNERT PARK,Sonoma,CA,,1405 MARINER PL,Food Service,ABC License Data,ABC_LICENSE
CVS PHARMACY STORE 9928,ROHNERT PARK,Sonoma,CA,,6378 COMMERCE BLVD,Food Service,ABC License Data,ABC_LICENSE
DAILY GRILL,ROHNERT PARK,Sonoma,CA,,630 PARK CT,Food Service,ABC License Data,ABC_LICENSE
DON JULIO'S RINCON LATIN GRILL & PUPUSAS,ROHNERT PARK,Sonoma,CA,,217 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
DOUBLETREE SONOMA WINE COUNTRY,ROHNERT PARK,Sonoma,CA,,1 DOUBLETREE DR,Food Service,ABC License Data,ABC_LICENSE
DYNASTY RESTAURANT,ROHNERT PARK,Sonoma,CA,,6555 HUNTER DR,Restaurant,ABC License Data,ABC_LICENSE
EASY STOP MARKET 2,ROHNERT PARK,Sonoma,CA,,6475 REDWOOD DR,Food Service,ABC License Data,ABC_LICENSE
EL PACIFICO MARKET,ROHNERT PARK,Sonoma,CA,,1460 E COTATI AVE,Food Service,ABC License Data,ABC_LICENSE
EL REY MARKET,ROHNERT PARK,Sonoma,CA,,177 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
EL TORITO SUPERMARKET,ROHNERT PARK,Sonoma,CA,,1471 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
FOXTAIL GOLF CLUB AND FAIRVIEW SONOMA COUNTY,ROHNERT PARK,Sonoma,CA,,100 GOLF COURSE DR,Food Service,ABC License Data,ABC_LICENSE
GOLF COURSE 76,ROHNERT PARK,Sonoma,CA,,5060 REDWOOD DR,Food Service,ABC License Data,ABC_LICENSE
GRATON MARKET,ROHNERT PARK,Sonoma,CA,,4 PADRE PKWY STE A,Food Service,ABC License Data,ABC_LICENSE
HANA JAPANESE RESTAURANT,ROHNERT PARK,Sonoma,CA,,101 GOLF COURSE DR,Restaurant,ABC License Data,ABC_LICENSE
JIDAIYA RESTAURANT,ROHNERT PARK,Sonoma,CA,,1475 SOUTHWEST BLVD,Restaurant,ABC License Data,ABC_LICENSE
JUANITA MARKET 1,ROHNERT PARK,Sonoma,CA,,93 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
KABAYAN FILIPINO MARKET,ROHNERT PARK,Sonoma,CA,,6590 COMMERCE BLVD,Food Service,ABC License Data,ABC_LICENSE
KWICK PICK MARKET,ROHNERT PARK,Sonoma,CA,,101 GOLF COURSE DR,Food Service,ABC License Data,ABC_LICENSE
KYOTO JAPANESE RESTAURANT,ROHNERT PARK,Sonoma,CA,,5 PADRE PKWY,Restaurant,ABC License Data,ABC_LICENSE
MARGARITA'S MEXICAN FOOD,ROHNERT PARK,Sonoma,CA,,6585 COMMERCE BLVD,Mexican Restaurant,ABC License Data,ABC_LICENSE
MARYS PIZZA SHACK,ROHNERT PARK,Sonoma,CA,,101 GOLF COURSE DR,Food Service,ABC License Data,ABC_LICENSE
MD LIQUOR & FOOD #9,ROHNERT PARK,Sonoma,CA,,1451 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
MOUNTAIN MIKES PIZZA,ROHNERT PARK,Sonoma,CA,,1451 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
MTZ PARADISE SUSHI  LLC,ROHNERT PARK,Sonoma,CA,,370 ROHNERT PARK EXPY,Food Service,ABC License Data,ABC_LICENSE
NEIGHBORHOOD RESTAURANT  THE,ROHNERT PARK,Sonoma,CA,,913 GOLF COURSE DR,Restaurant,ABC License Data,ABC_LICENSE
OLIVE GARDEN ITALIAN RESTAURANT THE 1325,ROHNERT PARK,Sonoma,CA,,6430 REDWOOD DR,Restaurant,ABC License Data,ABC_LICENSE
PECH MERLE WINERY,ROHNERT PARK,Sonoma,CA,,855 SANTA DOROTEA CIR,Food Service,ABC License Data,ABC_LICENSE
PRESSED BURGER,ROHNERT PARK,Sonoma,CA,,1451 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
QUICK SUSHI,ROHNERT PARK,Sonoma,CA,,449 ROHNERT PARK EXPY,Food Service,ABC License Data,ABC_LICENSE
QUINCYS PUB & CAFE,ROHNERT PARK,Sonoma,CA,,6590 COMMERCE BLVD,Restaurant,ABC License Data,ABC_LICENSE
RAVE VINES & WINES  LLC,ROHNERT PARK,Sonoma,CA,,607 MARTIN AVE,Food Service,ABC License Data,ABC_LICENSE
RESTAURANT DEPOT,ROHNERT PARK,Sonoma,CA,,5000 DOWDELL AVE,Restaurant,ABC License Data,ABC_LICENSE
ROHNERT MARKET,ROHNERT PARK,Sonoma,CA,,6590 COMMERCE BLVD,Food Service,ABC License Data,ABC_LICENSE
ROUND TABLE PIZZA,ROHNERT PARK,Sonoma,CA,,40 RALEYS TOWNE CENTRE,Food Service,ABC License Data,ABC_LICENSE
SAMS MEDITERRANEAN DELI & CAFE,ROHNERT PARK,Sonoma,CA,,613 MARTIN AVE,Restaurant,ABC License Data,ABC_LICENSE
SHANGRILA CAFE & GRILL,ROHNERT PARK,Sonoma,CA,,1706 E COTATI AVE,Restaurant,ABC License Data,ABC_LICENSE
SIMMER CLAW BAR,ROHNERT PARK,Sonoma,CA,,595 ROHNERT PARK EXPY W,Bar,ABC License Data,ABC_LICENSE
SUSHIKO,ROHNERT PARK,Sonoma,CA,,6265 COMMERCE BLVD,Food Service,ABC License Data,ABC_LICENSE
TORTAS AHOGADAS MI BARRIO,ROHNERT PARK,Sonoma,CA,,5979 COMMERCE BLVD,Bar,ABC License Data,ABC_LICENSE
TUBBYS RESTAURANT,ROHNERT PARK,Sonoma,CA,,199 SOUTHWEST BLVD,Restaurant,ABC License Data,ABC_LICENSE
WALMART NEIGHBORHOOD MARKET #2468,ROHNERT PARK,Sonoma,CA,,901 GOLF COURSE DR,Food Service,ABC License Data,ABC_LICENSE
WALMART STORE 1755,ROHNERT PARK,Sonoma,CA,,4625 REDWOOD DR,Food Service,ABC License Data,ABC_LICENSE
WILLS DELI & LIQUOR,ROHNERT PARK,Sonoma,CA,,155 SOUTHWEST BLVD,Food Service,ABC License Data,ABC_LICENSE
24 SEVEN FOOD & GRILL,SANTA ROSA,Sonoma,CA,,3230 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
32 WINDS WINE,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
3RD ST MARKET,SANTA ROSA,Sonoma,CA,,2446 W 3RD ST,Food Service,ABC License Data,ABC_LICENSE
440 CLUB,SANTA ROSA,Sonoma,CA,,434 COLLEGE AVE,Food Service,ABC License Data,ABC_LICENSE
4TH ST DELI,SANTA ROSA,Sonoma,CA,,300 MENDOCINO AVE,Food Service,ABC License Data,ABC_LICENSE
7 ELEVEN STORE 2231 33277A,SANTA ROSA,Sonoma,CA,,2648 SANTA ROSA AVE,Food Service,ABC License Data,ABC_LICENSE
7 ELEVEN STORE 2365 34334A,SANTA ROSA,Sonoma,CA,,1760 PINER RD,Food Service,ABC License Data,ABC_LICENSE
9TH ST MARKET,SANTA ROSA,Sonoma,CA,,766 WILSON ST,Food Service,ABC License Data,ABC_LICENSE
A. TORANO FAMILY WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
ABYSSINIA ETHIOPIAN RESTAURANT,SANTA ROSA,Sonoma,CA,,913 4TH ST,Restaurant,ABC License Data,ABC_LICENSE
ACAPULCO MEXICAN GRILL,SANTA ROSA,Sonoma,CA,,90 MARK WEST SPRINGS RD,Mexican Restaurant,ABC License Data,ABC_LICENSE
ACCENTI WINES,SANTA ROSA,Sonoma,CA,,2477 PLACER DR,Food Service,ABC License Data,ABC_LICENSE
ACES BALL CLUB,SANTA ROSA,Sonoma,CA,,917 PINER RD,Food Service,ABC License Data,ABC_LICENSE
ACME BURGER EAST SANTA ROSA,SANTA ROSA,Sonoma,CA,,2781 YULUPA AVE,Food Service,ABC License Data,ABC_LICENSE
ACME BURGER WEST COLLEGE AVE.,SANTA ROSA,Sonoma,CA,,1007 W COLLEGE AVE,Food Service,ABC License Data,ABC_LICENSE
ADW WINE CONSULTING LLC,SANTA ROSA,Sonoma,CA,,2334 CREEKWOOD CT,Food Service,ABC License Data,ABC_LICENSE
AESTHETE WINES,SANTA ROSA,Sonoma,CA,,4100 GRANGE RD,Food Service,ABC License Data,ABC_LICENSE
AM MINI MARKET,SANTA ROSA,Sonoma,CA,,440 HEARN AVE,Food Service,ABC License Data,ABC_LICENSE
AMERICAN TAILORED WINES,SANTA ROSA,Sonoma,CA,,3558 ROUND BARN BLVD,Food Service,ABC License Data,ABC_LICENSE
AMPHORA IMPORTS,SANTA ROSA,Sonoma,CA,,414 CHINN ST,Food Service,ABC License Data,ABC_LICENSE
ANNADEL ESTATE WINERY,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,ABC_LICENSE
ANNADEL ESTATE WINERY & FLOWERS LLC,SANTA ROSA,Sonoma,CA,,6687 SONOMA HWY,Food Service,ABC License Data,ABC_LICENSE
APPLEBEES NEIGHBORHOOD GRILL & BAR,SANTA ROSA,Sonoma,CA,,2250 SANTA ROSA AVE,Bar,ABC License Data,ABC_LICENSE
ARGOT WINES,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
AROMA DE CAFE,SANTA ROSA,Sonoma,CA,,620 5TH ST,Restaurant,ABC License Data,ABC_LICENSE
ARROWHEAD MOUNTAIN WINERY,SANTA ROSA,Sonoma,CA,,3451 AIRWAY DR,Food Service,ABC License Data,ABC_LICENSE
ASIAN MARKET,SANTA ROSA,Sonoma,CA,,1110 PETALUMA HILL RD,Asian Restaurant,ABC License Data,ABC_LICENSE
AUGUST BRIGGS WINERY,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
AUSIELLO'S 5TH STREET GRILL,SANTA ROSA,Sonoma,CA,,609 5TH ST,Food Service,ABC License Data,ABC_LICENSE
B TRUE WINES,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,ABC_LICENSE
BAAN THAI RESTAURANT,SANTA ROSA,Sonoma,CA,,424 LARKFIELD CTR,Asian Restaurant,ABC License Data,ABC_LICENSE
BANYAN WINES,SANTA ROSA,Sonoma,CA,,2129 GRAHN DR,Food Service,ABC License Data,ABC_LICENSE
BANYAN WINES AND HOBO WINE COMPANY THE,SANTA ROSA,Sonoma,CA,,412 TIMOTHY RD,Food Service,ABC License Data,ABC_LICENSE
BARREL PROOF COMEDY  LLC,SANTA ROSA,Sonoma,CA,,501 MENDOCINO AVE,Bar,ABC License Data,ABC_LICENSE
BARRIE WINES,SANTA ROSA,Sonoma,CA,,2015 REDWOOD HILL RD,Bar,ABC License Data,ABC_LICENSE
BATTAGLINI WINERY & VINEYARD,SANTA ROSA,Sonoma,CA,,2948 PINER RD,Food Service,ABC License Data,ABC_LICENSE
BEER BARON BAR & KITCHEN,SANTA ROSA,Sonoma,CA,,614 4TH ST,Bar,ABC License Data,ABC_LICENSE
BELDEN BARNS,SANTA ROSA,Sonoma,CA,,3358-D COFFEY LN,Bar,ABC License Data,ABC_LICENSE
BELLY LEFT COAST KITCHEN & TAPROOM,SANTA ROSA,Sonoma,CA,,523 4TH ST,Food Service,ABC License Data,ABC_LICENSE
BENNETT VALLEY GOLF COURSE,SANTA ROSA,Sonoma,CA,,3328 YULUPA AVE,Food Service,ABC License Data,ABC_LICENSE
BENOVIA WINERY,SANTA ROSA,Sonoma,CA,,3339 HARTMAN LN,Food Service,ABC License Data,ABC_LICENSE
BILLS MARKET,SANTA ROSA,Sonoma,CA,,817 RUSSELL AVE,Food Service,ABC License Data,ABC_LICENSE
BJS RESTAURANT & BREWHOUSE,SANTA ROSA,Sonoma,CA,,334 CODDINGTOWN CTR,Restaurant,ABC License Data,ABC_LICENSE
BLUE FISH SUSHI & GRILL,SANTA ROSA,Sonoma,CA,,2700 YULUPA AVE,Food Service,ABC License Data,ABC_LICENSE
BLUE HOUSE WINES LLC,SANTA ROSA,Sonoma,CA,,667 BRUSH CREEK RD,Food Service,ABC License Data,ABC_LICENSE
BOATHOUSE SUSHI,SANTA ROSA,Sonoma,CA,,2360 MENDOCINO AVE,Food Service,ABC License Data,ABC_LICENSE
BOB CABRAL WINES,SANTA ROSA,Sonoma,CA,,4545 THOMAS LAKE HARRIS DR,Food Service,ABC License Data,ABC_LICENSE
BONNEAU WINERY,SANTA ROSA,Sonoma,CA,,127 4TH ST,Food Service,ABC License Data,ABC_LICENSE
BOTTLE BARN,SANTA ROSA,Sonoma,CA,,3331 INDUSTRIAL DR,Bar,ABC License Data,ABC_LICENSE
BRONCO WINE,SANTA ROSA,Sonoma,CA,,980 AIRWAY CT,Food Service,ABC License Data,ABC_LICENSE
BROTHER'S CAFE,SANTA ROSA,Sonoma,CA,,3135 CLEVELAND AVE,Restaurant,ABC License Data,ABC_LICENSE
BUGAY WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
C MARKET 5,SANTA ROSA,Sonoma,CA,,630 LEWIS RD,Food Service,ABC License Data,ABC_LICENSE
CA BIANCA RESTAURANT,SANTA ROSA,Sonoma,CA,,835 2ND ST,Restaurant,ABC License Data,ABC_LICENSE
CAFE MIMOSA 2,SANTA ROSA,Sonoma,CA,,456 COLLEGE AVE,Restaurant,ABC License Data,ABC_LICENSE
CAFE PORTOFINO,SANTA ROSA,Sonoma,CA,,535 4TH ST,Restaurant,ABC License Data,ABC_LICENSE
CALIFORNIA WINERIES & VINEYARDS,SANTA ROSA,Sonoma,CA,,5570 SKYLANE BLVD,Food Service,ABC License Data,ABC_LICENSE
CAMPUS MARKET,SANTA ROSA,Sonoma,CA,,1880 MENDOCINO AVE,Food Service,ABC License Data,ABC_LICENSE
CANCUN MEXICAN RESTAURANT,SANTA ROSA,Sonoma,CA,,443 DUTTON AVE,Mexican Restaurant,ABC License Data,ABC_LICENSE
CARMEN'S BISTRO & BAR,SANTA ROSA,Sonoma,CA,,619 4TH ST,Bar,ABC License Data,ABC_LICENSE
CARNIVAL WINE CO,SANTA ROSA,Sonoma,CA,,3632 ALTA VISTA AVE,Food Service,ABC License Data,ABC_LICENSE
CAROL SHELTON WINES,SANTA ROSA,Sonoma,CA,,3354 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
CARY Q WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
CASTLE ROCK WINERY,SANTA ROSA,Sonoma,CA,,2191 LAGUNA RD,Food Service,ABC License Data,ABC_LICENSE
CATCH AND RELEASE WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
CHELINO'S MEXICAN RESTAURANT,SANTA ROSA,Sonoma,CA,,1079 4TH ST,Mexican Restaurant,ABC License Data,ABC_LICENSE
CHENOWETH WINE GROUP,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
CHICAGO PIZZA WITH TWIST,SANTA ROSA,Sonoma,CA,,2780 STONY POINT RD,Food Service,ABC License Data,ABC_LICENSE
CHICAGO'S PIZZA WITH A TWIST,SANTA ROSA,Sonoma,CA,,2780 STONY POINT RD,Food Service,ABC License Data,ABC_LICENSE
CHINA GARDEN RESTAURANT,SANTA ROSA,Sonoma,CA,,429 STONY POINT RD,Restaurant,ABC License Data,ABC_LICENSE
CHINA VILLAGE RESTAURANT INC,SANTA ROSA,Sonoma,CA,,138-B CALISTOGA RD,Restaurant,ABC License Data,ABC_LICENSE
CHIPOTLE MEXICAN GRILL,SANTA ROSA,Sonoma,CA,,336 A CODDINGTOWN CTR,Mexican Restaurant,ABC License Data,ABC_LICENSE
CHIPOTLE MEXICAN GRILL STORE #1377,SANTA ROSA,Sonoma,CA,,2182 SANTA ROSA AVE,Mexican Restaurant,ABC License Data,ABC_LICENSE
CIELITO LINDO RESTAURANT,SANTA ROSA,Sonoma,CA,,52 MISSION CIR,Restaurant,ABC License Data,ABC_LICENSE
CLAIRE HILL WINES,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
CLARICE WINE COMPANY,SANTA ROSA,Sonoma,CA,,3354 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
CLUBHOUSE BAR AND GRILL  THE,SANTA ROSA,Sonoma,CA,,3082 MARLOW RD,Bar,ABC License Data,ABC_LICENSE
COLIBRI GRILL CAFE,SANTA ROSA,Sonoma,CA,,4233 MONTGOMERY DR,Restaurant,ABC License Data,ABC_LICENSE
COST PLUS WORLD MARKET,SANTA ROSA,Sonoma,CA,,2685 SANTA ROSA AVE,Food Service,ABC License Data,ABC_LICENSE
CVS PHARMACY STORE 9393,SANTA ROSA,Sonoma,CA,,2075 MENDOCINO AVE,Food Service,ABC License Data,ABC_LICENSE
CVS PHARMACY STORE 9656,SANTA ROSA,Sonoma,CA,,2771 4TH ST,Food Service,ABC License Data,ABC_LICENSE
CVS PHARMACY STORE 9946,SANTA ROSA,Sonoma,CA,,463 STONY POINT RD,Food Service,ABC License Data,ABC_LICENSE
CVS PHARMACY STORE 9948,SANTA ROSA,Sonoma,CA,,2700 YULUPA AVE,Food Service,ABC License Data,ABC_LICENSE
CYM WINES,SANTA ROSA,Sonoma,CA,,120 STONY POINT RD,Food Service,ABC License Data,ABC_LICENSE
DARBAR KITCHEN,SANTA ROSA,Sonoma,CA,,615 4TH ST,Bar,ABC License Data,ABC_LICENSE
DARGENZIO WINERY,SANTA ROSA,Sonoma,CA,,1301 CLEVELAND AVE,Food Service,ABC License Data,ABC_LICENSE
DARLING FAMILY WINES,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,ABC_LICENSE
DAVES MARKETS,SANTA ROSA,Sonoma,CA,,320 W 3RD ST,Food Service,ABC License Data,ABC_LICENSE
DEL VALLE MEXICAN RESTAURANT,SANTA ROSA,Sonoma,CA,,2000 SEBASTOPOL RD,Mexican Restaurant,ABC License Data,ABC_LICENSE
DELOACH WINERY,SANTA ROSA,Sonoma,CA,,1791 OLIVET RD,Food Service,ABC License Data,ABC_LICENSE
DEODORA VINEYARDS & WINERY,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
DESMOND WINES,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
DIERKS PARKSIDE CAFE,SANTA ROSA,Sonoma,CA,,404 SANTA ROSA AVE,Restaurant,ABC License Data,ABC_LICENSE
DK WINE GROUP  LLC,SANTA ROSA,Sonoma,CA,,3358 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
DONELAN FAMILY WINE CELLAR,SANTA ROSA,Sonoma,CA,,3352 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
DOWNTOWN BARBECUE,SANTA ROSA,Sonoma,CA,,610 3RD ST,Bar,ABC License Data,ABC_LICENSE
EAST WEST RESTAURANT SANTA ROSA,SANTA ROSA,Sonoma,CA,,557 SUMMERFIELD RD,Restaurant,ABC License Data,ABC_LICENSE
EDDIES KITCHEN,SANTA ROSA,Sonoma,CA,,409 MENDOCINO AVE,Food Service,ABC License Data,ABC_LICENSE
EDGIE WINE,SANTA ROSA,Sonoma,CA,,2269 MEYERS DR,Food Service,ABC License Data,ABC_LICENSE
EHRET FAMILY WINERY,SANTA ROSA,Sonoma,CA,,2455 BENNETT VALLEY RD,Food Service,ABC License Data,ABC_LICENSE
EL BRINQUITO RESTAURANT,SANTA ROSA,Sonoma,CA,,810 PINER RD A,Restaurant,ABC License Data,ABC_LICENSE
EL CHARRO MEXICAN RESTAURANT,SANTA ROSA,Sonoma,CA,,1529 FARMERS LN,Mexican Restaurant,ABC License Data,ABC_LICENSE
EL PACIFICO MARKET,SANTA ROSA,Sonoma,CA,,3020 SANTA ROSA AVE,Food Service,ABC License Data,ABC_LICENSE
EL PATIO MEXICAN RESTAURANT,SANTA ROSA,Sonoma,CA,,425 STONY POINT RD,Mexican Restaurant,ABC License Data,ABC_LICENSE
EL TORITO SUPERMARKET,SANTA ROSA,Sonoma,CA,,460 MISSION BLVD,Food Service,ABC License Data,ABC_LICENSE
ELAINE WINES,SANTA ROSA,Sonoma,CA,,3360 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
ENFIELD WINE CO,SANTA ROSA,Sonoma,CA,,1160 HOPPER AVE,Food Service,ABC License Data,ABC_LICENSE
ESSER WINES,SANTA ROSA,Sonoma,CA,,5570 SKYLANE BLVD,Food Service,ABC License Data,ABC_LICENSE
ETHERIUM WINES,SANTA ROSA,Sonoma,CA,,350 E ST,Food Service,ABC License Data,ABC_LICENSE
EVEREST INDIAN RESTAURANT,SANTA ROSA,Sonoma,CA,,104 CALISTOGA RD,Restaurant,ABC License Data,ABC_LICENSE
EXPERIENCE WINES LLC,SANTA ROSA,Sonoma,CA,,981 AIRWAY CT,Food Service,ABC License Data,ABC_LICENSE
FAIRGROUNDS GOLF COURSE,SANTA ROSA,Sonoma,CA,,1350 BENNETT VALLEY RD,Food Service,ABC License Data,ABC_LICENSE
FAST GAS & MARKET,SANTA ROSA,Sonoma,CA,,1410 SANTA ROSA AVE,Food Service,ABC License Data,ABC_LICENSE
FAST GAS & MINI MART,SANTA ROSA,Sonoma,CA,,5321 OLD REDWOOD HWY,Food Service,ABC License Data,ABC_LICENSE
FIRE WINGS,SANTA ROSA,Sonoma,CA,,342 CODDINGTOWN CTR,Food Service,ABC License Data,ABC_LICENSE
FIRST SIPS WINE CLUB,SANTA ROSA,Sonoma,CA,,4233 BROOKSHIRE CIR,Food Service,ABC License Data,ABC_LICENSE
FOLEY FAMILY WINES,SANTA ROSA,Sonoma,CA,,200 CONCOURSE BLVD,Food Service,ABC License Data,ABC_LICENSE
FORRESTER WINES LLC,SANTA ROSA,Sonoma,CA,,5570 SKYLANE BLVD,Food Service,ABC License Data,ABC_LICENSE
FORT ROSS VINEYARD & WINERY,SANTA ROSA,Sonoma,CA,,3354 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
FOUNTAINGROVE GOLF & ATHLETIC CLUB,SANTA ROSA,Sonoma,CA,,1525 FOUNTAIN GROVE PKWY,Food Service,ABC License Data,ABC_LICENSE
FRENCHIE'S WINE BAR,SANTA ROSA,Sonoma,CA,,642 5TH ST,Bar,ABC License Data,ABC_LICENSE
FROSTWATCH VINEYARD & WINERY,SANTA ROSA,Sonoma,CA,,5560 BENNETT VALLEY RD,Food Service,ABC License Data,ABC_LICENSE
FULCRUM WINES,SANTA ROSA,Sonoma,CA,,6705 CRISTO LN,Food Service,ABC License Data,ABC_LICENSE
GABLES WINE COUNTRY INN THE,SANTA ROSA,Sonoma,CA,,4257 PETALUMA HILL RD,Food Service,ABC License Data,ABC_LICENSE
GANESHA RESTAURANT,SANTA ROSA,Sonoma,CA,,535 ROSS ST,Restaurant,ABC License Data,ABC_LICENSE
GEORGE ALEXANDER WINES,SANTA ROSA,Sonoma,CA,,3354 COFFEY LN,Food Service,ABC License Data,ABC_LICENSE
GIO'S PIZZA,SANTA ROSA,Sonoma,CA,,2700 YULUPA AVE,Food Service,ABC License Data,ABC_LICENSE
GIOS PIZZA,SANTA ROSA,Sonoma,CA,,3579 INDUSTRIAL DR,Food Service,ABC License Data,ABC_LICENSE
GOJI KITCHEN,SANTA ROSA,Sonoma,CA,,1965 MENDOCINO AVE,Food Service,ABC License Data,ABC_LICENSE
