Business Name,City,County,Phone,Address,Business Type,Source,Chain Status,Chain Name,Priority
MISSION LIQUOR & FOOD,SACRAMENTO,Sacramento,,4654 WHITNEY AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MIYAGI BAR AND SUSHI,SACRAMENTO,Sacramento,,2580 FAIR OAKS BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
MOD PIZZA,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Food Service,ABC License,CHAIN,MOD PIZZA,LOW
MONSOON BURGER,SACRAMENTO,Sacramento,,4740 NATOMAS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MORALES CARNICERIA & MARKET,SACRAMENTO,Sacramento,,6830 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MORTON GOLF LLC,SACRAMENTO,Sacramento,,6801 FREEPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOTHER LODE BAR & DELI THE,SACRAMENTO,Sacramento,,1424 SILICA AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
MOTHER RESTAURANT,SACRAMENTO,Sacramento,,2319 K ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKE'S PIZZA,SACRAMENTO,Sacramento,,5640 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MOUNTAIN MIKES PIZZA,SACRAMENTO,Sacramento,,2610 GATEWAY OAKS DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MR B LIQUOR,SACRAMENTO,Sacramento,,5121 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MR. CRAB SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
MUIR WAY MARKET,SACRAMENTO,Sacramento,,2736 MUIR WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
MVP SPORTS GRILL,SACRAMENTO,Sacramento,,2110 L ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NAGATO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,2820 MARCONI AVENUE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
NATOMAS FAMILY GOLF CENTER,SACRAMENTO,Sacramento,,3060 EL CENTRO RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NATOMAS FOOD & LIQUOR,SACRAMENTO,Sacramento,,4000 E COMMERCE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NATOMAS LIQUOR & DELI,SACRAMENTO,Sacramento,,3291 TRUXEL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NATOMAS WINE AND SPIRITS,SACRAMENTO,Sacramento,,1620 W EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NENAS MEXICAN RESTAURANT INC,SACRAMENTO,Sacramento,,232 JIBBOOM ST,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
NEW ARCADE MARKET,SACRAMENTO,Sacramento,,3173 MARYSVILLE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NEW ASIA SUPERMARKET,SACRAMENTO,Sacramento,,6418 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NEW CHINA RESTAURANT,SACRAMENTO,Sacramento,,6363 RIVERSIDE BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
NEW CHINA STATION RESTAURANT,SACRAMENTO,Sacramento,,8136 GERBER RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
NEW KATHMANDU KITCHEN,SACRAMENTO,Sacramento,,3672 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NEW OSAKA JAPANESE CUISINE LLC,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NEW STATION RESTAURANT,SACRAMENTO,Sacramento,,1800 BROADWAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
NICK'S MARKET,SACRAMENTO,Sacramento,,1700 V ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NIXTACO / BAWK!,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
NOOK BISTRO AND WINE BAR,SACRAMENTO,Sacramento,,3610 MCKINLEY BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
NORTHGATE FOOD & LIQUOR,SACRAMENTO,Sacramento,,3016 NORTHGATE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
NUGGET MARKET,SACRAMENTO,Sacramento,,1040 FLORIN RD,Food Service,ABC License,CHAIN,NUGGET MARKET,LOW
O'MALLY'S PUB,SACRAMENTO,Sacramento,,1109 2ND ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OAK PARK BARDEGA,SACRAMENTO,Sacramento,,3326 BROADWAY,Bar,ABC License,INDEPENDENT,N/A,HIGH
OAK PARK MARKET,SACRAMENTO,Sacramento,,3300 12TH AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OCEAN SUSHI,SACRAMENTO,Sacramento,,7485 RUSH RIVER DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OISHII SUSHI & HEARTBEAT KTV,SACRAMENTO,Sacramento,,1000 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OLD TAVERN,SACRAMENTO,Sacramento,,1510 20TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
OLD TAVERN DISTILLERY LLC,SACRAMENTO,Sacramento,,3443 RAMONA AVE,Bar,ABC License,INDEPENDENT,N/A,HIGH
OLIVE GARDEN ITALIAN RESTAURANT #6466  THE,SACRAMENTO,Sacramento,,3511 N FREEWAY BLVD,Restaurant,ABC License,CHAIN,OLIVE GARDEN,LOW
OLIVE GARDEN ITALIAN RESTAURANT THE 1241,SACRAMENTO,Sacramento,,1780 CHALLENGE WY,Restaurant,ABC License,CHAIN,OLIVE GARDEN,LOW
ONE SPEED PIZZA,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ONE STOP MARKET,SACRAMENTO,Sacramento,,5960 24TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ORCHID THAI,SACRAMENTO,Sacramento,,1609 16TH ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ORIGAMI ASIAN GRILL,SACRAMENTO,Sacramento,,4801 FOLSOM BLVD,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
ORIGINAL CHICAGO PIZZA & CURRY THE,SACRAMENTO,Sacramento,,3291 TRUXEL RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OSAKA SUSHI,SACRAMENTO,Sacramento,,1200 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OSHIMA SUSHI CHINA BISTRO & BAR,SACRAMENTO,Sacramento,,2071 NATOMAS CROSSING DR,Bar,ABC License,INDEPENDENT,N/A,HIGH
OSPREY 1 LIQUOR AND FOOD,SACRAMENTO,Sacramento,,2538 COTTAGE WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OTORO SUSHI & SHABU,SACRAMENTO,Sacramento,,2127-31 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OTOS MARKET PLACE,SACRAMENTO,Sacramento,,4990 FREEPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
OUR MUSHROOM TAVERN,SACRAMENTO,Sacramento,,3637 SOUTHPORT DR,Bar,ABC License,INDEPENDENT,N/A,HIGH
OZ KOREAN BBQ RESTAURANT,SACRAMENTO,Sacramento,,3343 BRADSHAW RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
P & J GROCERY AND LIQUOR,SACRAMENTO,Sacramento,,4800 47TH AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PACIFIC MARKET,SACRAMENTO,Sacramento,,2500 P ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PAL'S WINE & LIQUOR,SACRAMENTO,Sacramento,,7812 GERBER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PANGAEA CAFE,SACRAMENTO,Sacramento,,2743 FRANKLIN BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PARAGARYS BAR & OVEN,SACRAMENTO,Sacramento,,1401 28TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
PARK & SAVE MARKET,SACRAMENTO,Sacramento,,3041 RIO LINDA BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PARK TERRACE SWIMMING & TENNIS CLUB,SACRAMENTO,Sacramento,,5500 PARKFIELD CT,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PEACE MARKET,SACRAMENTO,Sacramento,,1801 O ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PENNISIS DELI,SACRAMENTO,Sacramento,,1237 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PEOPLE SUPERMARKET INC,SACRAMENTO,Sacramento,,7478 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PETE'S RESTAURANT & BREWHOUSE,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PETER FRANUS WINE COMPANY,SACRAMENTO,Sacramento,,1650 9TH AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHAYA THAI HALAL,SACRAMENTO,Sacramento,,4310 MARCONI AVE,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PHO BAC HOA VIET - BRADSHAW,SACRAMENTO,Sacramento,,3110 BRADSHAW RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO BAC HOA VIET RESTAURANT,SACRAMENTO,Sacramento,,7600 GREENHAVEN DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
PHO BOLSA,SACRAMENTO,Sacramento,,5815 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO CITY VIETNAMESE CUISINE,SACRAMENTO,Sacramento,,6175 STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO FRESH 2U,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO SAIGON BAY,SACRAMENTO,Sacramento,,1537 HOWE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO VIET 2,SACRAMENTO,Sacramento,,1589 W EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PHO VUNG TAU BAY,SACRAMENTO,Sacramento,,5880 ANTELOPE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PIER 50 SUSHI,SACRAMENTO,Sacramento,,1735 ARDEN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PINE COVE TAVERN,SACRAMENTO,Sacramento,,502 29TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
PIZZA CLUB,SACRAMENTO,Sacramento,,6427 MACK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PIZZA SUPREME BEING,SACRAMENTO,Sacramento,,1425 14TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PIZZA TWIST,SACRAMENTO,Sacramento,,2915 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PIZZA WITH SPICE,SACRAMENTO,Sacramento,,1915 COSUMNES RIVER BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PIZZASAURUS REX,SACRAMENTO,Sacramento,,2322 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PLAN B RESTAURANT,SACRAMENTO,Sacramento,,555 LA SIERRA DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
POCKET CLUB,SACRAMENTO,Sacramento,,5043 FREEPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
POKE FIX FISH BAR,SACRAMENTO,Sacramento,,3880 TRUXEL RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
PONDEROSA CIDER CO@ MIDTOWN FARMERS MARKET,SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PORCH RESTAURANT & BAR THE,SACRAMENTO,Sacramento,,1815 K ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
PRESS CLUB,SACRAMENTO,Sacramento,,1119 21ST ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PRESTIGE LIQUOR,SACRAMENTO,Sacramento,,1050 HOWE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PRESTO FOOD & LIQUOR,SACRAMENTO,Sacramento,,6625 VALLEY HI DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PRICE CUTTER MARKET,SACRAMENTO,Sacramento,,3033 HURLEY WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PRIME MARKET,SACRAMENTO,Sacramento,,861 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PRIME TYME LOUNGE,SACRAMENTO,Sacramento,,8011 FLORIN RD,Bar,ABC License,INDEPENDENT,N/A,HIGH
PRIMETIME ATHLETICS SPORTS ARENA,SACRAMENTO,Sacramento,,1960 RAILROAD DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PRIT MARKET,SACRAMENTO,Sacramento,,3946 MARTIN LUTHER KING JR BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PRIYA INDIAN CUISINE,SACRAMENTO,Sacramento,,1310 HOWE AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PS WINE BEER & GROCERY,SACRAMENTO,Sacramento,,2800 T ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
PUNCHLINE COMEDY CLUB,SACRAMENTO,Sacramento,,2100 ARDEN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
Q STREET BAR & GRILL,SACRAMENTO,Sacramento,,2013 Q ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
QUICK SHOP MARKET,SACRAMENTO,Sacramento,,2830 FRANKLIN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUICK STOP MARKET #135,SACRAMENTO,Sacramento,,5764 ANTELOPE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUIK STOP MARKET,SACRAMENTO,Sacramento,,8500 FLORIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUIK STOP MARKET #551096,SACRAMENTO,Sacramento,,3296 MARYSVILLE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUIK STOP MARKET #551111,SACRAMENTO,Sacramento,,3920 FRUITRIDGE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
QUIK STOP MARKET 2139,SACRAMENTO,Sacramento,,1295 FULTON AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RAINBOW MARKET,SACRAMENTO,Sacramento,,3810 MARYSVILLE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
REPUBLIC BAR AND GRILL,SACRAMENTO,Sacramento,,908 15TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
RESTAURANT DEPOT,SACRAMENTO,Sacramento,,1275 VINE ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
REVOLUTION WINES,SACRAMENTO,Sacramento,,2831 S ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RICE BOWL RESTAURANT,SACRAMENTO,Sacramento,,2378 FLORIN RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
RICE NOODLES RESTAURANT,SACRAMENTO,Sacramento,,2836 ARDEN WAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
RIVER PARK MARKET,SACRAMENTO,Sacramento,,5485 CARLSON DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RIVERS EDGE CAFE,SACRAMENTO,Sacramento,,8740 LA RIVIERA DR,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
RIVERSIDE CLUB HOUSE,SACRAMENTO,Sacramento,,2633 RIVERSIDE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROBERTAS COCINA MEXICANA,SACRAMENTO,Sacramento,,5635 FREEPORT BLVD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
RODNEY'S CIGAR & LIQUOR INC,SACRAMENTO,Sacramento,,1000 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROSCOES BAR & BURGERS,SACRAMENTO,Sacramento,,2007 K ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
ROSEMONT WINE & LIQUOR,SACRAMENTO,Sacramento,,9106 KIEFER BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
ROUND TABLE PIZZA,SACRAMENTO,Sacramento,,4680 NATOMAS BLVD,Food Service,ABC License,CHAIN,ROUND TABLE,LOW
ROXIE DELI & BARBEQUE,SACRAMENTO,Sacramento,,3340 C ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
ROYAL MARKET,SACRAMENTO,Sacramento,,1701 T ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
RUCHI INDIAN CUISINE,SACRAMENTO,Sacramento,,2600 GATEWAY OAKS DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
S P LIQUOR,SACRAMENTO,Sacramento,,2630 NORTHGATE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
S P LIQUORS,SACRAMENTO,Sacramento,,4556 AUBURN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAC BREW BAR,SACRAMENTO,Sacramento,,1517-1519 19TH ST,Bar,ABC License,INDEPENDENT,N/A,HIGH
SAC CITY PIZZA,SACRAMENTO,Sacramento,,4400 FREEPORT BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SACRAMENTO LIQUOR,SACRAMENTO,Sacramento,,3805 PASADENA AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAI VAREE THAI CUISINE,SACRAMENTO,Sacramento,,7485 RUSH RIVER DR,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SAIGON ALLEY KITCHEN & BAR,SACRAMENTO,Sacramento,,4630 NATOMAS BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
SAKURA GRILL BUFFET,SACRAMENTO,Sacramento,,2344 WATT AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAM'S MARKET,SACRAMENTO,Sacramento,,1328-30 O ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAMMY'S RESTAURANT LLC,SACRAMENTO,Sacramento,,2021 DEL PASO BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SAMPINO'S KITCHEN AT JOE MARTY'S,SACRAMENTO,Sacramento,,1500 BROADWAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAMS CLUB 6622,SACRAMENTO,Sacramento,,8250 POWER INN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAM’S BAKERY RESTAURANT AND CAFÉ,SACRAMENTO,Sacramento,,6171 STOCKTON BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SANDWICH SPOT THE,SACRAMENTO,Sacramento,,2108 11TH AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SANGHERAS HOUSE OF LIQUORS,SACRAMENTO,Sacramento,,5516 FLORIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SANTINO'S PIZZA & PASTA,SACRAMENTO,Sacramento,,5757 HILLSDALE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SATORI SUSHI,SACRAMENTO,Sacramento,,2550 W EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAVE MART SUPERMARKETS 619,SACRAMENTO,Sacramento,,7960 GERBER RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAVE MART SUPERMARKETS 622,SACRAMENTO,Sacramento,,5600 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAVE MART SUPERMARKETS 623,SACRAMENTO,Sacramento,,9137 KIEFER BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SAWASDEE THAI CUISINE,SACRAMENTO,Sacramento,,1830 J ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SCORE BAR AND LOUNGE,SACRAMENTO,Sacramento,,7123 FRANKLIN BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
SCOTTS SEAFOOD GRILL & BAR,SACRAMENTO,Sacramento,,4350 RIVERSIDE BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
SEAFOOD CITY SUPERMARKET,SACRAMENTO,Sacramento,,6051 MACK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SEAN MINOR WINES,SACRAMENTO,Sacramento,,2277 FAIR OAKS BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SELECT FINE WINE & LIQUOR ARENA WINE CAFE,SACRAMENTO,Sacramento,,4271 TRUXEL RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SELLAND'S MARKET CAFE,SACRAMENTO,Sacramento,,5340 & 5362 H ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SELLAND'S MARKET-CAFE,SACRAMENTO,Sacramento,,915 BROADWAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SELLANDS MARKET CAFE,SACRAMENTO,Sacramento,,5340 H ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SERV-RITE MARKET,SACRAMENTO,Sacramento,,3994 2ND AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SF SUPERMARKET,SACRAMENTO,Sacramento,,4562 MACK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SF SUPERMARKET INC,SACRAMENTO,Sacramento,,6930 65TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHOP BY RENDEZ-VOUS WINERY  THE,SACRAMENTO,Sacramento,,2025 16TH ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHOPPERS MARKET,SACRAMENTO,Sacramento,,1400 G ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SHORT STOP FOOD AND LIQUOR,SACRAMENTO,Sacramento,,9545 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SIAM RESTAURANT,SACRAMENTO,Sacramento,,5100 FRANKLIN BLVD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SIZZLER RESTAURANT,SACRAMENTO,Sacramento,,2901 ADVANTAGE WAY,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SKY DEVIL WINES,SACRAMENTO,Sacramento,,3361 SIERRA OAKS DR,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SKY PARKWAY MARKET,SACRAMENTO,Sacramento,,5530 SKY PKWY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SMART & FINAL STORE #: 724,SACRAMENTO,Sacramento,,3315 NORTHGATE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SMASHBURGER,SACRAMENTO,Sacramento,,2565 FAIR OAKS BLVD.,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SMASHBURGER #1755,SACRAMENTO,Sacramento,,1600 ETHAN WAY,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SMILE MARKET 2,SACRAMENTO,Sacramento,,9545 FOLSOM BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOCALS TAVERN,SACRAMENTO,Sacramento,,5200 FOLSOM BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
SOCIAL NIGHTCLUB,SACRAMENTO,Sacramento,,1000 K ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOKU RAMEN & JUICE BAR,SACRAMENTO,Sacramento,,1221 ALHAMBRA BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
SOUTH AREA MARKET,SACRAMENTO,Sacramento,,5220 FRUITRIDGE RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SOUTH VILLA RESTAURANT,SACRAMENTO,Sacramento,,7223 55TH ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SOUTHERN SOUL RESTAURANT,SACRAMENTO,Sacramento,,1901 EL CAMINO AVE,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SOUTHSIDE MARKET,SACRAMENTO,Sacramento,,601 T ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPECIAL FOOD MARKET,SACRAMENTO,Sacramento,,4614 MARTIN LUTHER KING JR BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPIRIT KINGS LIQUOR - NORTHGATE,SACRAMENTO,Sacramento,,3315 NORTHGATE BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPIRIT KINGS LIQUOR - W. EL CAMINO,SACRAMENTO,Sacramento,,1508 W EL CAMINO AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPOTO WINES,SACRAMENTO,Sacramento,,3630 MEADOW LN,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPROUTS FARMERS MARKET #434,SACRAMENTO,Sacramento,,2735 MARCONI AVE,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SPROUTS FARMERS MARKETS #422,SACRAMENTO,Sacramento,,2810 DEL PASO RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STAGECOACH RESTAURANT,SACRAMENTO,Sacramento,,4365 FLORIN RD,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
STANFORD MARKET,SACRAMENTO,Sacramento,,3404 MARTIN LUTHER KING JR BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STAR KTV LOUNGE,SACRAMENTO,Sacramento,,4543 FREEPORT BLVD,Bar,ABC License,INDEPENDENT,N/A,HIGH
STEAMERS BAKERY & CAFE,SACRAMENTO,Sacramento,,101 K ST,Restaurant,ABC License,INDEPENDENT,N/A,HIGH
STEVES PIZZA EAST SAC,SACRAMENTO,Sacramento,,3700 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STOP 1 LIQUOR,SACRAMENTO,Sacramento,,4415 ELKHORN BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STOP N SAVE LIQUOR & FOOD,SACRAMENTO,Sacramento,,4709 FLORIN RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STORE #1011,SACRAMENTO,Sacramento,,8908 ELDER CREEK RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
STREETS PUB AND GRUB,SACRAMENTO,Sacramento,,1804 J ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUKI SUSHI,SACRAMENTO,Sacramento,,7311 W STOCKTON BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUN UP MARKET,SACRAMENTO,Sacramento,,2620 T ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUNFLOWER FARMERS MARKETS LLC,SACRAMENTO,Sacramento,,4408 DEL RIO RD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUNLAND LIQUORS,SACRAMENTO,Sacramento,,2000 DEL PASO BLVD,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUNNYSIDE BREAKFAST & ASIAN FUSION,SACRAMENTO,Sacramento,,1221 19TH ST,Asian Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SUPER 7 FOOD & LIQUOR,SACRAMENTO,Sacramento,,9689 FOLSOM BLVD UT A,Food Service,ABC License,INDEPENDENT,N/A,HIGH
SUPER TACO,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Mexican Restaurant,ABC License,INDEPENDENT,N/A,HIGH
SUPER X MARKET,SACRAMENTO,Sacramento,,2711 FAIRFIELD ST,Food Service,ABC License,INDEPENDENT,N/A,HIGH
