Business Name,City,County,Phone,Address,Business Type,Source,Chain Status
CHANGS MONGOLIAN GRILL LLC,FOLSOM,Sacramento,,631 & 633 E BIDWELL,Food Service,ABC License Data,INDEPENDENT
CHARLES FOOD MARKET,SACRAMENTO,Sacramento,,2684 18TH ST,Food Service,ABC License Data,INDEPENDENT
CHARM THAI,SACRAMENTO,Sacramento,,711 56TH ST,Asian Restaurant,ABC License Data,INDEPENDENT
CHASERS SPORTS BAR,SACRAMENTO,Sacramento,,5412 MADISON AVE,Bar,ABC License Data,INDEPENDENT
CHASING CAROLINE RESTAURANT,SACRAMENTO,Sacramento,,925 3RD ST,Restaurant,ABC License Data,INDEPENDENT
CHEEMA FOOD & LIQUOR,SACRAMENTO,Sacramento,,1530 AUBURN BLVD,Food Service,ABC License Data,INDEPENDENT
CHEF FRANK JAPANESE CUISINE,SACRAMENTO,Sacramento,,2281 DEL PASO RD,Food Service,ABC License Data,INDEPENDENT
CHERRY ISLAND GRILL,ELVERTA,Sacramento,,2360 ELVERTA RD,Food Service,ABC License Data,INDEPENDENT
CHEZ LUC'S FRENCH CAFE,SACRAMENTO,Sacramento,,650 FULTON AVE,Restaurant,ABC License Data,INDEPENDENT
CHHUN'S SUPERMARKET,SACRAMENTO,Sacramento,,6701 FRANKLIN BLVD,Food Service,ABC License Data,INDEPENDENT
CHICAGO'S PIZZA WITH A TWIST,SACRAMENTO,Sacramento,,4391 GATEWAY PARK BLVD,Food Service,ABC License Data,INDEPENDENT
CHICAGOS PIZZA WITH A TWIST,FOLSOM,Sacramento,,1750 PRAIRIE CITY RD,Food Service,ABC License Data,INDEPENDENT
CHIDO RESTAURANT BAR,SACRAMENTO,Sacramento,,610 W EL CAMINO AVE,Bar,ABC License Data,INDEPENDENT
CHILIS GRILL & BAR,ELK GROVE,Sacramento,,7410 LAGUNA BLVD,Bar,ABC License Data,INDEPENDENT
CHILIS GRILL & BAR,FOLSOM,Sacramento,,161 IRON POINT RD,Bar,ABC License Data,INDEPENDENT
CHILIS GRILL & BAR,RANCHO CORDOVA,Sacramento,,3199 ZINFANDEL DR,Bar,ABC License Data,INDEPENDENT
CHILIS GRILL & BAR 0881,SACRAMENTO,Sacramento,,3870 TRUXEL RD,Bar,ABC License Data,INDEPENDENT
CHILIS HAMBURGER GRILL AND BAR,FAIR OAKS,Sacramento,,5303 SUNRISE BLVD,Bar,ABC License Data,INDEPENDENT
CHIMA LIQUOR STORE,SACRAMENTO,Sacramento,,5049 FRANKLIN BLVD,Food Service,ABC License Data,INDEPENDENT
CHIPOTLE MEXICAN GRILL,CITRUS HEIGHTS,Sacramento,,5851 SUNRISE BLVD A6,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL,ELK GROVE,Sacramento,,7440 LAGUNA BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL,FOLSOM,Sacramento,,2379 IRON POINT RD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL,RANCHO CORDOVA,Sacramento,,2878 ZINFANDEL DR,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL,SACRAMENTO,Sacramento,,1831 CAPITOL AVE,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL # 176,SACRAMENTO,Sacramento,,2517 FAIR OAKS BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL # 191,FOLSOM,Sacramento,,1001 E BIDWELL ST,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL # 200,SACRAMENTO,Sacramento,,1729 HOWE AVE,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE # 2472,RANCHO CORDOVA,Sacramento,,2350 SUNRISE BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE # 2846,FAIR OAKS,Sacramento,,5223 HAZEL AVE,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE # 2998,SACRAMENTO,Sacramento,,8124 DELTA SHORES CIR,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #04-5473,NORTH HIGHLANDS,Sacramento,,4801 WATT AVE,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #1154,SACRAMENTO,Sacramento,,3328 EL CAMINO AVE,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #2158,SACRAMENTO,Sacramento,,5738 FOLSOM BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #3162,SACRAMENTO,Sacramento,,2800 DEL PASO RD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #3472,SACRAMENTO,Sacramento,,615 DAVID J STERN WALK,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #4155,RANCHO CORDOVA,Sacramento,,4001 SUNRISE BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #4277,SACRAMENTO,Sacramento,,2650 ARENA BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #4311,ELK GROVE,Sacramento,,7450 ELK GROVE BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #5486,SACRAMENTO,Sacramento,,2795 FULTON AVE,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #745,SACRAMENTO,Sacramento,,3302 ARDEN WAY,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #: 3227,SACRAMENTO,Sacramento,,1601 BROADWAY,Mexican Restaurant,ABC License Data,CHAIN
CHIPOTLE MEXICAN GRILL STORE #: 3288,ELK GROVE,Sacramento,,4730 ELK GROVE BLVD,Mexican Restaurant,ABC License Data,CHAIN
CHOICE FOOD & LIQUOR,SACRAMENTO,Sacramento,,2103 P ST,Food Service,ABC License Data,INDEPENDENT
CHRONICLE MARKET,SACRAMENTO,Sacramento,,5399 FRUITRIDGE RD,Food Service,ABC License Data,INDEPENDENT
CHURCHILL ARMS PUB,FOLSOM,Sacramento,,649 E BIDWELL ST,Food Service,ABC License Data,INDEPENDENT
CILANTROS RESTAURANT,SACRAMENTO,Sacramento,,705 J ST,Restaurant,ABC License Data,INDEPENDENT
CINCH BAR THE,SACRAMENTO,Sacramento,,8003 FLORIN RD,Bar,ABC License Data,INDEPENDENT
CIRCLE 6 FOOD STORE,SACRAMENTO,Sacramento,,739 ARDEN WY,Food Service,ABC License Data,INDEPENDENT
CIRCLE 7 FOOD AND LIQUOR,SACRAMENTO,Sacramento,,7601 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
CIRCLE K FOOD STORE 955,FOLSOM,Sacramento,,95 NATOMA ST,Food Service,ABC License Data,INDEPENDENT
CIROS GOURMET PIZZA,CITRUS HEIGHTS,Sacramento,,7521 OLD AUBURN RD,Food Service,ABC License Data,INDEPENDENT
CIROS PIZZA,FOLSOM,Sacramento,,1300 E BIDWELL #120,Food Service,ABC License Data,INDEPENDENT
CITIZEN PUBLIC HOUSE,SACRAMENTO,Sacramento,,1201 J ST  STE 100,Food Service,ABC License Data,INDEPENDENT
CITY FOOD & LIQUOR,SACRAMENTO,Sacramento,,7121 FRANKLIN BLVD,Food Service,ABC License Data,INDEPENDENT
CITY LIQUOR & FOOD,SACRAMENTO,Sacramento,,7595 FRANKLIN BLVD,Food Service,ABC License Data,INDEPENDENT
CITY MARKET,CITRUS HEIGHTS,Sacramento,,6825 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
CLAY OVEN INDIAN CUISINE,ORANGEVALE,Sacramento,,8807 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
CLUB 2 ME,SACRAMENTO,Sacramento,,4738 J ST,Food Service,ABC License Data,INDEPENDENT
CLUB RAVEN,SACRAMENTO,Sacramento,,3246 J ST,Food Service,ABC License Data,INDEPENDENT
CLUBHOUSE,CARMICHAEL,Sacramento,,5150 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
CLUBHOUSE 56,SACRAMENTO,Sacramento,,723 56TH ST,Food Service,ABC License Data,INDEPENDENT
CLUBHOUSE AT HERITAGE PARK,SACRAMENTO,Sacramento,,2481 HERITAGE PARK LN,Food Service,ABC License Data,INDEPENDENT
CO DO DELI,SACRAMENTO,Sacramento,,6665 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
COCOMILK CAFE,SACRAMENTO,Sacramento,,6519 SAVINGS PL,Restaurant,ABC License Data,INDEPENDENT
COFFEE REPUBLIC,FOLSOM,Sacramento,,6610 FOLSOM AUBURN RD,Food Service,ABC License Data,INDEPENDENT
COLOMA FOOD & LIQUOR,RANCHO CORDOVA,Sacramento,,11082 COLOMA RD,Food Service,ABC License Data,INDEPENDENT
COMFORT MARKET,SACRAMENTO,Sacramento,,2800 RIO LINDA BLVD,Food Service,ABC License Data,INDEPENDENT
COMPADRES GRILL & BAR,GALT,Sacramento,,10400 TWIN CITIES RD,Bar,ABC License Data,INDEPENDENT
COMPADRES MARKET,GALT,Sacramento,,502 C ST,Food Service,ABC License Data,INDEPENDENT
COMPLEX GRILL,SACRAMENTO,Sacramento,,3450 LONGVIEW DR,Food Service,ABC License Data,INDEPENDENT
COMPTON HOLIDAY MARKET,SACRAMENTO,Sacramento,,4065 MCKINLEY BLVD,Food Service,ABC License Data,INDEPENDENT
CON AZUCAR CAFE,SACRAMENTO,Sacramento,,630 K ST,Restaurant,ABC License Data,INDEPENDENT
CORDELINA WINE COMPANY,GOLD RIVER,Sacramento,,11344 COLOMA RD,Food Service,ABC License Data,INDEPENDENT
CORDOVA FOOD & LIQUOR,RANCHO CORDOVA,Sacramento,,10469 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
CORDOVA KTV CAFE LLC,SACRAMENTO,Sacramento,,9721 FOLSOM BLVD,Restaurant,ABC License Data,INDEPENDENT
CORIANDER VIETNAMESE RESTAURANT,SACRAMENTO,Sacramento,,1899 ALHAMBRA BLVD,Restaurant,ABC License Data,INDEPENDENT
CORNER SPOT KARAOKE LECAFE,CITRUS HEIGHTS,Sacramento,,6432 TUPELO DR,Restaurant,ABC License Data,INDEPENDENT
CORNER TAVERN & GRILL,FOLSOM,Sacramento,,700 GLENN DR,Bar,ABC License Data,INDEPENDENT
CORNERSTONE REDLIGHT  REDLIGHT LOUNGE,SACRAMENTO,Sacramento,,2326 J ST,Bar,ABC License Data,INDEPENDENT
CORTI BROS MARKET,SACRAMENTO,Sacramento,,5810 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
COST PLUS WORLD MARKET,CITRUS HEIGHTS,Sacramento,,6191 SUNRISE BLVD,Food Service,ABC License Data,CHAIN
COST PLUS WORLD MARKET,ELK GROVE,Sacramento,,9680 BRUCEVILLE RD,Food Service,ABC License Data,CHAIN
COST PLUS WORLD MARKET,FOLSOM,Sacramento,,2797 E BIDWELL ST,Food Service,ABC License Data,CHAIN
COST PLUS WORLD MARKET,SACRAMENTO,Sacramento,,3621 N FREEWAY BLVD,Food Service,ABC License Data,CHAIN
COUNTRY CLUB CINEMA,SACRAMENTO,Sacramento,,2405 BUTANO DR,Food Service,ABC License Data,INDEPENDENT
COURT LIQUOR,SACRAMENTO,Sacramento,,6225 FRANKLIN BLVD,Food Service,ABC License Data,INDEPENDENT
COURTLAND MARKET,COURTLAND,Sacramento,,11711 RIVER RD,Food Service,ABC License Data,INDEPENDENT
COZI WINES,CITRUS HEIGHTS,Sacramento,,8445 JONQUIL WAY,Food Service,ABC License Data,INDEPENDENT
CRAB CITY RESTAURANT AND DESSERTS,SACRAMENTO,Sacramento,,7837 STOCKTON BLVD,Restaurant,ABC License Data,INDEPENDENT
CRAZY SUSHI,ELK GROVE,Sacramento,,7419 LAGUNA BLVD,Food Service,ABC License Data,INDEPENDENT
CREASIAN FUSION,ELK GROVE,Sacramento,,9163 E STOCKTON BLVD,Asian Restaurant,ABC License Data,INDEPENDENT
CREOLE SOUL RESTAURANT & BAR OAKLAND,SACRAMENTO,Sacramento,,2026 BROADWAY,Bar,ABC License Data,INDEPENDENT
CREPES & BURGER,FAIR OAKS,Sacramento,,6720 MADISON AVE,Food Service,ABC License Data,INDEPENDENT
CREPES AND BURGERS,CITRUS HEIGHTS,Sacramento,,8000 AUBURN BLVD,Food Service,ABC License Data,INDEPENDENT
CREST THEATER EMPRESS TAVERN,SACRAMENTO,Sacramento,,1013 K ST,Bar,ABC License Data,INDEPENDENT
CUATRO AMIGOS MEXICAN GRILL,SACRAMENTO,Sacramento,,2610 GATEWAY OAKS DR,Mexican Restaurant,ABC License Data,INDEPENDENT
CURRY CLUB,FOLSOM,Sacramento,,196 BLUE RAVINE RD,Food Service,ABC License Data,INDEPENDENT
CURRY PIZZA HOUSE,ELK GROVE,Sacramento,,5640 WHITELOCK PKWY,Food Service,ABC License Data,INDEPENDENT
CURRY PIZZA HOUSE,FOLSOM,Sacramento,,1010 RILEY ST,Food Service,ABC License Data,INDEPENDENT
CURRYPIZZAHOUSE,SACRAMENTO,Sacramento,,4261 TRUXEL RD,Food Service,ABC License Data,INDEPENDENT
CURTIS PARK MARKET,SACRAMENTO,Sacramento,,2703 24TH ST,Food Service,ABC License Data,INDEPENDENT
CUTLERS FAMILY LIQUOR,ELK GROVE,Sacramento,,8681 ELK CREEK COURT,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 1825,ELK GROVE,Sacramento,,5040 LAGUNA BLVD,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 2290,SACRAMENTO,Sacramento,,1587 W EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 3022,GALT,Sacramento,,1063 C ST,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 3066,SACRAMENTO,Sacramento,,8351 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 3943,SACRAMENTO,Sacramento,,5039 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 3950,FOLSOM,Sacramento,,2790 E BIDWELL ST,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 4151,SACRAMENTO,Sacramento,,2050 CLUB CENTER DR,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 5225,SACRAMENTO,Sacramento,,2636 MARCONI AVE,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 9132,ELK GROVE,Sacramento,,9285 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 9199,FAIR OAKS,Sacramento,,5420 DEWEY DR,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 9809,CARMICHAEL,Sacramento,,4959 MARCONI AVE,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 9923,FOLSOM,Sacramento,,1005 E BIDWELL ST,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 9972,SACRAMENTO,Sacramento,,7465 RUSH RIVER DR,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 9980,FOLSOM,Sacramento,,9479 MADISON AVE,Food Service,ABC License Data,INDEPENDENT
DADS KITCHEN,FAIR OAKS,Sacramento,,8928 SUNSET AVE,Food Service,ABC License Data,INDEPENDENT
DADS SANDWICHES,SACRAMENTO,Sacramento,,1310 S ST,Food Service,ABC License Data,INDEPENDENT
DAIKON KOREAN BBQ,SACRAMENTO,Sacramento,,3636 N FREEWAY BLVD,Food Service,ABC License Data,INDEPENDENT
DANTE CLUB OF SACRAMENTO,SACRAMENTO,Sacramento,,2330 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
DAT THANH RESTAURANT,SACRAMENTO,Sacramento,,5035 FRUITRIDGE RD,Restaurant,ABC License Data,INDEPENDENT
DAWES WINE & SPIRITS,RANCHO CORDOVA,Sacramento,,2724 DAWES ST,Food Service,ABC License Data,INDEPENDENT
DEJACKS COUNTRY STORE,ISLETON,Sacramento,,107 2ND ST,Food Service,ABC License Data,INDEPENDENT
DEL PASO COUNTRY CLUB,SACRAMENTO,Sacramento,,3333 MARCONI AVE,Food Service,ABC License Data,INDEPENDENT
DEL VALLE SUPERMARKET,SACRAMENTO,Sacramento,,7870 FLORIN RD,Food Service,ABC License Data,INDEPENDENT
DEL'S PIZZA,FAIR OAKS,Sacramento,,11711 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
DELTA BAY CLUB,ISLETON,Sacramento,,922 W BRANNAN ISLAND RD,Food Service,ABC License Data,INDEPENDENT
DELTA BREEZE WINERY,COURTLAND,Sacramento,,12749 RIVER RD,Food Service,ABC License Data,INDEPENDENT
DELTA FARMERS MARKET,ISLETON,Sacramento,,2510 STATE HIGHWAY 12,Food Service,ABC License Data,INDEPENDENT
DESI PIZZA & WINGS,CARMICHAEL,Sacramento,,9045 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
DESI PIZZA BITES,FOLSOM,Sacramento,,299 IRON POINT RD,Food Service,ABC License Data,INDEPENDENT
DILLARD STORE,WILTON,Sacramento,,9797 DILLARD RD,Food Service,ABC License Data,INDEPENDENT
DISCOUNT LIQUOR,SACRAMENTO,Sacramento,,5225 ELKHORN BLVD,Food Service,ABC License Data,INDEPENDENT
DISCOUNT LIQUOR & CIGARETTE,RIO VISTA,Sacramento,,610 HWY 12,Food Service,ABC License Data,INDEPENDENT
DISCOUNT LIQUOR & CIGARETTES,SACRAMENTO,Sacramento,,4631 FREEPORT BLVD,Food Service,ABC License Data,INDEPENDENT
DISCOUNT LIQUOR MINI MARKET,CITRUS HEIGHTS,Sacramento,,7339 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
DISCOUNT LIQUORS & FOOD,SACRAMENTO,Sacramento,,7725 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
DIVE BAR,SACRAMENTO,Sacramento,,1016 K ST,Bar,ABC License Data,INDEPENDENT
DIVIDED SKY TAVERN,FAIR OAKS,Sacramento,,4894 SAN JUAN AVE,Bar,ABC License Data,INDEPENDENT
DIVINA COLOMBIAN CAFE & LATIN AMERICAN RESTAURANT,SACRAMENTO,Sacramento,,6201 FRANKLIN BLVD,Restaurant,ABC License Data,INDEPENDENT
DOCO MARKET,SACRAMENTO,Sacramento,,6900 AIRPORT BLVD,Food Service,ABC License Data,INDEPENDENT
DOLLAR TREE STORE 1201,NORTH HIGHLANDS,Sacramento,,3661 ELKHORN BLVD,Food Service,ABC License Data,INDEPENDENT
DOLLAR TREE STORE 1213,ELK GROVE,Sacramento,,8696 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
DOLLAR TREE STORE 1229,SACRAMENTO,Sacramento,,7020 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
DOLLAR TREE STORE 1268,FAIR OAKS,Sacramento,,8852 MADISON AVE,Food Service,ABC License Data,INDEPENDENT
DOMA KOREAN RESTAURANT,SACRAMENTO,Sacramento,,9521 FOLSOM BLVD,Restaurant,ABC License Data,INDEPENDENT
DON QUIXOTES MEXICAN GRILL,SACRAMENTO,Sacramento,,2648 WATT AVE,Mexican Restaurant,ABC License Data,INDEPENDENT
DOS COYOTES BORDER CAFE,CITRUS HEIGHTS,Sacramento,,5450 SUNRISE BLVD,Restaurant,ABC License Data,INDEPENDENT
DOS COYOTES BORDER CAFE,ELK GROVE,Sacramento,,8519 BOND RD,Restaurant,ABC License Data,INDEPENDENT
DOS COYOTES BORDER CAFE,FOLSOM,Sacramento,,13385 FOLSOM BLVD,Restaurant,ABC License Data,INDEPENDENT
DOS COYOTES BORDER CAFE,SACRAMENTO,Sacramento,,1735 ARDEN WAY,Restaurant,ABC License Data,INDEPENDENT
DOS COYOTOES BORDER CAFE,FOLSOM,Sacramento,,13385 FOLSOM BLVD,Restaurant,ABC License Data,INDEPENDENT
DOUBLE SHOT LIQUOR,CITRUS HEIGHTS,Sacramento,,6073 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
DRY CREEK RANCH GOLF CLUB INC,GALT,Sacramento,,805 CRYSTAL WAY,Food Service,ABC License Data,INDEPENDENT
DRY CREEK U SAVE LIQUOR,GALT,Sacramento,,630 C ST,Food Service,ABC License Data,INDEPENDENT
DUMPLING KING ASIAN CUISINE,SACRAMENTO,Sacramento,,1118 16TH ST,Asian Restaurant,ABC License Data,INDEPENDENT
DYNASTY KTV AND CAFE,SACRAMENTO,Sacramento,,6833 STOCKTON BLVD,Restaurant,ABC License Data,INDEPENDENT
EAGLE GAS & LIQUOR,SACRAMENTO,Sacramento,,4646 EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
EAST PATIO MEXICANO INC,SACRAMENTO,Sacramento,,5100 FOLSOM BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
EAT A PITA MEDITERRANEAN GRILL,RANCHO CORDOVA,Sacramento,,3101 ZINFANDEL DR,Food Service,ABC License Data,INDEPENDENT
EBISU JAPANESE CUISINE & BAR,ELK GROVE,Sacramento,,2513 W TARON CT,Bar,ABC License Data,INDEPENDENT
ECO LIQUOR & FOOD,RANCHO CORDOVA,Sacramento,,10599 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
ECONOMY LIQUOR & FOOD,SACRAMENTO,Sacramento,,6685 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
ED'S MARKET,SACRAMENTO,Sacramento,,2600 C ST,Food Service,ABC License Data,INDEPENDENT
EDOKKO JAPANESE RESTAURANT,SACRAMENTO,Sacramento,,358 FLORIN RD,Restaurant,ABC License Data,INDEPENDENT
EIGHTY OAKS WINERY,ELK GROVE,Sacramento,,8111 SLOUGHHOUSE RD,Food Service,ABC License Data,INDEPENDENT
EL BALCON BAR TAQUERIA,FAIR OAKS,Sacramento,,11773 FAIR OAKS BLVD,Bar,ABC License Data,INDEPENDENT
EL CAMINO MARKET,SACRAMENTO,Sacramento,,1010 EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
EL CAPITAN RESTAURANT,ISLETON,Sacramento,,15460 STATE HIGHWAY 160,Restaurant,ABC License Data,INDEPENDENT
EL FORASTERO MEXICAN FOOD,SACRAMENTO,Sacramento,,850 EL CAMINO AVE,Mexican Restaurant,ABC License Data,INDEPENDENT
EL FORASTERO MEXICAN FOOD #2,SACRAMENTO,Sacramento,,8949 FOLSOM BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
EL GALLO RESTAURANT,RANCHO MURIETA,Sacramento,,7277 LONE PINE DR,Restaurant,ABC License Data,INDEPENDENT
EL IZOTE RESTAURANT LLC,SACRAMENTO,Sacramento,,5650 POWER INN RD,Restaurant,ABC License Data,INDEPENDENT
EL MESON DEL SOL MEXICAN GRILL,SACRAMENTO,Sacramento,,8325 ELK GROVE FLORIN RD,Mexican Restaurant,ABC License Data,INDEPENDENT
EL NOVILLERO RESTAURANT,SACRAMENTO,Sacramento,,4216 FRANKLIN BLVD,Restaurant,ABC License Data,INDEPENDENT
EL PALMAR MEXICAN RESTAURANT,CARMICHAEL,Sacramento,,2452 MISSION AVE,Mexican Restaurant,ABC License Data,INDEPENDENT
EL PUERTO RESTAURANT,RANCHO CORDOVA,Sacramento,,10851 FOLSOM BLVD,Restaurant,ABC License Data,INDEPENDENT
EL PUESTO COCINA AND LOUNGE,SACRAMENTO,Sacramento,,7521 W STOCKTON BLVD,Bar,ABC License Data,INDEPENDENT
EL RANCHO GRANDE MARKET & VIDEO,ISLETON,Sacramento,,24 MAIN ST,Food Service,ABC License Data,INDEPENDENT
EL RINCON RESTAURANT,SACRAMENTO,Sacramento,,3030 T ST,Restaurant,ABC License Data,INDEPENDENT
EL RONCO RESTAURANT INC,SACRAMENTO,Sacramento,,6666 STOCKTON BLVD,Restaurant,ABC License Data,INDEPENDENT
EL SUPER TACO,SACRAMENTO,Sacramento,,6200 MACK RD,Mexican Restaurant,ABC License Data,INDEPENDENT
EL TAPATIO MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3521 TRUXEL RD,Mexican Restaurant,ABC License Data,INDEPENDENT
EL TITO KITCHEN,SACRAMENTO,Sacramento,,2330 ARDEN WAY,Food Service,ABC License Data,INDEPENDENT
ELDER CREEK MARKET,SACRAMENTO,Sacramento,,7033 ELDER CREEK RD,Food Service,ABC License Data,INDEPENDENT
ELIXIR BAR & GRILL,SACRAMENTO,Sacramento,,1815 10TH ST,Bar,ABC License Data,INDEPENDENT
ELK GROVE DISCOUNT WINE & LIQUOR,ELK GROVE,Sacramento,,9358 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
ELK GROVE GOLF STUDIO,ELK GROVE,Sacramento,,9105 LAGUNA MAIN ST,Food Service,ABC License Data,INDEPENDENT
ELK GROVE SPORTS BAR,ELK GROVE,Sacramento,,9661 ELK GROVE FLORIN RD C,Bar,ABC License Data,INDEPENDENT
ELLA DINING ROOM AND BAR,SACRAMENTO,Sacramento,,1131 K ST,Bar,ABC License Data,INDEPENDENT
ELVERTA FOOD AND LIQUOR,ELVERTA,Sacramento,,8008 DUTCH HAVEN BLVD,Food Service,ABC License Data,INDEPENDENT
ELVERTA MARKET,ELVERTA,Sacramento,,7835 RIO LINDA BLVD,Food Service,ABC License Data,INDEPENDENT
EMBER KOREAN BBQ,ELK GROVE,Sacramento,,9163 E STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
EMERALD LAKES GOLF COURSE,ELK GROVE,Sacramento,,10651 E STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
EMPIRE FOOD AND LIQUOR,CITRUS HEIGHTS,Sacramento,,7340 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
EMPIRE RANCH GOLF CLUB,FOLSOM,Sacramento,,1620 E NATOMA ST,Food Service,ABC License Data,INDEPENDENT
ERICAS CAFE,CITRUS HEIGHTS,Sacramento,,7451 GREENBACK LN,Restaurant,ABC License Data,INDEPENDENT
ERIK'S DELICAFE OF FOLSOM,FOLSOM,Sacramento,,411 BLUE RAVINE RD,Restaurant,ABC License Data,INDEPENDENT
ERNESTOS MEXICAN FOOD,SACRAMENTO,Sacramento,,1901 16TH ST,Mexican Restaurant,ABC License Data,INDEPENDENT
ERNIES LIQUOR,SACRAMENTO,Sacramento,,5735 HILLSDALE BLVD,Food Service,ABC License Data,INDEPENDENT
ESCAPE LOUNGE,SACRAMENTO,Sacramento,,6850 AIRPORT BLVD,Bar,ABC License Data,INDEPENDENT
ESMERALDA'S CAFE,SACRAMENTO,Sacramento,,5825 MADISON AVE,Restaurant,ABC License Data,INDEPENDENT
ESTATE WINE AND SPIRITS,GOLD RIVER,Sacramento,,11344 COLOMA RD,Food Service,ABC License Data,INDEPENDENT
EVER AFTER WINE,ELK GROVE,Sacramento,,9639 E STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
EXOTIC WINE CLUB,SACRAMENTO,Sacramento,,836 57TH ST  STE 120,Food Service,ABC License Data,INDEPENDENT
EXPRESS FOOD & LIQUOR,FAIR OAKS,Sacramento,,5333 DEWEY DR,Food Service,ABC License Data,INDEPENDENT
EXPRESS SUSHI & TERIYAKI,RANCHO CORDOVA,Sacramento,,10113 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
EZ MART LIQUOR,CITRUS HEIGHTS,Sacramento,,7800 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
FABULIST PIZZA,SACRAMENTO,Sacramento,,3269 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
