Business Name,City,County,Phone,Address,Business Type,Source,Chain Status
FAIR OAKS BREW PUB,FAIR OAKS,Sacramento,,7988 CALIFORNIA AVE,Food Service,ABC License Data,INDEPENDENT
FAIR OAKS COFFEE HOUSE & DELI,FAIR OAKS,Sacramento,,10223 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
FAIR OAKS LIQUOR BARN,CARMICHAEL,Sacramento,,7820 FAIR OAKS BLVD UNIT C,Bar,ABC License Data,INDEPENDENT
FAIR OAKS MARKET,CARMICHAEL,Sacramento,,6306 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
FAMILY MARKET,SACRAMENTO,Sacramento,,4310 73RD ST,Food Service,ABC License Data,INDEPENDENT
FAMOUS BURGERS & BREW,RANCHO CORDOVA,Sacramento,,3101 ZINFANDEL DR,Food Service,ABC License Data,INDEPENDENT
FAR EAST CAFE,SACRAMENTO,Sacramento,,5014 FREEPORT BLVD,Restaurant,ABC License Data,INDEPENDENT
FARMER COUNTRY MARKET,CITRUS HEIGHTS,Sacramento,,7672 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
FAST STOP FOOD STORE,SACRAMENTO,Sacramento,,750 46TH ST,Food Service,ABC License Data,INDEPENDENT
FAT DUCKS PIZZA,SACRAMENTO,Sacramento,,7925 BRUCEVILLE RD,Food Service,ABC License Data,INDEPENDENT
FAT LOU'S CAFE & TAQUERIA,WALNUT GROVE,Sacramento,,14147 RIVER RD,Restaurant,ABC License Data,INDEPENDENT
FATBURGER,ELK GROVE,Sacramento,,4720 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
FATS ASIA BISTRO & DIM SUM BAR,FOLSOM,Sacramento,,2585 IRON POINT RD,Bar,ABC License Data,INDEPENDENT
FD247 MARKET INC,FOLSOM,Sacramento,,7620 FOLSOM AUBURN RD,Food Service,ABC License Data,INDEPENDENT
FELICITA WINE COMPANY,ELK GROVE,Sacramento,,9504 HUTTON DR,Food Service,ABC License Data,INDEPENDENT
FELICITA WINE COMPANY,SACRAMENTO,Sacramento,,1015 2ND ST,Food Service,ABC License Data,INDEPENDENT
FELIPES MEXICAN RESTAURANT,CITRUS HEIGHTS,Sacramento,,7959 AUBURN BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
FIELD HOUSE AMERICAN SPORTS PUB  THE,SACRAMENTO,Sacramento,,1833 FULTON AVE,Food Service,ABC License Data,INDEPENDENT
FINNEGANS PUB,SACRAMENTO,Sacramento,,1030 2ND ST,Food Service,ABC License Data,INDEPENDENT
FIRE WINGS,ANTELOPE,Sacramento,,4400 ELVERTA RD,Food Service,ABC License Data,INDEPENDENT
FIRE WINGS,FAIR OAKS,Sacramento,,5350 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
FIRE WINGS,SACRAMENTO,Sacramento,,8785 CENTER PKWY,Food Service,ABC License Data,INDEPENDENT
FIRE WINGS HOWE,SACRAMENTO,Sacramento,,1229 HOWE AVE,Food Service,ABC License Data,INDEPENDENT
FIREFLY LOUNGE,SACRAMENTO,Sacramento,,1443 FULTON AVE,Bar,ABC License Data,INDEPENDENT
FISH & THINGS POKE BAR,ELK GROVE,Sacramento,,7423 LAGUNA BLVD,Bar,ABC License Data,INDEPENDENT
FIVE STAR LIQUOR,FOLSOM,Sacramento,,332 E BIDWELL ST,Food Service,ABC License Data,INDEPENDENT
FLAME CLUB,SACRAMENTO,Sacramento,,2130 16TH ST,Food Service,ABC License Data,INDEPENDENT
FLAMING GRILL,SACRAMENTO,Sacramento,,2380 WATT AVE,Food Service,ABC License Data,INDEPENDENT
FLAMINGO LOUNGE  THE,RIO VISTA,Sacramento,,110 MAIN ST,Bar,ABC License Data,INDEPENDENT
FLATLAND WINE COMPANY,ELK GROVE,Sacramento,,9654 BRADSHAW RD,Food Service,ABC License Data,INDEPENDENT
FLATSTICK PUB,SACRAMENTO,Sacramento,,630 K ST,Food Service,ABC License Data,INDEPENDENT
FLOREZ BAR & GRILL,SACRAMENTO,Sacramento,,5900 S LAND PARK DR,Bar,ABC License Data,INDEPENDENT
FOLSOM DAM BAR,FOLSOM,Sacramento,,97 NATOMA ST A,Bar,ABC License Data,INDEPENDENT
FOLSOM SUTTER CLUB,FOLSOM,Sacramento,,720 SUTTER ST,Food Service,ABC License Data,INDEPENDENT
FOLSOM TAP HOUSE SPORTS BAR,FOLSOM,Sacramento,,25005 BLUE RAVINE RD,Bar,ABC License Data,INDEPENDENT
FOLSOM THAI CUISINE,FOLSOM,Sacramento,,2371 IRON POINT RD,Asian Restaurant,ABC License Data,INDEPENDENT
FOLSOM WINE & SPIRITS,FOLSOM,Sacramento,,6606 FOLSOM AUBURN RD,Food Service,ABC License Data,INDEPENDENT
FORTUNE HOUSE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,1211 BROADWAY,Restaurant,ABC License Data,INDEPENDENT
FOUR BEARS WINERY,SACRAMENTO,Sacramento,,2277 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
FOUR OAKS MARKET,SACRAMENTO,Sacramento,,2140 GRAND AVE,Food Service,ABC License Data,INDEPENDENT
FOX & GOOSE PUBLIC HOUSE,SACRAMENTO,Sacramento,,1001 R ST,Food Service,ABC License Data,INDEPENDENT
FRANK FATS RESTAURANT,SACRAMENTO,Sacramento,,806 L ST,Restaurant,ABC License Data,INDEPENDENT
FRANKIE'S PIZZA,SACRAMENTO,Sacramento,,200 K ST,Food Service,ABC License Data,INDEPENDENT
FRANZESE WINE,RANCHO CORDOVA,Sacramento,,11346 SUNCO DR,Food Service,ABC License Data,INDEPENDENT
FREEPORT BAR & GRILL,SACRAMENTO,Sacramento,,8259 FREEPORT BLVD,Bar,ABC License Data,INDEPENDENT
FREEPORT MARKET,SACRAMENTO,Sacramento,,8101 FREEPORT BLVD,Food Service,ABC License Data,INDEPENDENT
FREEPORT WINE COUNTRY INN,SACRAMENTO,Sacramento,,8201 FREEPORT BLVD,Food Service,ABC License Data,INDEPENDENT
FREMONT MARKET,SACRAMENTO,Sacramento,,2330 N ST,Food Service,ABC License Data,INDEPENDENT
FUJI SUSHI BUFFET LLC,ELK GROVE,Sacramento,,8473 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
FUJIYA JAPANESE RESTAURANT,ELK GROVE,Sacramento,,9328 ELK GROVE BLVD,Restaurant,ABC License Data,INDEPENDENT
FULL STOP MARKET,RANCHO CORDOVA,Sacramento,,10069 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
FULTON PHO,SACRAMENTO,Sacramento,,3100 FULTON AVE,Food Service,ABC License Data,INDEPENDENT
G&G FOOD & LIQUOR STORE,FAIR OAKS,Sacramento,,9634 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
GALT MINI MART LIQUOR,GALT,Sacramento,,640 CAROL DR,Food Service,ABC License Data,INDEPENDENT
GAMI BURGER,CARMICHAEL,Sacramento,,5050 ARDEN WAY,Food Service,ABC License Data,INDEPENDENT
GAMIBURGER,SACRAMENTO,Sacramento,,2301 K ST,Food Service,ABC License Data,INDEPENDENT
GEN KOREAN BBQ HOUSE,SACRAMENTO,Sacramento,,1689 ARDEN WAY,Food Service,ABC License Data,INDEPENDENT
GENERAL STORE AND DELI,SACRAMENTO,Sacramento,,500 CAPITOL MALL,Food Service,ABC License Data,INDEPENDENT
GENKI KITCHEN,SACRAMENTO,Sacramento,,855 57TH ST,Food Service,ABC License Data,INDEPENDENT
GILL BRO'S MARKET,SACRAMENTO,Sacramento,,5219 ELKHORN BLVD,Food Service,ABC License Data,INDEPENDENT
GINZA EG JAPANESE CUISINE,ELK GROVE,Sacramento,,9624 BRUCEVILLE RD,Food Service,ABC License Data,INDEPENDENT
GINZA SUSHI & GRILLE,RIO LINDA,Sacramento,,440 ELKHORN BLVD,Food Service,ABC License Data,INDEPENDENT
GIOS CAFE & BREW,SACRAMENTO,Sacramento,,7850 STOCKTON BLVD,Restaurant,ABC License Data,INDEPENDENT
GIOVANNIS PIZZARIA,SACRAMENTO,Sacramento,,5924 S LAND PARK DR,Food Service,ABC License Data,INDEPENDENT
GK DISCOUNT LIQUOR,SACRAMENTO,Sacramento,,8484 FLORIN RD,Food Service,ABC License Data,INDEPENDENT
GO 4 PIZZA,RANCHO CORDOVA,Sacramento,,4036 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
GO 4 PIZZA,RANCHO MURIETA,Sacramento,,7195 MURIETA DR,Food Service,ABC License Data,INDEPENDENT
GOEMANS BAR,SACRAMENTO,Sacramento,,7123 FRANKLIN BLVD,Bar,ABC License Data,INDEPENDENT
GOGI KOREAN BBQ & HOT POT,ELK GROVE,Sacramento,,9660 BRUCEVILLE RD,Food Service,ABC License Data,INDEPENDENT
GOLD MINER CAFE,FOLSOM,Sacramento,,426 E BIDWELL,Restaurant,ABC License Data,INDEPENDENT
GOLD STAR SUPERMARKET,SACRAMENTO,Sacramento,,5815 STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
GOLDEN BOWLS MONGOLIAN BAR B Q,SACRAMENTO,Sacramento,,9529 FOLSOM BLVD,Bar,ABC License Data,INDEPENDENT
GOLDEN DRAGON RESTAURANT,ELK GROVE,Sacramento,,8470 ELK GROVE BLVD,Restaurant,ABC License Data,INDEPENDENT
GOLDEN DRAGON RESTAURANT,SACRAMENTO,Sacramento,,2800 BROADWAY UT 1,Restaurant,ABC License Data,INDEPENDENT
GOLDEN OAKS MARKET,SACRAMENTO,Sacramento,,3560 DEL PASO BLVD,Food Service,ABC License Data,INDEPENDENT
GOOD FRIENDS RESTAURANT,SACRAMENTO,Sacramento,,2600 GATEWAY OAKS DR,Restaurant,ABC License Data,INDEPENDENT
GRAND HOTPOT LOUNGE,SACRAMENTO,Sacramento,,2346 FLORIN RD,Bar,ABC License Data,INDEPENDENT
GRANITE'S SUBS & WINGS,CARMICHAEL,Sacramento,,5847 MANZANITA AVE UNIT A,Food Service,ABC License Data,INDEPENDENT
GRANLEES BAR & GRILL  THE GATE,RANCHO MURIETA,Sacramento,,7337 MURIETA DR,Bar,ABC License Data,INDEPENDENT
GRINDSTONE WINES @ NATOMAS CFM,SACRAMENTO,Sacramento,,2501 NEW MARKET DR,Food Service,ABC License Data,INDEPENDENT
GRUB THAI,SACRAMENTO,Sacramento,,524 12TH ST,Asian Restaurant,ABC License Data,INDEPENDENT
GURU FARMS MARKET,SACRAMENTO,Sacramento,,523 BROADWAY,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS  LLC STORE #3069,FAIR OAKS,Sacramento,,5361 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS  LLC STORE #3071,FOLSOM,Sacramento,,9881 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS  LLC STORE #3074,CARMICHAEL,Sacramento,,5049 MARCONI AVE,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS  LLC STORE #3075,SACRAMENTO,Sacramento,,4231 ARDEN WAY,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS  LLC STORE #3077,SACRAMENTO,Sacramento,,3300 BRADSHAW RD,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS  LLC STORE #3079,ELK GROVE,Sacramento,,8501 BOND RD,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS  LLC STORE#3072,FOLSOM,Sacramento,,1020 RILEY ST,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS LLC STORE #3068,ANTELOPE,Sacramento,,7966 WALERGA RD,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUCTS LLC STORE #3070,FAIR OAKS,Sacramento,,8900 MADISON AVE,Food Service,ABC License Data,INDEPENDENT
H&S ENERGY PRODUSCTS  LLC STORE #3076,RANCHO CORDOVA,Sacramento,,9680 BUSINESS PARK DR,Food Service,ABC License Data,INDEPENDENT
H&SENERGY PRODUCTS  LLC STORE #3078,SACRAMENTO,Sacramento,,9700 JACKSON RD,Food Service,ABC License Data,INDEPENDENT
HAGGIN OAKS GOLF COMPLEX,SACRAMENTO,Sacramento,,3645 FULTON AVE,Food Service,ABC License Data,INDEPENDENT
HANA TSUBAKI RESTAURANT,SACRAMENTO,Sacramento,,5006 J ST,Restaurant,ABC License Data,INDEPENDENT
HANFORD RANCH WINERY,GALT,Sacramento,,13200 LOLL RD,Food Service,ABC License Data,INDEPENDENT
HANOI PHO,ELK GROVE,Sacramento,,9341 BIG HORN BLVD,Food Service,ABC License Data,INDEPENDENT
HAPPY BAR,SACRAMENTO,Sacramento,,5236 BRADSHAW RD,Bar,ABC License Data,INDEPENDENT
HAPPY GARDEN CHINESE RESTAURANT,ELK GROVE,Sacramento,,9081 ELK GROVE BLVD,Restaurant,ABC License Data,INDEPENDENT
HAPPY SUSHI STAR,CITRUS HEIGHTS,Sacramento,,7777 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
HARLOW WINES,SACRAMENTO,Sacramento,,8160 14TH AVE,Food Service,ABC License Data,INDEPENDENT
HARRY'S LOUNGE,SACRAMENTO,Sacramento,,4557 AUBURN BLVD,Bar,ABC License Data,INDEPENDENT
HARRYS LIQUOR & FOOD,RANCHO CORDOVA,Sacramento,,10847 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
HARUMI SUSHI & HIBACHI,SACRAMENTO,Sacramento,,3541 TRUXEL RD,Food Service,ABC License Data,INDEPENDENT
HASSAN & SONS  INC STORE #1004,ELK GROVE,Sacramento,,9198 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
HASSAN & SONS  INC. STORE #1003,ELK GROVE,Sacramento,,2323 LAGUNA BLVD,Food Service,ABC License Data,INDEPENDENT
HASSAN & SONS  INC. STORE #1005,FOLSOM,Sacramento,,1024 E BIDWELL ST,Food Service,ABC License Data,INDEPENDENT
HASU TERIYAKI & SUSHI,FOLSOM,Sacramento,,25075 BLUE RAVINE RD,Food Service,ABC License Data,INDEPENDENT
HAYA SUSHI,CITRUS HEIGHTS,Sacramento,,7086 AUBURN BLVD,Food Service,ABC License Data,INDEPENDENT
HAZEL RIDGE LIQUOR,FAIR OAKS,Sacramento,,4313 HAZEL AVE,Food Service,ABC License Data,INDEPENDENT
HELEJE WINE CO,ELK GROVE,Sacramento,,9654 BRADSHAW RD,Food Service,ABC License Data,INDEPENDENT
HENRYS LOUNGE,SACRAMENTO,Sacramento,,2019 O ST,Bar,ABC License Data,INDEPENDENT
HERALD STORE,HERALD,Sacramento,,12409 HERALD RD,Food Service,ABC License Data,INDEPENDENT
HERINGER ESTATES @ CERTIFIED FARMER'S MARKET OF SA,SACRAMENTO,Sacramento,,8TH & W ST STATE PRK LOT,Food Service,ABC License Data,INDEPENDENT
HERINGER ESTATES WINERY  LLC,SACRAMENTO,Sacramento,,8981 DISTRICT CT,Food Service,ABC License Data,INDEPENDENT
HERINGER ESTATES WINERY @HISTORIC FOLSOM FM,FOLSOM,Sacramento,,915 SUTTER ST,Food Service,ABC License Data,INDEPENDENT
HERMANOS JALISCO GRILL,FOLSOM,Sacramento,,1880 PRAIRIE CITY RD,Food Service,ABC License Data,INDEPENDENT
HHS AM PM MINI MART,SACRAMENTO,Sacramento,,3800 47TH AVE,Food Service,ABC License Data,INDEPENDENT
HI & BUY LIQUOR,SACRAMENTO,Sacramento,,5301 FRUITRIDGE RD,Food Service,ABC License Data,INDEPENDENT
HI & BUY MARKET,SACRAMENTO,Sacramento,,7591 24TH ST,Food Service,ABC License Data,INDEPENDENT
HIBACHI SUSHI BUFFET,CITRUS HEIGHTS,Sacramento,,5623 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
HIGHLAND CHINESE RESTAURANT,SACRAMENTO,Sacramento,,4347 ELKHORN BLVD,Restaurant,ABC License Data,INDEPENDENT
HIGHLANDS MARKET,NORTH HIGHLANDS,Sacramento,,3667 ELKHORN BLVD,Food Service,ABC License Data,INDEPENDENT
HILLTOP TAVERN THE,SACRAMENTO,Sacramento,,4757 FOLSOM BLVD,Bar,ABC License Data,INDEPENDENT
HISUI SUSHI,FOLSOM,Sacramento,,25004 BLUE RAVINE RD,Food Service,ABC License Data,INDEPENDENT
HOKKAIDO SUSHI,FOLSOM,Sacramento,,199 BLUE RAVINE RD,Food Service,ABC License Data,INDEPENDENT
HOLIDAY VILLA RESTAURANT,SACRAMENTO,Sacramento,,7007 S LAND PARK DR,Restaurant,ABC License Data,INDEPENDENT
HOMEROS MEXICAN FOOD,SACRAMENTO,Sacramento,,7465 RUSH RIVER DR,Mexican Restaurant,ABC License Data,INDEPENDENT
HONG KONG SEAFOOD RESTAURANT,RIO VISTA,Sacramento,,217 MAIN ST,Restaurant,ABC License Data,INDEPENDENT
HOOD RANCH KITCHEN,HOOD,Sacramento,,10761 STATE HWY 160,Food Service,ABC License Data,INDEPENDENT
HOUSE KITCHEN AND BAR,SACRAMENTO,Sacramento,,555 CAPITOL MALL,Bar,ABC License Data,INDEPENDENT
HOUSE OF THAI,NORTH HIGHLANDS,Sacramento,,5738 WATT AVE,Asian Restaurant,ABC License Data,INDEPENDENT
IMMORTAL CAFE & SUPPLY,SACRAMENTO,Sacramento,,1111 H ST,Restaurant,ABC License Data,INDEPENDENT
IN & GO MARKET,CITRUS HEIGHTS,Sacramento,,12417 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
IN AND OUT MARKET,CARMICHAEL,Sacramento,,4781 MANZANITA AVE,Food Service,ABC License Data,INDEPENDENT
INDIA OVEN RESTAURANT & WHITE LOTUS BANQUET HALL,CITRUS HEIGHTS,Sacramento,,6105 SUNRISE VISTA DR,Restaurant,ABC License Data,INDEPENDENT
INDIAN SPICE RESTAURANT,RANCHO CORDOVA,Sacramento,,2228 SUNRISE BLVD,Restaurant,ABC License Data,INDEPENDENT
INTERLUDE KITCHEN & BAR,ELK GROVE,Sacramento,,8295 LAGUNA BLVD,Bar,ABC License Data,INDEPENDENT
INTUITION COFFEE & WINE,SACRAMENTO,Sacramento,,1728 21ST ST,Food Service,ABC License Data,INDEPENDENT
IRON HORSE TAVERN,FOLSOM,Sacramento,,460 PALLADIO PKWY,Bar,ABC License Data,INDEPENDENT
IRONHORSE TAVERN,SACRAMENTO,Sacramento,,1800 15TH ST,Bar,ABC License Data,INDEPENDENT
ISLAND PACIFIC SUPERMARKET,ELK GROVE,Sacramento,,8430 ELK GROVE FLORIN RD,Food Service,ABC License Data,INDEPENDENT
ITS SUSHI,SACRAMENTO,Sacramento,,8132 DELTA SHORES CIR S,Food Service,ABC License Data,INDEPENDENT
J B LIQUOR & GROCERY,CITRUS HEIGHTS,Sacramento,,7028 SYLVAN RD,Food Service,ABC License Data,INDEPENDENT
J STREET LIQUORS,SACRAMENTO,Sacramento,,3712 J ST,Food Service,ABC License Data,INDEPENDENT
JACKS URBAN EATS,FOLSOM,Sacramento,,2756 E BIDWELL ST,Restaurant,ABC License Data,INDEPENDENT
JACKS URBAN EATS,SACRAMENTO,Sacramento,,4730 NATOMAS BLVD,Restaurant,ABC License Data,INDEPENDENT
JACKS URBAN EATS #12,ELK GROVE,Sacramento,,7701 LAGUNA BLVD,Restaurant,ABC License Data,INDEPENDENT
JACKS URBAN EATS #15,CARMICHAEL,Sacramento,,4005 MANZANITA AVE,Restaurant,ABC License Data,INDEPENDENT
JACKS URBAN EATS NO.2,SACRAMENTO,Sacramento,,545 MUNROE ST,Restaurant,ABC License Data,INDEPENDENT
JACKS URBAN EATS NO.5,SACRAMENTO,Sacramento,,2137 GOLDEN CENTRE LN,Restaurant,ABC License Data,INDEPENDENT
JADE ASIAN RESTAURANT,RANCHO CORDOVA,Sacramento,,2855 ZINFANDEL DR,Asian Restaurant,ABC License Data,INDEPENDENT
JADE FOUNTAIN RESTAURANT,SACRAMENTO,Sacramento,,5021 FREEPORT BLVD,Restaurant,ABC License Data,INDEPENDENT
JALISCO RESTAURANT AUTHENTIC MEXICAN FOOD,SACRAMENTO,Sacramento,,5207 MADISON AVE,Mexican Restaurant,ABC License Data,INDEPENDENT
JAMIE'S BROADWAY GRILLE,SACRAMENTO,Sacramento,,427 BROADWAY,Food Service,ABC License Data,INDEPENDENT
JAMIE'S CAFE,ELK GROVE,Sacramento,,9101 LAGUNA MAIN ST,Restaurant,ABC License Data,INDEPENDENT
JAN'S LOUNGE LLC,ORANGEVALE,Sacramento,,9222 GREENBACK LN,Bar,ABC License Data,INDEPENDENT
JANDO'S MEXICAN FOOD,SACRAMENTO,Sacramento,,4591 FRUITRIDGE RD,Mexican Restaurant,ABC License Data,INDEPENDENT
JANGGOON SUSHI & KOREAN BBQ,ELK GROVE,Sacramento,,9671 E STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
JASPER'S GIANT HAMBURGERS,GOLD RIVER,Sacramento,,2342 SUNRISE BLVD,Food Service,ABC License Data,INDEPENDENT
JBS LOUNGE AND GRILL,RANCHO CORDOVA,Sacramento,,9777 LINCOLN VILLAGE DR,Bar,ABC License Data,INDEPENDENT
JEFE'S GRILL LLC,GALT,Sacramento,,227 S LINCOLN WAY,Food Service,ABC License Data,INDEPENDENT
JENSAI SUSHI,SACRAMENTO,Sacramento,,2210 16TH ST,Food Service,ABC License Data,INDEPENDENT
JESSES FOOD & LIQUOR,NORTH HIGHLANDS,Sacramento,,7440 WATT AVE,Food Service,ABC License Data,INDEPENDENT
JIMBOY'S TACOS,CARMICHAEL,Sacramento,,7401 FAIR OAKS BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
JIMBOYS TACOS,ELK GROVE,Sacramento,,8670 ELK GROVE BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
JIMBOYS TACOS,FOLSOM,Sacramento,,708 E BIDWELL ST,Mexican Restaurant,ABC License Data,INDEPENDENT
JIMBOYS TACOS 12,SACRAMENTO,Sacramento,,5551 FRANKLIN BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
JIMBOYS TACOS 15,RANCHO CORDOVA,Sacramento,,11065 FOLSOM BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
JIMMY'S PERUVIAN & MEXICAN RESTAURANT,SACRAMENTO,Sacramento,,3032 AUBURN BLVD,Mexican Restaurant,ABC License Data,INDEPENDENT
JJ FOOD & LIQUOR,RANCHO CORDOVA,Sacramento,,10401 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
JJ KOREAN BBQ,SACRAMENTO,Sacramento,,9729 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
JK FOOD LIQUOR AND WINE,SACRAMENTO,Sacramento,,8321 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
JOES FOOD & LIQUOR,CITRUS HEIGHTS,Sacramento,,7666 GREENBACK LN,Food Service,ABC License Data,INDEPENDENT
JOHNS FOOD & LIQUOR,CARMICHAEL,Sacramento,,5935 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
JONECK'S WINE LOUNGE,SACRAMENTO,Sacramento,,2231 J ST,Bar,ABC License Data,INDEPENDENT
JOY CITY CHINESE CUISINE,ELK GROVE,Sacramento,,2745 ELK GROVE BLVD,Food Service,ABC License Data,INDEPENDENT
JP THAI KITCHEN,SACRAMENTO,Sacramento,,6004 FREEPORT BLVD,Asian Restaurant,ABC License Data,INDEPENDENT
JS RAILROAD CAFE,SACRAMENTO,Sacramento,,1844 AUBURN BLVD,Restaurant,ABC License Data,INDEPENDENT
JUANS LIQUOR AND SMOKE LLC,FAIR OAKS,Sacramento,,4727 SAN JUAN AVE,Food Service,ABC License Data,INDEPENDENT
JUJU KITCHEN & COCKTAILS,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License Data,INDEPENDENT
JUNO'S COCKTAILS & KITCHEN,SACRAMENTO,Sacramento,,1501 L ST,Food Service,ABC License Data,INDEPENDENT
KAI JAPANESE CUISINE,ELK GROVE,Sacramento,,9261 LAGUNA SPRINGS DR,Food Service,ABC License Data,INDEPENDENT
KANSAI RAMEN & SUSHI HOUSE,SACRAMENTO,Sacramento,,2992 65TH ST,Food Service,ABC License Data,INDEPENDENT
KAREN'S BAKERY AND CAFE,FOLSOM,Sacramento,,705 GOLD LAKE DR,Restaurant,ABC License Data,INDEPENDENT
KARMA BREW PUB,SACRAMENTO,Sacramento,,1530 16TH ST.,Food Service,ABC License Data,INDEPENDENT
KAY BEE LIQUOR,CARMICHAEL,Sacramento,,7313 FAIR OAKS BLVD,Food Service,ABC License Data,INDEPENDENT
KICOS MEXICAN FOOD,SACRAMENTO,Sacramento,,2324 ARDEN WY,Mexican Restaurant,ABC License Data,INDEPENDENT
KIN THAI STREET EATERY,SACRAMENTO,Sacramento,,1050 20TH ST,Asian Restaurant,ABC License Data,INDEPENDENT
KING PALACE SEAFOOD RESTAURANT,SACRAMENTO,Sacramento,,5829 STOCKTON BLVD,Restaurant,ABC License Data,INDEPENDENT
KING WINE & LIQUOR,SACRAMENTO,Sacramento,,1328 FULTON AVE,Food Service,ABC License Data,INDEPENDENT
KING WINE & LIQUOR #2,SACRAMENTO,Sacramento,,2346 FRUITRIDGE RD,Food Service,ABC License Data,INDEPENDENT
KING WINE & LIQUOR #6,SACRAMENTO,Sacramento,,3407 EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
KING WINE & LIQUOR 3,SACRAMENTO,Sacramento,,1120 FULTON AVE,Food Service,ABC License Data,INDEPENDENT
KINGS LIQUOR AND MARKET,RANCHO CORDOVA,Sacramento,,10653 B & 10657 COLOMA RD,Food Service,ABC License Data,INDEPENDENT
KINGS SUPERMARKET,SACRAMENTO,Sacramento,,400 EL CAMINO AVE,Food Service,ABC License Data,INDEPENDENT
KINJO HAND ROLL BAR,SACRAMENTO,Sacramento,,2026 16TH ST,Bar,ABC License Data,INDEPENDENT
KIRCHHOFF FAMILY WINES @ MIDTOWN CERTIFIED FARMER',SACRAMENTO,Sacramento,,1050 20TH ST,Food Service,ABC License Data,INDEPENDENT
KITCHEN 15,SACRAMENTO,Sacramento,,1630 K ST,Food Service,ABC License Data,INDEPENDENT
KITCHEN THE,SACRAMENTO,Sacramento,,915 BROADWAY,Food Service,ABC License Data,INDEPENDENT
KOBE STEAK & SUSHI,ELK GROVE,Sacramento,,9134 E STOCKTON BLVD,Food Service,ABC License Data,INDEPENDENT
KOBE SUSHI BAR AND GRILL,SACRAMENTO,Sacramento,,2057 ARENA BLVD,Bar,ABC License Data,INDEPENDENT
KODAIKO RAMEN & BAR,SACRAMENTO,Sacramento,,718 K ST,Bar,ABC License Data,INDEPENDENT
KOJA KITCHEN,SACRAMENTO,Sacramento,,732 K ST,Food Service,ABC License Data,INDEPENDENT
KOKET ISLAND BAR & GRILL,ISLETON,Sacramento,,14174 ISLETON RD,Bar,ABC License Data,INDEPENDENT
KOREANA PLAZA MARKET SACRAMENTO,RANCHO CORDOVA,Sacramento,,10971 OLSON DR,Food Service,ABC License Data,INDEPENDENT
KOREANA PLAZA MARKET SACRAMENTO INC,RANCHO CORDOVA,Sacramento,,10995 OLSON DR,Food Service,ABC License Data,INDEPENDENT
KOSHI RAMEN BAR,SACRAMENTO,Sacramento,,3581 TRUXEL RD,Bar,ABC License Data,INDEPENDENT
KP BEATS LLC,RANCHO CORDOVA,Sacramento,,10947 OLSON DR,Restaurant,ABC License Data,INDEPENDENT
KRU CONTEMPORARY JAPANESE CUISINE,SACRAMENTO,Sacramento,,3135 FOLSOM BLVD,Food Service,ABC License Data,INDEPENDENT
KRU RESTAURANT,SACRAMENTO,Sacramento,,2516 J ST,Restaurant,ABC License Data,INDEPENDENT
KURA REVOLVING SUSHI BAR,SACRAMENTO,Sacramento,,1600 ETHAN WAY,Bar,ABC License Data,INDEPENDENT
