Business Name,City,County,Phone,Address,Business Type,Source
DORA DAIN FARMS/DORA DAIN WINES,LINCOLN,Placer,,2560 CROSBY HEROLD RD,Food Service,ABC License Data
EASY COMPANY CAFE,LINCOLN,Placer,,542 5TH ST,Restaurant,ABC License Data
FULL STOP MARKET INC,LINCOLN,Placer,,561 5TH ST,Food Service,ABC License Data
HOUSE OF PIZZA,LINCOLN,Placer,,721 STERLING PARKWAY,Food Service,ABC License Data
KILAGA CAFE,LINCOLN,Placer,,1167 SUN CITY BLVD,Restaurant,ABC License Data
KOBE TEPPANYAKI AND SUSHI,LINCOLN,Placer,,131 FERRARI RANCH RD,Food Service,ABC License Data
LA VILLA COCINA MEXICANA,LINCOLN,Placer,,155 JOINER PKWY,Mexican Restaurant,ABC License Data
LEGACY SPORTS BAR AND GRILL,LINCOLN,Placer,,825 TWELVE BRIDGES DR,Bar,ABC License Data
LINCOLN HILLS GOLF CLUB,LINCOLN,Placer,,1005 SUN CITY LN,Food Service,ABC License Data
LINCOLN PIZZA,LINCOLN,Placer,,2270 NICOLAUS RD,Food Service,ABC License Data
LOST SHAKER BAR & GRILL,LINCOLN,Placer,,605 LINCOLN BLVD,Bar,ABC License Data
MEXICAN DELI,LINCOLN,Placer,,761 5TH ST,Mexican Restaurant,ABC License Data
MOUNTAIN MIKES PIZZA,LINCOLN,Placer,,825 S STATE HIGHWAY 65,Food Service,ABC License Data
OAK CAFE,LINCOLN,Placer,,1500 DEL WEBB BLVD,Restaurant,ABC License Data
OLD TOWN PIZZA,LINCOLN,Placer,,599 LINCOLN BLVD,Food Service,ABC License Data
ORCHID THAI CUISINE,LINCOLN,Placer,,835 TWELVE BRIDGES DR,Asian Restaurant,ABC License Data
RANCHO ROBLES WINERY  L.L.C.,LINCOLN,Placer,,340 FLEMING RD,Food Service,ABC License Data
REBEL HEN CAFE,LINCOLN,Placer,,436 LINCOLN BLVD,Restaurant,ABC License Data
RED ROBIN BURGER & SPIRITS EMPORIUMS,LINCOLN,Placer,,751 E JOINER PKWY,Food Service,ABC License Data
RUM THAI BISTRO,LINCOLN,Placer,,880 STERLING PARKWAY,Asian Restaurant,ABC License Data
SIINO'S PASTA & GRILL,LINCOLN,Placer,,815 TWELVE BRIDGES DR,Food Service,ABC License Data
SMOKIN' BARREL WINERY,LINCOLN,Placer,,3700 WISE RD,Bar,ABC License Data
SPROUTS FARMERS MARKET,LINCOLN,Placer,,115 FERRARI RANCH RD,Food Service,ABC License Data
STERLING CAFE,LINCOLN,Placer,,820 STERLING PKWY #10,Restaurant,ABC License Data
TOP THAI KITCHEN,LINCOLN,Placer,,150 LINCOLN BLVD,Asian Restaurant,ABC License Data
TURKEY CREEK GOLF CLUB,LINCOLN,Placer,,1525 STATE ROUTE 193,Food Service,ABC License Data
URBANOS MEXICAN RESTAURANT,LINCOLN,Placer,,855 TWELVE BRIDGES DR,Mexican Restaurant,ABC License Data
WISE VILLA WINERY,LINCOLN,Placer,,4100 WISE RD,Food Service,ABC License Data
ZAKURO SUSHI,LINCOLN,Placer,,835 TWELVE BRIDGES DR,Food Service,ABC License Data
ZEBRA TOWN DELI & LIQUOR,LINCOLN,Placer,,98 LINCOLN BLVD,Food Service,ABC License Data
CASQUE WINES,LOOMIS,Placer,,9280 HORSESHOE BAR RD,Food Service,ABC License Data
FLOWER FARM CAFE,LOOMIS,Placer,,9280 HORSESHOE BAR RD,Restaurant,ABC License Data
GANDER TAPHOUSE,LOOMIS,Placer,,3550 TAYLOR RD,Food Service,ABC License Data
GREEN ELEPHANT RESTAURANT,LOOMIS,Placer,,5911 KING RD,Restaurant,ABC License Data
HIGH HAND CAFE,LOOMIS,Placer,,3790 & 3750 TAYLOR RD,Restaurant,ABC License Data
HILL TOP OAKS WINERY,LOOMIS,Placer,,4150 RIDGE DR,Food Service,ABC License Data
IL PIZZAIOLO,LOOMIS,Placer,,3640 TAYLOR RD,Food Service,ABC License Data
INDIAN CREEK COUNTRY CLUB,LOOMIS,Placer,,4487 BARTON RD,Food Service,ABC License Data
LIBERAL BULL LOUNGE,LOOMIS,Placer,,3593 TAYLOR RD,Bar,ABC License Data
LOOMIS BASIN BREWING CO GASTRO PUB &SMOKE HOUSE,LOOMIS,Placer,,3640 TAYLOR RD,Food Service,ABC License Data
LOOMIS CHINESE RESTAURANT,LOOMIS,Placer,,5911 KING RD,Restaurant,ABC License Data
LOOMIS PIZZA FACTORY,LOOMIS,Placer,,5831 HORSESHOE BAR RD,Food Service,ABC License Data
STONE TREE LIQUOR & FOOD,LOOMIS,Placer,,3853 TAYLOR RD,Food Service,ABC License Data
WOODYS MARKET & DELI,LOOMIS,Placer,,5911 KING RD,Food Service,ABC License Data
HOLIDAY MARKET #61,MEADOW VISTA,Placer,,16981 PLACER HILLS RD,Food Service,ABC License Data
MEADOW VISTA MARKET,MEADOW VISTA,Placer,,16893-16895 PLACER HILLS RD,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,MEADOW VISTA,Placer,,16810 PLACER HILLS RD,Food Service,ABC License Data
THE LOCAL CAFE,MEADOW VISTA,Placer,,16897 PLACER HILLS RD,Restaurant,ABC License Data
THE TIN LANTERN BAR & GRILL,MEADOW VISTA,Placer,,17100 PLACER HILLS RD,Bar,ABC License Data
CAROLS MARKET AND DELI INC,NEWCASTLE,Placer,,235 TAYLOR RD,Food Service,ABC License Data
COLLIER-BARNETT,NEWCASTLE,Placer,,9575 HAPPY HOLLOW LANE,Bar,ABC License Data
NEWCASTLE MINI MART,NEWCASTLE,Placer,,9300 CHANTRY HILL RD,Food Service,ABC License Data
NEWCASTLE WINE SHOPPE,NEWCASTLE,Placer,,455 MAIN ST,Food Service,ABC License Data
QUALITY MARKET,NEWCASTLE,Placer,,470 MAIN ST,Food Service,ABC License Data
ALICES MOUNTAIN MARKET,OLYMPIC VALLEY,Placer,,1850 VILLAGE SOUTH C1-A,Food Service,ABC License Data
AULD DUBLINER IRISH PUB,OLYMPIC VALLEY,Placer,,1850 VILLAGE SOUTH RD,Food Service,ABC License Data
BEARSHINE CAFE,OLYMPIC VALLEY,Placer,,400 SQUAW CREEK RD,Restaurant,ABC License Data
COFFEEBAR OLYMPIC VALLEY,OLYMPIC VALLEY,Placer,,1750 VILLAGE EAST RD,Bar,ABC License Data
FIRESIDE PIZZA COMPANY,OLYMPIC VALLEY,Placer,,1985 SQUAW VALLEY RD,Food Service,ABC License Data
LITTLE BEAR CAFE,OLYMPIC VALLEY,Placer,,1985 OLYMPIC VALLEY RD,Restaurant,ABC License Data
TREMIGO MEXICAN KITCHEN & TEQUILA BAR,OLYMPIC VALLEY,Placer,,1850 VILLAGE SOUTH RD,Mexican Restaurant,ABC License Data
BEACH HUT DELI,PENRYN,Placer,,2210 TAYLOR RD,Food Service,ABC License Data
FAST PAK MARKET,PENRYN,Placer,,2210 TAYLOR RD,Food Service,ABC License Data
PENRYN GAS & LIQUOR,PENRYN,Placer,,3145 PENRYN RD,Food Service,ABC License Data
PENRYN GRILL,PENRYN,Placer,,3142 BOYINGTON RD,Food Service,ABC License Data
VALENCIA CLUB,PENRYN,Placer,,2162 TAYLOR RD,Food Service,ABC License Data
ANATOLIAN TABLE RESTAURANT,ROCKLIN,Placer,,6688 LONETREE BLVD #400,Restaurant,ABC License Data
BANGKOK CITY THAI CUISINE,ROCKLIN,Placer,,5050 ROCKLIN RD,Asian Restaurant,ABC License Data
BARREL LIQUOR,ROCKLIN,Placer,,2340 SUNSET BLVD,Bar,ABC License Data
BEACH HUT DELI,ROCKLIN,Placer,,5406 CROSSINGS DR,Food Service,ABC License Data
BEACH HUT DELI ROCKLIN,ROCKLIN,Placer,,6761 STANFORD RANCH RD,Food Service,ABC License Data
BENNETTS WESTSIDE GRILL,ROCKLIN,Placer,,6604 LONETREE BLVD,Food Service,ABC License Data
BOSPHORUS TURKISH CUISINE,ROCKLIN,Placer,,6835 FIVE STAR BLVD,Food Service,ABC License Data
BUCKHORN BBQ + GRILL,ROCKLIN,Placer,,5430 CROSSINGS DR,Food Service,ABC License Data
CAFE DELICIAS,ROCKLIN,Placer,,5190 PACIFIC ST,Restaurant,ABC License Data
CALIFORNIA GRILL,ROCKLIN,Placer,,2511 WARREN DR,Food Service,ABC License Data
CASQUE WINES,ROCKLIN,Placer,,2208 SIERRA MEADOWS DR,Food Service,ABC License Data
CELESTINOS NY PIZZA & PASTA,ROCKLIN,Placer,,6160 STANFORD RANCH RD,Food Service,ABC License Data
CJ'S PIZZA BAR + GRILL,ROCKLIN,Placer,,3221 STANFORD RANCH RD,Bar,ABC License Data
CRACKER BARREL OLD COUNTRY STORE #756,ROCKLIN,Placer,,4630 SIERRA COLLEGE BLVD,Bar,ABC License Data
CRAZY SUSHI,ROCKLIN,Placer,,6696 LONETREE BLVD,Food Service,ABC License Data
CVS PHARMACY STORE 2661,ROCKLIN,Placer,,4785 GRANITE DR,Food Service,ABC License Data
DON QUIXOTE'S MEXICAN GRILL,ROCKLIN,Placer,,2164 SUNSET BLVD,Mexican Restaurant,ABC License Data
E-Z STOP FOOD & LIQUOR,ROCKLIN,Placer,,3700 MIDAS AVE,Food Service,ABC License Data
FARINHA FAMILY WINERY LLC,ROCKLIN,Placer,,5250 FRONT ST,Food Service,ABC License Data
GRANITE ROCK GRILLE,ROCKLIN,Placer,,5140 PACIFIC ST,Food Service,ABC License Data
HOUSE OF PIZZA,ROCKLIN,Placer,,5514 PACIFIC ST,Food Service,ABC License Data
ICHIBAN JAPANESE RESTAURANT,ROCKLIN,Placer,,4817 GRANITE DR,Restaurant,ABC License Data
IKURA JAPANESE CUISINE,ROCKLIN,Placer,,3475 SUNSET BLVD,Food Service,ABC License Data
IZUMI SUSHI,ROCKLIN,Placer,,6840 FIVE STAR BLVD,Food Service,ABC License Data
JIMBOY'S TACOS,ROCKLIN,Placer,,5401 CROSSINGS DR,Mexican Restaurant,ABC License Data
KAMARIS WINES  LLC,ROCKLIN,Placer,,2268 WILD PLAINS CT,Food Service,ABC License Data
LIVE OAK TAVERN,ROCKLIN,Placer,,4195 PACIFIC ST,Bar,ABC License Data
MA'S PIZZA,ROCKLIN,Placer,,6011 STANFORD RANCH RD,Food Service,ABC License Data
MAVERIK STORES  INC,ROCKLIN,Placer,,1020 SUNSET BLVD,Food Service,ABC License Data
MOO MOO'S BURGER BARN,ROCKLIN,Placer,,2330 SUNSET BLVD,Bar,ABC License Data
MOUNTAIN MIKES PIZZA,ROCKLIN,Placer,,5505 WHITNEY BLVD,Food Service,ABC License Data
NEXUS LOUNGE & VR,ROCKLIN,Placer,,6661 BLUE OAKS BLVD,Bar,ABC License Data
NOMA SUSHI & RAMEN,ROCKLIN,Placer,,1240 SUNSET BLVD,Food Service,ABC License Data
OKI SUSHI,ROCKLIN,Placer,,5406 CROSSINGS DR,Food Service,ABC License Data
PAINKILLERS PUB INC,ROCKLIN,Placer,,2168 SUNSET BLVD,Food Service,ABC License Data
PETES RESTAURANT & BREWHOUSE,ROCKLIN,Placer,,2210 SUNSET BLVD,Restaurant,ABC License Data
PK SUSHI,ROCKLIN,Placer,,2168 SUNSET BLVD,Food Service,ABC License Data
POTTERY WORLD CAFE,ROCKLIN,Placer,,4419 GRANITE DR,Restaurant,ABC License Data
PRIMO PIZZA BURGER BREW,ROCKLIN,Placer,,2600 SUNSET BLVD,Food Service,ABC License Data
QUIK STOP MARKET #4103,ROCKLIN,Placer,,2850 SUNSET BLVD,Food Service,ABC License Data
RED'S PIZZERIA & TAPHOUSE,ROCKLIN,Placer,,6696 LONETREE BLVD,Food Service,ABC License Data
ROCKLIN MINI MART,ROCKLIN,Placer,,4505 PACIFIC ST,Food Service,ABC License Data
SAVE MART SUPERMARKETS 616,ROCKLIN,Placer,,3021 STANFORD RANCH RD,Food Service,ABC License Data
SILA THAI CUISINE,ROCKLIN,Placer,,6815 LONETREE BLVD,Asian Restaurant,ABC License Data
SKIPOLINI'S PIZZA & PASTA,ROCKLIN,Placer,,6600 LONE TREE BLVD,Food Service,ABC License Data
SPEAKEZZ WINE & SPIRITS,ROCKLIN,Placer,,5514 PACIFIC ST,Food Service,ABC License Data
STOP & GO LIQUOR,ROCKLIN,Placer,,4439 ROCKLIN RD,Food Service,ABC License Data
STUDIO MOVIE GRILL,ROCKLIN,Placer,,5140 COMMONS DR,Food Service,ABC License Data
SULLY'S BAR AND GRILL,ROCKLIN,Placer,,4451 PACIFIC ST,Bar,ABC License Data
SUSHI KAKOGAN,ROCKLIN,Placer,,4820 GRANITE DR,Food Service,ABC License Data
TACO EXPRESS #3,ROCKLIN,Placer,,4885 GRANITE DR,Mexican Restaurant,ABC License Data
TAQUERIA ROBERTO MEXICAN FOOD,ROCKLIN,Placer,,3071 STANFORD RANCH RD,Mexican Restaurant,ABC License Data
TEA BAR & FUSION CAFE,ROCKLIN,Placer,,6694 LONETREE BLVD,Bar,ABC License Data
THE BLUE PARROT LOUNGE,ROCKLIN,Placer,,6848 FIVE STAR BLVD,Bar,ABC License Data
THUNDER LIQUORS,ROCKLIN,Placer,,3101 SUNSET BLVD,Food Service,ABC License Data
URBAN MARKET & MORE,ROCKLIN,Placer,,2161 SUNSET BLVD,Food Service,ABC License Data
VENITIA RHEAS CAFE,ROCKLIN,Placer,,4415 GRANITE DR,Restaurant,ABC License Data
WAL MART STORE 3587,ROCKLIN,Placer,,5454 CROSSING DR,Food Service,ABC License Data
WALLEY'S CAFE #1,ROCKLIN,Placer,,2110 SUNSET BLVD,Restaurant,ABC License Data
WHITNEY OAKS GOLF CLUB,ROCKLIN,Placer,,2305 CLUBHOUSE DR,Food Service,ABC License Data
7' YEN SUSHI,ROSEVILLE,Placer,,201 HARDING BLVD,Food Service,ABC License Data
AKAME SUSHI,ROSEVILLE,Placer,,1902 TAYLOR RD,Food Service,ABC License Data
ALMOND TREE GRILL & LOUNGE,ROSEVILLE,Placer,,214 HARDING BLVD,Bar,ABC License Data
ARIGATO SUSHI,ROSEVILLE,Placer,,1136 GALLERIA BLVD,Food Service,ABC License Data
ASIAN N CAJUN,ROSEVILLE,Placer,,1251 BASELINE RD,Asian Restaurant,ABC License Data
AZAYAKA JAPANESE,ROSEVILLE,Placer,,6726 STANFORD RANCH RD,Food Service,ABC License Data
BAR 101,ROSEVILLE,Placer,,101 MAIN ST,Bar,ABC License Data
BEACH HUT DELI,ROSEVILLE,Placer,,7456 FOOTHILLS BLVD,Food Service,ABC License Data
BEACH HUT DELI - ROSEVILLE,ROSEVILLE,Placer,,1490 EUREKA RD,Food Service,ABC License Data
BEL AIR MARKET 512,ROSEVILLE,Placer,,4008 FOOTHILLS BLVD,Food Service,ABC License Data
BENNETT'S KITCHEN. BAR. MARKET.,ROSEVILLE,Placer,,1595 EUREKA RD,Bar,ABC License Data
BJS RESTAURANT & BREWHOUSE,ROSEVILLE,Placer,,1200 ROSEVILLE PKWY,Restaurant,ABC License Data
BLAZE PIZZA,ROSEVILLE,Placer,,10325 FAIRWAY DR,Food Service,ABC License Data
BLUE HOUSE RESTAURANT ROSEVILLE  INC.,ROSEVILLE,Placer,,2030 DOUGLAS BLVD,Restaurant,ABC License Data
BOMBAY CUISINE & INDIAN SWEETS,ROSEVILLE,Placer,,7452 FOOTHILLS BLVD,Food Service,ABC License Data
BONSAI JAPANESE CUISINE,ROSEVILLE,Placer,,998 SUNRISE AVE,Food Service,ABC License Data
BOUNTY HUNTERS GRIND & GRILL,ROSEVILLE,Placer,,406 VERNON ST,Food Service,ABC License Data
BOURBON WINE & SPIRITS,ROSEVILLE,Placer,,5005 FOOTHILLS BLVD,Food Service,ABC License Data
BOURBONS & MORE LIQUORS,ROSEVILLE,Placer,,1611 DOUGLAS BLVD,Food Service,ABC License Data
BOXING DONKEY IRISH PUB,ROSEVILLE,Placer,,300 LINCOLN ST,Food Service,ABC License Data
BROOKFIELDS RESTAURANT,ROSEVILLE,Placer,,1817 TAYLOR RD,Restaurant,ABC License Data
BUCKHORN GRILL,ROSEVILLE,Placer,,1151 GALLERIA BLVD,Food Service,ABC License Data
BUFFALO WILD WINGS,ROSEVILLE,Placer,,1168 GALLERIA BLVD,Food Service,ABC License Data
BURGER LOUNGE,ROSEVILLE,Placer,,1198 ROSEVILLE PKWY,Bar,ABC License Data
CAFE DELICIAS,ROSEVILLE,Placer,,211 HARDING BLVD,Restaurant,ABC License Data
CALIFORNIA PIZZA KITCHEN,ROSEVILLE,Placer,,1190 ROSEVILLE PKWY,Food Service,ABC License Data
CALIFORNIA ROLL & GRILL,ROSEVILLE,Placer,,1725 SANTA CLARA DR,Food Service,ABC License Data
CARMELITAS RESTAURANT,ROSEVILLE,Placer,,204 RIVERSIDE AVE,Restaurant,ABC License Data
CASA RAMOS MEXICAN RESTAURANT,ROSEVILLE,Placer,,1563 EUREKA RD,Mexican Restaurant,ABC License Data
CHICAGO PIZZA WITHA TWIST,ROSEVILLE,Placer,,4191 THRIVE DR  STE 100,Food Service,ABC License Data
CHICAGO'S PIZZA WITH A TWIST,ROSEVILLE,Placer,,8300 SIERRA COLLEGE BLVD,Food Service,ABC License Data
CHICHA PERUVIAN KITCHEN & CAFE,ROSEVILLE,Placer,,1079 SUNRISE AVE,Restaurant,ABC License Data
CHILIS GRILL & BAR,ROSEVILLE,Placer,,10585 FAIRWAY DR,Bar,ABC License Data
CHOPSTICKS RESTAURANT,ROSEVILLE,Placer,,1000 SUNRISE AVE,Restaurant,ABC License Data
CLAIM JUMPER RESTAURANT,ROSEVILLE,Placer,,250 HARDING BLVD,Restaurant,ABC License Data
COUNTRY GABLES CAFE,ROSEVILLE,Placer,,699 WASHINGTON BLVD,Restaurant,ABC License Data
CURRY PIZZA HOUSE,ROSEVILLE,Placer,,3984 DOUGLAS BLVD,Food Service,ABC License Data
CVS PHARMACY STORE 9958,ROSEVILLE,Placer,,5090 FOOTHILLS BLVD,Food Service,ABC License Data
CVS PHARMACY STORE 9993,ROSEVILLE,Placer,,9280 SIERRA COLLEGE BLVD,Food Service,ABC License Data
DICKEYS BARBECUE PIT,ROSEVILLE,Placer,,701 PLEASANT GROVE BLVD,Bar,ABC License Data
DOS COYOTES BORDER CAFE,ROSEVILLE,Placer,,2030 DOUGLAS BLVD,Restaurant,ABC License Data
EXHALE HOOKAH LOUNGE,ROSEVILLE,Placer,,1725 SANTA CLARA DR,Bar,ABC License Data
FARMS' PIZZA,ROSEVILLE,Placer,,4701 FIDDYMENT RD,Food Service,ABC License Data
FINE WINE & LIQUOR,ROSEVILLE,Placer,,3031 FOOTHILLS BLVD,Food Service,ABC License Data
FLEMINGS PRIME STEAKHOUSE & WINE BAR,ROSEVILLE,Placer,,1101 GALLERIA BLVD,Bar,ABC License Data
FLOUR DUST PIZZA COMPANY,ROSEVILLE,Placer,,5080 FOOTHILLS BLVD,Food Service,ABC License Data
FRANZESE WINE,ROSEVILLE,Placer,,8825 WENTWORTH WAY,Food Service,ABC License Data
GOOSE PORT PUBLIC HOUSE,ROSEVILLE,Placer,,316 VERNON ST,Food Service,ABC License Data
GRAND INDIAN CUISINE  THE,ROSEVILLE,Placer,,9600 FAIRWAY DR #100,Food Service,ABC License Data
GRANITE'S SUBS  WINGS & BURGERS,ROSEVILLE,Placer,,9077 FOOTHILLS BLVD,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3066,ROSEVILLE,Placer,,1400 E ROSEVILLE PKWY,Food Service,ABC License Data
H&S ENERGY PRODUCTS  LLC STORE #3067,ROSEVILLE,Placer,,3001 FOOTHILLS BLVD,Food Service,ABC License Data
HOOCH'S SPORTS BAR & GRILL PIZZERIA,ROSEVILLE,Placer,,5140 FOOTHILLS BLVD,Bar,ABC License Data
ITS SUSHI,ROSEVILLE,Placer,,5030 FOOTHILLS BLVD,Food Service,ABC License Data
JACKS URBAN EATS,ROSEVILLE,Placer,,8620 SIERRA COLLEGE BLVD,Restaurant,ABC License Data
JACKS URBAN EATS #8,ROSEVILLE,Placer,,1005 GALLERIA BLVD,Restaurant,ABC License Data
JALISCO FRESH GRILL,ROSEVILLE,Placer,,5180 FOOTHILLS BLVD,Food Service,ABC License Data
JIMBOY'S TACOS,ROSEVILLE,Placer,,1228 GALLERIA BLVD,Mexican Restaurant,ABC License Data
JIMBOYS TACOS,ROSEVILLE,Placer,,1000 SUNRISE AVE,Mexican Restaurant,ABC License Data
JOHNS INCREDIBLE PIZZA CO,ROSEVILLE,Placer,,384 N SUNRISE AVE,Food Service,ABC License Data
KAHN MONGOLIAN GRILL,ROSEVILLE,Placer,,920 PLEASANT GROVE BLVD,Food Service,ABC License Data
KHOBKOON THAI CUISINE,ROSEVILLE,Placer,,7452 FOOTHILLS BLVD,Asian Restaurant,ABC License Data
KITCHEN 747 & MOJOE'S CAFE,ROSEVILLE,Placer,,2320-2330 PLEASANT GROVE BLVD,Restaurant,ABC License Data
KRUSH BURGER RESTAURANT,ROSEVILLE,Placer,,1151 GALLERIA BLVD,Restaurant,ABC License Data
KTOWN KOREAN BBQ AND SUSHI,ROSEVILLE,Placer,,1137 ROSEVILLE SQ,Food Service,ABC License Data
KURA REVOLVING SUSHI BAR,ROSEVILLE,Placer,,250 GIBSON DR,Bar,ABC License Data
LA LUPITA MEXICAN FOOD,ROSEVILLE,Placer,,100 ATKINSON ST C,Mexican Restaurant,ABC License Data
LAND OCEAN RESTAURANT,ROSEVILLE,Placer,,1151 GALLERIA BLVD,Restaurant,ABC License Data
LAZY DOG RESTAURANT & BAR,ROSEVILLE,Placer,,238 GIBSON DR,Bar,ABC License Data
LE TESH WINE LOUNGE,ROSEVILLE,Placer,,219 VERNON ST,Bar,ABC License Data
LEGENDS & HEROS SPORTS BAR & GRILL,ROSEVILLE,Placer,,5880 WOODCREEK OAKS BLVD,Bar,ABC License Data
LEOS KITCHEN,ROSEVILLE,Placer,,7441 FOOTHILLS BLVD,Food Service,ABC License Data
LIQUOR LOCKER,ROSEVILLE,Placer,,115 DARLING WY,Food Service,ABC License Data
LORENZO'S MEXICAN RESTAURANT,ROSEVILLE,Placer,,135 SUNRISE AVE,Mexican Restaurant,ABC License Data
LOS CABOS GRILL,ROSEVILLE,Placer,,7451 FOOTHILLS BLVD,Food Service,ABC License Data
LOS ZARAPES MEXICAN RESTAURANT,ROSEVILLE,Placer,,8779-8781 AUBURN FOLSOM RD,Mexican Restaurant,ABC License Data
MANDANGOS SPORTS BARS & GRILLS,ROSEVILLE,Placer,,106 N SUNRISE AVE,Bar,ABC License Data
MAS MEXICAN RESTAURANT,ROSEVILLE,Placer,,1563 EUREKA RD,Mexican Restaurant,ABC License Data
MEHFIL INDIAN RESTAURANT,ROSEVILLE,Placer,,1605 DOUGLAS BLVD,Restaurant,ABC License Data
MIA RESTAURANT & BAR,ROSEVILLE,Placer,,1475 EUREKA RD,Bar,ABC License Data
MIKUNI JAPANESE RESTAURANT & SUSHI BAR,ROSEVILLE,Placer,,1194 ROSEVILLE PKWY,Bar,ABC License Data
MIKUNI JAPANESE RESTAURANT AND SUSHI BAR,ROSEVILLE,Placer,,1565 EUREKA RD,Bar,ABC License Data
MOKSA BARREL HOUSE,ROSEVILLE,Placer,,10007 FOOTHILLS BLVD,Bar,ABC License Data
MORENITA MARKET & TAQUERIA,ROSEVILLE,Placer,,1078 DOUGLAS BLVD,Food Service,ABC License Data
MORGAN CREEK GOLF COURSE,ROSEVILLE,Placer,,8787 MORGAN CREEK LN,Food Service,ABC License Data
MOUNTAIN MIKES PIZZA,ROSEVILLE,Placer,,3989 FOOTHILLS BLVD,Food Service,ABC License Data
MY THAI KITCHEN,ROSEVILLE,Placer,,1465 EUREKA RD,Asian Restaurant,ABC License Data
NARUTO SHOW ME THE SUSHI,ROSEVILLE,Placer,,963 PLEASANT GROVE BLVD,Food Service,ABC License Data
NIXTACO MEXICAN TAQUERIA,ROSEVILLE,Placer,,1805 CIRBY WAY,Mexican Restaurant,ABC License Data
NUA THAI CUISINE,ROSEVILLE,Placer,,1825 DOUGLAS BLVD,Asian Restaurant,ABC License Data
OAKS SUSHI & BOWL,ROSEVILLE,Placer,,2010 BLUE OAKS BLVD,Food Service,ABC License Data
OLD TOWN PIZZA,ROSEVILLE,Placer,,120 CHURCH ST,Food Service,ABC License Data
OLIVE GARDEN ITALIAN RESTAURANT THE 1574,ROSEVILLE,Placer,,1160 GALLERIA BLVD,Restaurant,ABC License Data
ONYX CLUB,ROSEVILLE,Placer,,116 MAIN ST,Food Service,ABC License Data
ORIGINAL AL'S RESTAURANT & PIZZERIA,ROSEVILLE,Placer,,5005 FOOTHILLS BLVD,Restaurant,ABC License Data
PACIFIC STREET CAFE,ROSEVILLE,Placer,,301 LINCOLN ST,Restaurant,ABC License Data
PAUL MARTINS AMERICAN GRILL,ROSEVILLE,Placer,,1455 EUREKA RD,Food Service,ABC License Data
PEDAL CAR PIZZA,ROSEVILLE,Placer,,222 VERNON ST,Food Service,ABC License Data
PERFECTO LOUNGE,ROSEVILLE,Placer,,973 PLEASANT GROVE BLVD,Bar,ABC License Data
PHO HANG,ROSEVILLE,Placer,,916 PLEASANT GROVE BLVD,Food Service,ABC License Data
PHO MADAME,ROSEVILLE,Placer,,1780 PLEASANT GROVE BLVD,Food Service,ABC License Data
PINTO THAI BISTRO,ROSEVILLE,Placer,,9700 FAIRWAY DR,Asian Restaurant,ABC License Data
Q1227 RESTAURANT,ROSEVILLE,Placer,,1151 GALLERIA BLVD,Restaurant,ABC License Data
QUICKMART LIQUOR,ROSEVILLE,Placer,,970 SUNRISE AVE,Food Service,ABC License Data
RANCH CAFE  THE,ROSEVILLE,Placer,,2501 EUREKA RD,Restaurant,ABC License Data
RANGE KITCHEN AND TAP,ROSEVILLE,Placer,,1420 E ROSEVILLE PKWY,Food Service,ABC License Data
RED ROBIN AMERICAS GOURMENT BURGERS & SPIRITS,ROSEVILLE,Placer,,1184 GALLERIA BLVD,Food Service,ABC License Data
RESTAURANT DEPOT,ROSEVILLE,Placer,,7651 FOOTHILLS BLVD,Restaurant,ABC License Data
ROKU SUSHI,ROSEVILLE,Placer,,4200 THRIVE DR,Food Service,ABC License Data
ROSE CAFE' & BAGEL,ROSEVILLE,Placer,,4070 BASELINE RD,Restaurant,ABC License Data
ROSE GARDEN CHINESE RESTAURANT,ROSEVILLE,Placer,,1079 SUNRISE AVE,Restaurant,ABC License Data
ROSE LIQUOR FOOD & GAS,ROSEVILLE,Placer,,108 RIVERSIDE AVE,Food Service,ABC License Data
ROSEVILLE MARKET,ROSEVILLE,Placer,,1701 P F E RD,Food Service,ABC License Data
ROUND1 BOWLING & ARCADE,ROSEVILLE,Placer,,1191 GALLERIA BLVD,Food Service,ABC License Data
ROUNDHOUSE DELI THE,ROSEVILLE,Placer,,604 CHURCH ST A,Food Service,ABC License Data
RUEN THAI RESTAURANT,ROSEVILLE,Placer,,1470 EUREKA RD,Asian Restaurant,ABC License Data
SABORES RESTAURANT,ROSEVILLE,Placer,,10271 FAIRWAY DR,Restaurant,ABC License Data
SAMS CLUB 6621,ROSEVILLE,Placer,,904 PLEASANT GROVE BLVD,Food Service,ABC License Data
SARI SARI ORIENTAL MARKET,ROSEVILLE,Placer,,203 HARDING BLVD,Food Service,ABC License Data
SAVE MART SUPERMARKETS 617,ROSEVILLE,Placer,,5060 FOOTHILLS BLVD,Food Service,ABC License Data
SCOREBOARDS PIZZA & GRILL,ROSEVILLE,Placer,,9260 SIERRA COLLEGE BLVD,Food Service,ABC License Data
SIENNA RESTAURANT,ROSEVILLE,Placer,,1480 EUREKA RD,Restaurant,ABC License Data
SIERRA VIEW COUNTRY CLUB,ROSEVILLE,Placer,,105 ALTA VISTA AVE,Food Service,ABC License Data
SKATETOWN ICE ARENA CAFE,ROSEVILLE,Placer,,1009 ORLANDO AVE,Restaurant,ABC License Data
